,title,text,date,rating
624,Ótimo restaurante,"Restaurante muito aconchegante, com clima australiano e comida da melhor qualidade. O preço pode não ser o mais barato, mas certamente o atendimento e a qualidade justificam. Sem sombra de dúvidas um dos melhores locais para confraternização.",4 de agosto de 2016,bubble_50
625,Comida e atendimento ótimo,"Fomos atendidos pela Michele, muito simpática. Comida excelente e ainda levamos uma caneca de chope para casa haha, votaremos!",3 de agosto de 2016,bubble_50
626,adoro esse lugar,"Comida muio boa, serve bem 4 pessoas dependendo da pedida....drinks maravilhosos, algumas vezes atendimento deixa a desejar mas o serviço é opcional",3 de agosto de 2016,bubble_50
627,Almoço de confraternização ,O ambiente é muito propício para comemorações de aniversário ou happy hour. Sem contar que o cardápio é muito bom,3 de agosto de 2016,bubble_40
628,Show!!!,"Ambiente maravilhoso, sendo que este foi o 1º de Brasília. 
Sempre que vou...pego uma pequena fila, mas o atendimento recompensa a espera.
Recomendo que cheguem um pouco cedo e aproveitem o pão australiano como entrada.",3 de agosto de 2016,bubble_50
629,Steak é no Outback,"A ""Casa"" de grelhados Outback, inspirada na comida típica dos fazendeiros australianos –– famosos por seus cortes de carnes bovino sempre preparados na grelha é a melhor do gênero na Capital do Brasil. 
A unidade no Parkshopping vive lotada por várias razões, os quais enumero...Mais",2 de agosto de 2016,bubble_50
630,Excelente!,"Ótimo ambiente, atendimento e cardápio. Preços são um pouco salgados. Cebola é uma delícia. Recomendo.",2 de agosto de 2016,bubble_50
631,Sempre uma delícia!,Já estive várias vezes no outback e nunca me decepcionou. Já deixei de ir nele para ir em outro streakhouse e me arrependi. Definitivamente é a melhor casa de steakhouse de Brasília.,2 de agosto de 2016,bubble_50
632,Pratos deliciosos,"A costela com barbecue é excelente, a cebola é um prato interessante, e o chopp é excelente e gelado.",1 de agosto de 2016,bubble_50
633,Fila longa e péssimo atendimento.,"A atração do local é o happy hour com rodada dupla de chopp até as 20h. Porém, o local é pequeno e sempre há uma longa fila de espera. A comida é boa, destaque para a cebola. O chopp é gelado, mas chegando próximo do...Mais",1 de agosto de 2016,bubble_20
634,Um dos meus favoritos ,Um dos melhores locais pra comer bem e não pagar muito caro. Gosto bastante da decoração e do atendimento. Chegue cedo pois se não chegar enfrentará uma longa fila.,1 de agosto de 2016,bubble_50
635,Boa comida. ,"A comida é boa, mas com um tempero próprio da casa, carnes levemente apimentadas e o pão australiano fantástico.  Não é muito barato, mas vale a pena curtir com os amigos.
Dica: suco de laranja com frutas vermelhas muito muito gostoso.",31 de julho de 2016,bubble_30
636,Nova sobremesa ,"Experimentei a nova sobremesa do outback, lajotinha magma Cake, uma parceria com a kopenhagen. Um bolo estilo brownie, com uma bola de sorvete de creme e pedaços de morango e lajotinha, servidos numa tarça. Sua aparência fica muita bonita e bem atraente, quanto ao sabor...Mais",31 de julho de 2016,bubble_30
637,Hum!!!!,"Apesar de sempre cheio, o OUTBACK é uma boa pedida. A partir das 17:00 horas começa o happy hour, cardápio bem legal pela metade do preço. Ambiente mais tranquilo neste horário. Recomendo!",30 de julho de 2016,bubble_40
638,Muito bom para happy hour,"Preços razoáveis, comida muito saborosa, atendimento excelente, ambiente animado, um pouco apertado,  muito bom para happy hour por causa das promoções especiais. Super indico para visita com amigos, familiares.",30 de julho de 2016,bubble_40
639,Parada obrigatória.,"Não importa onde esteja, se tem Outback eu vou. Ambiente alegre, descontraído e sempre receptivo. Atendimento diferenciado, chopp muito gelado, as wings e a baby ribs que são obrigatórias!",30 de julho de 2016,bubble_40
640,Outback ,"Simplesmente perfeito  como todos  os  restaurantes da rede,  atendimento de primeira qualidade, ambiente agradável e os pratos deliciosos.",29 de julho de 2016,bubble_50
641,Vale a pena,"É um restaurante bem localizado. Ótimo para ir com amigos,conversar e comer! Adoro as saladas,costelinha e Bloomin Onion (cebola frita). A casa oferece um cardápio variado.
Preço justo.
 Ponto Negativo: Fila de espera",28 de julho de 2016,bubble_40
642,Vale a espera,"Esperamos muito na fila, não são precisos no atendimento. Porem a bebida e a comida compensam. Cebola é fantástica!",28 de julho de 2016,bubble_40
643,Inconfundível!,"Uma opção de prato que serve duas pessoas possui costela suína, filé de frango grelhado e com um acompanhamento! Delícia.",27 de julho de 2016,bubble_50
644,"Muito boa a comida, a cerveja geladíssima","A comida do Outback é muito boa, com uma variedade interessante, o ponto forte é a costelinha. A cerveja gelada idem.",27 de julho de 2016,bubble_50
645,Muito cheio e custo benefício ruim,"Com as promoções#momentooutback o local tem estado lotado todos os dias da semana,  com média de espera para conseguir uma mesa de uma hora e meia.  O atendimento deles é muito bom,  porém sempre acaba acontecendo erros e confusões pela quantidade eccessiva de clientes pra...Mais",27 de julho de 2016,bubble_30
646,Chopp excelente,"Pra quem gosta de um bom corte de carne, acompanhado por um excelente chopp e num lugar informal, então o Outback é a opção. Gosto de ficar no balcão, já que lá o atendimento é muito mais rápido.",27 de julho de 2016,bubble_40
647,Continua muito bom,"A qualidade da comida continua excelente. Atendimento atencioso. O único inconveniente é a espera por mesa. Dessa vez, foi amenizada por uma garçonete que distribuiu copinhos com a clássica cebola, gostei desse cuidado.",27 de julho de 2016,bubble_50
648,Píer 22,Sempre fui fã da outback steakhouse e recentemente conheci a loja do píer 21 e foi só alegria com boa comida e serviço impecável.,26 de julho de 2016,bubble_40
649,Excelente local bem localizado e boa comida,"Ambiente muito agradável, uma variedades e excelente comida. Serviço de garçom muito bom o que pode demorar um pouco é conseguir uma mesa.",26 de julho de 2016,bubble_50
650,Nada de Mais,"Ao entrar em um restaurante Outback, você sempre tem a expectativa de algo diferente... Comida nota 7, serviço nota 7 e tempo de espera nota 0.",26 de julho de 2016,bubble_30
651,Excelente comida,Se come muito bem o problema maior é a fila de espera...mas apesar de tudo é um ambiente agradável...o chopp é bem gelado do jeito que gosto.,25 de julho de 2016,bubble_50
652,Demora no atendimento ,"Já fui inúmeras vezes pois gosto da comida e do preço, mas o atendimento é muito demorado. Cada pedido de demora o suficiente para irritar!",25 de julho de 2016,bubble_30
653,Muito bom,"Boa comida
Ambiente descontraído
Exelente entradas
Boas sobremesas
Muito boa carne
Saladas maravilhosas",25 de julho de 2016,bubble_50
654,Comida deliciosa,"Além de ter uma comida deliciosa, tem um atendimento sensacional. Gosto também do suco de morango com laranja que não se misturam.",25 de julho de 2016,bubble_50
655,Bom local e boa comida,"Ambiente denso e motivador. Muita gente boa, pratos excelentes e clima de exterior...Nas noites de final de semana fica bastante cheio. Deve-se ir sem pressa.",25 de julho de 2016,bubble_40
656,"Excelente restaurante, ponto negativo é a demora pra conseguir mesa","Ambiente agradável, comida deliciosa, mas vá sem pressa, pois todas as vezes que fui demorou muito pra conseguir mesa.",25 de julho de 2016,bubble_40
657,Ótimo com os amigos,"Comida de qualidade com ambiente agradável, bom atendimento e preço justo. Costelas de porco é o prato mais pedido, mas, têm outras opções para pessoas que não gostam de carne de porco como eu. O suco de laranja com morango é maravilhoso também.",25 de julho de 2016,bubble_50
658,Amo!!!,"Amo o Outback todas a vezes que eu o visito. Pra mim, o único ponto negativo é a espera para se conseguir uma mesa algumas vezes, mas tirando isso. Comida sempre maravilhosa e bem servidas, tanto que já pedi prato de criança porque um prato...Mais",25 de julho de 2016,bubble_50
659,Chopp e costelinha,"Sempre agradavel, pessoas bonitas, ambiente agradável, chopp gelado e boa comida! Mas filas enormes, principalmente na billabong hour. Mas vale a pena, ambiente bem tranquilo, ótimo para um bom papo.",23 de julho de 2016,bubble_50
660,"Muita fama, pouco aproveitamento","Bom... As duas vezes que fui, fiquei mais de meia hora esperando vagar mesa. Eu deveria não ter ido da segunda vez, mas fui comer a cebola, que eu não havia experimentado ainda. Muito gostosa, por sinal. Mas o frango, q pedimos com médio pimenta,...Mais",21 de julho de 2016,bubble_30
661,Boa comida,"A comida é boa, mas a fila de espera é muito grande. O ambiente é agradável e também gostei do atendimento.",20 de julho de 2016,bubble_40
662,Ótimo atendimento e comida maravilhosa.,"Outback é um ótimo lugar para encontrar-se com os amigos, levar alguém para um jantar romântico ou até levar a família. A comida é ótimo, sendo a costelinha a melhor, as sobremesas também são maravilhosas. O atendimento é sempre rápido, com garçons gentis. O bom...Mais",20 de julho de 2016,bubble_50
663,Excelente! ,"Sem comentários!! 
Excelente em tudo em comida, atendimento e local! 
Uma local ótimo para só casal e também ir com a galera!! 🔝🔝🔝🔝🔝",20 de julho de 2016,bubble_50
664,Sempre uma otima opção,"Maravilhoso em todos os aspectos.
Sempre bom para curti com amigos, família ou em casal.
Possui um cardápio com varias opções de entradas, petiscos ou pratos principais. 
Drinks muito saborosos.",20 de julho de 2016,bubble_50
665,Muito bom....,"Ótimo, uma delicia, clima perfeito, aconchegante e saboroso, sai super satisfeito e com certeza de voltar outras vezes.",20 de julho de 2016,bubble_50
666,Um pouco de demora,"A comida é sempre boa, embora este do Park shopping sempre esteja lotado e o atendimento deixe um pouco a desejar.",18 de julho de 2016,bubble_30
667,Ótimo happy hour,"A comida é sempre muito boa, o atendimento é excelente. O único problema é que está sempre bem cheio e a fila de espera demora bastante.",18 de julho de 2016,bubble_50
668,Esse é o Buteco!,"Umas das melhores casas de comida australiana, com tempero característico.
Agora, quando tem, é o melhor chopp escuro da cidade!
As canecas vêm congelando!
A costela de porco ao molho barbecue é simplesmente fantástica! E a batata recheada?
Hummmmmm!!!!",18 de julho de 2016,bubble_50
669,Excelente padrão gastronômico,"A comida segue um bom padrão. É sempre saborosa e bem preparada, a cozinha funciona muito bem. O preço não é dos mais acessíveis. Há uma promoção de segunda a quinta (ou sexta) entre as 17 h e 20 h onde as bebidas alcoólicas têm...Mais",18 de julho de 2016,bubble_40
670,Lugar de encontro,"Local de grande frequência, recepção bastante cortês, comida excelente sabor, pratos bem apresentáveis, atendimento de mesa muito bom, local ótimo acesso e visual, ressalva para a capacidade de recepção estrangulada, tens dias que demora muito para conseguir mesa para grupo.",18 de julho de 2016,bubble_50
671,Almoço,Fomos em um sábado. Um ambiente super legal para ir com os amigos. As atentendes sao super atenciosas.,18 de julho de 2016,bubble_30
672,Espetacular,Excelente atendimento. Garçons bem preparados. Melhor costelinha com molho barbecue que comi na vida!,18 de julho de 2016,bubble_50
673,Ótimo!,"Sempre uma boa pedida ao ir com mais 3 pessoas e pedir a Aussie Cheese Fries com refil de refrigerante ou chá, tem um excelente custo benefício. Os pratos durante a semana tem um custo menor e dependendo da fome é possível dividir por duas...Mais",17 de julho de 2016,bubble_50
674,Excelente,"Dispensa comentários neh? Mas vamos lá... Ótimo ambiente, atendimento top, músicas legais, comida muuuuito boa, chopp sempre gelado. Problema: achar mesa. Ou chega cedo, ou tem que esperar na fila de espera, o que pode ser beeem demorado. Tirando isso, eh um lugar muuuito bom...Mais",17 de julho de 2016,bubble_50
675,Ótimo local,"Outback já é conhecido. A comida não muda, já que é uma rede tradicional. Vou falar do local. Em Brasília tem vários Outback. Este está no Park Shopping. É o maior shopping de Brasília e, sem dúvida, um dos melhores. Ótimas opções de loja. Mas...Mais",16 de julho de 2016,bubble_40
676,Sempre bom,Gostamos muito da costela e das bebidas. Sempre cheio. Precisa ter paciência. Ou ir para o bar. Sobremesa também vale a pena.,15 de julho de 2016,bubble_40
677,Happy Hour de qualidade,"Excelente local para ir com amigos ou com a família. Pratos excelentes e o chopp é servido super gelado. Indico para um final de tarde. Fica lotado no happy hour, notadamente aos fins de semana. Recomendo.",15 de julho de 2016,bubble_40
678,Atendimento impecável,"Ambiente aconchegante, atendimento impecável. Tenho 3 crianças que foram super bem tratadas, garçons atenciosos, e a comida nem precisa comentário, maravilhosa.",15 de julho de 2016,bubble_50
679,Descontraído ,"Descontraído, atendimento bom, as ribs são ótimas! Recomendo, o happy hour, chegue cedo para evitar filas.",14 de julho de 2016,bubble_40
680,A maioria gosta muito,"O Outback é uma casa predominantemente de carnes, tem um cardápio muito variado, os pratos são muito bons, porém, os ingredientes não favorecem muitos os alérgicos de plantão. Eu não posso com pimenta e leite, daí, fica extremamente difícil achar algo para comer, pois quando...Mais",14 de julho de 2016,bubble_50
681,Sempre no padrão ,"Parece um fast food ou parece um restaurante? Não sei! Só sei que ele sempre atende minha necessidades de um rango bom. Sempre! Outback não erra. 

Pedi um filé mignon e o garçom foi brother e falou que era pequeno. Daí pedi um steak. Maravilha!...Mais",14 de julho de 2016,bubble_40
682,Delicioso!,"O Outback sempre é uma boa pedida!
Ambiente descolado, animado, confortável e com um ótimo cardápio! A Caesar Salad e a Ribs com barbecue são sempre bem vindos!",14 de julho de 2016,bubble_50
683,Aconchegantemente gringo...,"Restaurante muito bacana, lugar para ir com amigos e família. Tipicamente americano, com comida boa e farta, chás gelados em refil e cervejas no ponto. Vale o happy hours ou jantar.",13 de julho de 2016,bubble_40
684,Cozinha australiana,"Essa franquia de comida australians possue várias lojas em Brasília, e todas com excelente qualidade, e a melhor cebola , deliciosa. A comida é apimentada, mas muito boa.",13 de julho de 2016,bubble_40
685,Lugar para encontrar os amigos!,"O restaurante é ótimo, e o preço condiz com a qualidade da comida. É um lugar incrível para confraternizar com os amigos. Está sempre cheio, então é bom chegar cedo, principalmente se a intenção for curtir a Bilabong hour (happy hour do outback).",13 de julho de 2016,bubble_30
686,Meu lugar favorito,"Outback é com certeza o meu restaurante favorito, adoramos os aperitivos, a costelinha de porco, e nem falar das sobremesas.",13 de julho de 2016,bubble_50
687,Delicioso,Comemos a famosa costela ao molho barbecue.. Demais!!! Dá até água na boca. Aquela cebola deles não tem igual.,12 de julho de 2016,bubble_50
688,Almoço Diferenciado,"Na minha volta para casa, como tinha tempo ate o horário do voo, fui para o shopping e resolvi diferenciar o meu almoço e o local certo é esse tudo perfeito, ótimo atendimento.",12 de julho de 2016,bubble_40
689,Maravilhosa,"Restaurante incrível com uma ótimo habiente,atendimento muito satisfatório,comida maravilhosa e preço agradável coincide com as incríveis características desse restaurante",12 de julho de 2016,bubble_50
690,Sou fanática,"Eu sou fanática pelo ambiente intimista, pelo chopp naquela caneca congelada, pelos bons pratos servidos e pelo atendimento moderno e gentil de toda a equipe.",12 de julho de 2016,bubble_50
691,Agradável ,"Localizado no Parkshopping, no almoço de domingo a espera foi pequena. Estilo característico, com ambiente sempre em iluminação artificial, quase uma penumbra. Comida muito boa com preços  razoáveis. Bom atendimento. Não tem Wifi. Abraccio recém instalado em frente.",11 de julho de 2016,bubble_30
692,Ótimo para reunir os amigos,"Sempre comemoro aniversário de amigos no Outback, tanto pela comida e ambiente, quanto pelo excelente atendimento do local.",11 de julho de 2016,bubble_50
693,Inconstante,"Restaurante americano para carnes. Atendimento inconstante, alguns dias é muito bom, em outros é preciso pedir aos céus ajuda para ser ouvido e que seu pedido chegue decentemente arrumado no prato.
O tamanho das porções e os acompanhamentos também mudam de acordo com o humor...Mais",11 de julho de 2016,bubble_30
694,Muito bom!,"Uma ótima opção para ir com o namorado, ambiente aconchegante, atendimento solícito e comidas deliciosas! Mas o ideal é chegar cedo, por volta das 18:00, para não correr o risco de ter que aguardar muito tempo até conseguir uma mesa. Recomendo de aperitivo as coxinhas...Mais",11 de julho de 2016,bubble_50
695,Comida australiana e chopp super gelado,"Adoro ir ao Outback para almoçar. 
O pão  australiano é simplesmente delicioso e a cebola, apesar de nada light, é imperdível.
Os pratos principais incluem suculentas carnes, massas saborosas e hambúrgueres muito bons.",10 de julho de 2016,bubble_40
696,Sempre muito bom,"Com certeza dos restaurantes de rede esse é um dos melhores restaurantes. Comida sempre bem temperada, restaurante agradável. Meu preferido e esse de Brasília é muito bom.",10 de julho de 2016,bubble_50
697,Embasbacado com tamanha falta de respeito,"Sou cliente do Outback a muitos anos e não é de agora que percebo que a qualidade da franquia está cada vez mais baixa. Na data de ontem, dia 07/06/2016 fui a unidade do Venancio em Brasilia. Chegamos as 18h para pedir uma mesa para...Mais",8 de julho de 2016,bubble_10
698,Inesquecível ,Ótima refeição para se fazer com amigos. Carne de excelente qualidade e muito suculenta. Lugar super agradável.,8 de julho de 2016,bubble_50
699,Voltaremos ,"Fomos comemorar o aniversário de uma amigas, tudo maravilhoso.... Não lembro o nome do garçon, mais uma pessoa muito simpática. Só a comida que demorou um pouco, mais isso foi apenas um detalhe. Voltaremos com certeza.",7 de julho de 2016,bubble_50
700,Visita para jantar ,"Gostei bastante do atendimento, a comida é ótima, e as caipiroskas estavam sensacionais! Fiz um pedido especial para uma caipiroskas e o Bartender do local fez questão de anotar o meu pedido e elaborar o drink! Um ótimo ambiente para ir com os amigos, com...Mais",6 de julho de 2016,bubble_50
701,Descontração! ,"Excelente atendimento! Cardápio muito variado! Ótimos drinks! Perfeito para qualquer ocasião, em família, com amigos, ou sozinho.",6 de julho de 2016,bubble_50
702,"Atendimento ""outback""","Sou frequentadora assídua do estabelecimento, o hambúrguer é pra quem realmente está com muita fome, muito bem servido. Experimente o acompanhamento mashed potato, o melhor purê de batata que já comi. O molho ranch também é bem gostoso. Atendimento excelente, como sempre.",2 de julho de 2016,bubble_50
703,"Se conseguir mesa, parabéns!","Uma hora e quarenta minutos, e ainda 14 mesas na frente. Nunca mais voltarei se for pra ficar em fila de espera. Ainda tentam tapear o cliente oferecendo o cardápio ali na fila, vc de pé. Total desconforto.",2 de julho de 2016,bubble_10
704,Outback fortaleza,"Muito bom porém a comida é muito gordurosa o que faz perder um pouco da qualidade da experiência.
         Achei o ambiente um pouco deixado porém bonito, pois nele temos um estilo bem americano com detalhes de madeira e rústico porém não conseguimos ver o lado...Mais",2 de julho de 2016,bubble_40
705,Lunch time,"Fui no almoço e optei pelo cardápio de almoço. Pedi de entrada uma sopa de cebola e estava deliciosa e também um chá gelado de cranberry. Depois chegou o prato principal que foi um clássico, o Junior Ribs com batatas fritas.  Delicioso! A costela acabou,...Mais",2 de julho de 2016,bubble_50
706,Não me impresionei,"Um bom lugar, atendimento deixa a desejar e demora muito para a comida chegar , a comida é boa mas não vale o preço . O chopp é bem gelado .",1 de julho de 2016,bubble_30
707,"Agradável, mas a bebida demorou","A costelinha estava gostosa como sempre, mas as bebidas, principalmente os chopps, demoraram demais a serem servidos.",1 de julho de 2016,bubble_40
708,Gostamos muito ,"Atendimento excelente e a comida melhor ainda,sempre que viajamos é quase que obrigatório juntarmos no outback, meu filho é apaixonado pela cebola de lá.",1 de julho de 2016,bubble_50
709,Chopp gelado,"Ótimo  chopp,  bem geladinho...
Ambiente tematizado estilo americano..
Dependendo da entrada serve Até pessoas...

Os pratos principais são beeemmm grandes...principalmente  se vc já tiver comido a entrada... sugiro dividir  pra 2 pessoas...

As carnes são de cortes,  sabores e preços especiais....",30 de junho de 2016,bubble_40
710,Batata top,Já foi sensacional. Mas agora está impossível com as imensas filas de espera. Não recomendo mais. ☹️ Porém se você for. Pegue a batata.,30 de junho de 2016,bubble_30
711,Demora mas vale a pena,"Ambiente muito bom, garçons atenciosos. Espera-se mais de uma hora na fila, mas vale muito a pena pela comida. Simplesmente delicioso.",30 de junho de 2016,bubble_40
712,Ótimo lugar,"Restaurante excelente, ótimas comidas, ótimos garçons, estão de parabéns... Sempre que vou lá é bem cheio, fico bastante tempo na fila esperando vagar alguma mesa, mas vale muito a pena.",29 de junho de 2016,bubble_50
713,Péssimo atendimento! ,"Já fui no outback do parkshopping algumas vezes e o atendimento vai de mal a pior. Muita demora para liberarem as mesas, demora para trazer os pratos, falta de cuidado no preparo dos pratos, etc. Como está sempre cheio eles não fazem questão de atender...Mais",29 de junho de 2016,bubble_20
714,Fila e demora,"Tem tudo que qualquer Outback tem, inclusive bom atendimento. Mas acho o espaço pequeno, o banheiro é minúsculo e não há manutenção da limpeza. Prefiro a unidade do Pier 21.",29 de junho de 2016,bubble_50
715,Chopp gelado,O Outback steakhouse é sempre uma ótima opção pra tomar um chopp bem gelado. A caneca vem trincando. A comida tbm vale a pena.,28 de junho de 2016,bubble_40
716,Otima comida!,"Excelente opção para ir com crianças, com amigos ou em casal. A comida é uma delícia, o atendimento rápido,  e às vezes tb happy hour com dose dupla. O unico ponto negativo são as filas de espera nos horários de maior movimento. Chegue cedo, ou...Mais",28 de junho de 2016,bubble_40
717,Escuro,"A comida acho muito boa, já comi todas as opções do cardápio! O preço é muito bom, o chopp é ótimo. Para mim o que pode melhorar é a iluminação, acho muito escuro para um restaurante eclético de público!",28 de junho de 2016,bubble_30
718,Estilo e qualidade !!,Ambiente limpo e com estilo !!! Pratos fartos e bem elaborados. Garçons animados e sorridentes. Uma ótima opção tanto para almoço quanto no jantar !!!,28 de junho de 2016,bubble_40
719,Comida gostosa,"As vezes fica bem cheio o local, prejudicando o atendimento e dependendo do horário não recomendamos levar criança.",28 de junho de 2016,bubble_30
720,Lugar fantástico,"Local com obras que falam da história de JK, da fundação de Brasília. Enfim, uma variedade de documentos que contam a história e a vida do presidente Juscelino Kubitschek. Vale a pena conferir.",27 de junho de 2016,bubble_50
721,Você falou OUTBACK?,"Qualidade e ambiente é a tradução dessa rede, razão de sempre estar cheio em qualquer local que abre.
Em Brasília pode abrir pelo menos mais três que ainda é pouco. Um no Lago Sul está atrasado de ter...
Carnes com cortes exclusivos. Chopp maravilhoso... Tudo...Mais",27 de junho de 2016,bubble_50
722,"Eu gosto, mas...","Outback é sempre bom, com todo o seu cardápio super interessante e o atendimento fora de série, mas, tem que se humilhar para entrar, sempre com filas de esperas enormes, com mais de 20 mesas a frente, eu nunca espero, não sei como tem gente...Mais",27 de junho de 2016,bubble_40
723,"Boa comida e ambiente, mas vive cheio","Com certeza é um dos lugares que frequento constantemente. A comida é excelente e o atendimento é impecável. Meu prato preferido é a costelinha de porco... a carne vem praticamente solta do osso, uma delícia! Porém a dica é chegar cedo ou então ter paciência...Mais",27 de junho de 2016,bubble_40
724,Vale a pena,Estacionamento amplo e com segurança. Atendimento excelente enquanto esperávamos por uma mesa; depois perdeu qualidade. Comida perfeita e drinques espetacularmente bem executados. Destaque para o Blood Mary e para o Sex pm tur Beach. Chopp bem gelado. Ambiente barulhento. Valor justo.,26 de junho de 2016,bubble_40
725,Rwcomendo,"Lugar bacana e aconchegante com chope gelado e comida boa, atendimento bom.
Gostoso para bater um papo com amigos ou almoçar com a família, recomendo.",25 de junho de 2016,bubble_40
726,Melhor costela,"O atendimento é excelente , o ambiente agradável e a comida saborosa . Principalmente a costela e a cebola .",24 de junho de 2016,bubble_50
727,Ir com tempo,"Tive que esperar em todas as vezes que fui em média 1 hora para conseguir uma mesa. Muito difícil encontrar uma vaga no estacionamento gratuito (no Park Shopping). O atendimento é ótimo e os garçons são super atenciosos , a comida deliciosa. Os preços são...Mais",24 de junho de 2016,bubble_40
728,EXCELENTE,"O ambiente é intimista, mas o clima é super animado. o atendimento é simpático  e alegre, a comida é MARAVILHOSA! Mas vá preparado, pois por ser muito cheio a fila de espera é quase sempre bem demorada, e os pratos não são muito baratos, a...Mais",24 de junho de 2016,bubble_40
729,Super recomendado. Meu restaurante preferido,"Sempre que vou a um lugar que há um Outback, não perco a oportunidade. Desde o atendimento, até o sabor dos pratos, não deixa nunca a desejar. Vá em casal, família, amigos, não importa, sempre será uma ótima pedida. Os garçons sempre fazem valer os...Mais",23 de junho de 2016,bubble_50
730,Excelente restaurante para happy hour,"Das 17 as 20 horas, aquele horário que você sai do trabalho e quer dar uma relaxada, você pode tomar o melhor choop do Brasil por menos de R$ 5,00. Alem do ambiente agradabilíssimo e comida de primeira.",23 de junho de 2016,bubble_50
731,O melhor Outback de Brasilia,"A unidade do Parkshoping foi a primeira dessa rede de comida australiana em Brasília e na minha opinião continua sendo a melhor delas. Para quem não conhece, recomendo ir na hora do happy hour das 18:00h as 20:00 nos dias de semana para apreciar uma...Mais",22 de junho de 2016,bubble_40
732,Nunca me arrependo,"Comida diferente e maravilhosa. Ambiente sempre agradável e um clima de amigos, diversão e descontração. Indico desde o pãozinho incial até o drink mais requintado... vale mto",22 de junho de 2016,bubble_50
733,Excelente,"Comida excelente, atendimento muito bom, chopp bem gelado e pratos excelentes só demora um pouco pra entrar",22 de junho de 2016,bubble_50
734,Boa comida,"Deixa um pouco a desejar, na qualidade do atendimento.Boa gastronomia!Comida bastante apetitosa.Ambiente bonito e acochegante!!",22 de junho de 2016,bubble_30
735,Domingo depois do cinema,"Domingo, assisti um filme no Parkshopping e depois resolvi passar no restaurante por volta das 18:30 h e ainda estava muito cheio. Primeiramente tentaram empurrar a varanda externa num final de tarde frio. 
Não aceitei, pois estava com filho e esposa. 
Depois, consegui uma mesa...Mais",21 de junho de 2016,bubble_30
736,Ótimo local,"Lugar bastante agradável, comida boa e requintada, o atendimento é muito bom. O ponto negativo é que é sempre cheio.",20 de junho de 2016,bubble_50
737,Dia dos Namorados,"A última vez que fui no Outback foi no Dia dos Namorados e, em relação ao atendimento, ambiente e comida, sem dúvida é um dos melhores de Brasília. No entanto, não aconselho ir em datas comemorativas pois o local e muito cheio e, como não...Mais",20 de junho de 2016,bubble_40
738,Péssimo atendimento ,"O atendimento do Outback caiu demais!! Parece que faltam garçons para a demanda de clientes!! Tudo demora. A mesa, o garçom para anotar o pedido, o pedido, a conta enfim. Muita paciência!",19 de junho de 2016,bubble_20
739,Bom para Happy hour,Muito bom para Happy hour com os amigos o programa em casa. Recomendo apenas um pouco de paciência com a fila,16 de junho de 2016,bubble_50
740,"Muito bom,lugar excelente!","É um local muito bom, o happy hour é ótimo, chop sempre muito gelado e o atendimento é de ótima qualidade. Tive um pequeno problema, mas logo foi resolvido e ainda ganhei  brindes na casa pelo ocorrido. Vou sempre com meu marido, pelo menos umas...Mais",16 de junho de 2016,bubble_50
741,Costelinha irresistível,A costelinha baby back ribs é uma delícia acompanhada da batata assada e do pão australiano de entrada.,16 de junho de 2016,bubble_50
742,Happy hour,"Local agradável para se curtir um happy hour com os amigos. Oferece uma costela  com barbecue maravilhosa,  chopp gelado, e para quem é amante de chás e refrigerante tem o sistema de refiz, onde vc paga um valor é pode repetir as bebidas qts vezes...Mais",16 de junho de 2016,bubble_50
743,Ótimo,"Conheço o Outback há 10 anos, e o tempo passa e a qualidade só melhora! Ótima refeição e ótimo ambiente",16 de junho de 2016,bubble_50
744,Happy hour,"O outback é ótimo no happy hour, mas tem que chegar cedo senão pega uma fila de espera infinita! Difícil não aproveitar os drinks pela metade do preço no horário do happy... e o cardápio diferenciado tb. Ah, uma dica: peça a nota fiscal! O...Mais",15 de junho de 2016,bubble_40
745,Já vimos dias melhores,"Almoço com carne sem gosto, salada com as folhas velhas e murchas e só salvou o atendimento do garçom e do gerente, que foram muito gentis.
Tentamos tomar meia garrafa de vinho, que estão no cardápio e não havia nenhum exemplar. Tomamos uma taça de...Mais",15 de junho de 2016,bubble_30
746,Sempre uma boa pedida,"O Outback é um restaurante que apresenta uma grande consistência e regularidade nos seus produtos e serviços. Sempre vai ter fila, mas também sempre o chopp está gelado. As carnes no ponto e o atendimento sempre é excelente.",15 de junho de 2016,bubble_40
747,Fantastico,"O restaurante é maravilhoso, super aconchegante, atendimento top e a comida sensacional. A costelinha de porco é a mais gostosa que já comi na vida. O ideal é pedir o prato grande pois a diferença de preço do individual é muito pequeno. A cebola também...Mais",14 de junho de 2016,bubble_50
748,Costela.,"Costela é a especialidade da casa, definitivamente a melhor. Atendimento espetacular, nem parece que está em Brasília.
Ambiente excelente, agradavel, rústico, amplo e bonito.
O preço é um pouco salgado, gasta-se pelo menos R$100 + 10% em entrada + prato principal + Bebida para duas...Mais",14 de junho de 2016,bubble_40
749,Churrasco,"A costela mais gostosa que comi na minha vida, ótimo espaço e instalações, o molho é uma atração a parte.",14 de junho de 2016,bubble_40
750,Ótimo Lugar,"Local muito agradável para uma boa diversão, os garçons são muito atenciosos e prestativos. Não há muita diferença para os restaurantes outback´s dos Estados Unidos.",12 de junho de 2016,bubble_50
