SuggestionDate,SuggestionText,CharCount,SuggestionCategory,Upvotes,ReportedToDevs
4/16/2022,"I Was Thinking, An Option For A World In Custom Settings Could Be Earning Weapons! Example: Kill 4 Spiders (Any Kind) Unlocks Spider Shoulder Guard Example 2: Survive 30 Seconds Next To Pog Unlocks Bubble Helmet. (REMEMBER: This Would Be An Optional Feature, Not A Permanent Thing For All Worlds)",296,Feature,5,FALSE
4/16/2022,egg,3,Joke,14,FALSE
4/16/2022,"Quality of life improvement: Adding option to deposit inventory items into nearby chests that have those same items, and set certain inventory items as ""favorite"" so they aren't affected by this action. Terraria is using this system and its a bliss.",249,Feature,13,FALSE
4/16/2022,"Suggestion: Alert Whenever food rots, you get a notification, I believe this should also give you a notification whenever something finishes cooking, dries up on the jerky rack, or finishes on the spinning wheel, maybe this feature would be added as a feature for free, or you might be able to buy it from BURG.L",312,Feature,20,FALSE
4/16/2022,"So, I was thinking, Cockroach and Silverfish are both suggested, and if they were added, they would be around the same area, for being light sensitive Insects. And as we never had an Armor that directly requires parts from two bugs, i introduce: the Pest Armor. one made from Silverfish and Cockroach, harder to get, but really good in return. It could be about the defnse of the ladybug armor, but light armor in exchange so you could choose your playstyle between being bulky (Roly Poly Armor) or attaking faster but being weaker (Pest Armor). the crafting could look like this: 4 Cockroach parts 2 Silverfish plating (rarer than parts) 3 lint rope but I'll leave it to the devs if this suggestion ever reaches Gold, and they decide to implement it (which they won't)",769,Item,13,FALSE
4/17/2022,"I know a lot of people have issues with storage. What about making the Hot-Bar its own Storage space. I hate how my weapons keep getting jumbled around in the item bag. Additionally, the item bag is 10 spaces wide. We have 10 numbers on the keyboard, it would be nice to have 10 spaces on the Hot Bar. In the Item Screen we also have a blank space below the current Items spaces. Maybe give Berg.L a recipe to upgrade the bag. Since its something we all could greatly use. Maybe give it some sort of Bug Parts to make it bigger. Maybe build a Quiver, expandable Quivers. Each Quiver can hold 1 type of Arrow. Still be able to hold stack of arrows. Maybe limit a Quiver to 100 Arrows. How about a Food Bag, so the Hot-Bar can pull from the Food Bag. Can't put raw meat in food bag. Maybe do something with the CatTails in the water. Those could be used as insulation for an Armor to a cold environment.",901,Tweak,12,FALSE
4/17/2022,Infected wolf spider Either Nerf the infected wolf spider or give us something that can Block the explosion from it as far as I consider it is the strongest bug in the game,172,Tweak,11,FALSE
4/17/2022,"So I think a cave area would be cool. This area would be next to the shed in a pile of rocks and other types of stones. The tunnels would be mostly pitch black requiring a torch or helmet to see. Inside the enemies would be: Wolf spiders, centipedes/millipedes (this could be a possible boss), Silverfish have already been suggested and they could be a cool addition, fungus growths that explode, worms, crickets, infected worms. Items could be centipede/millipede armor, silverfish spear, a mutation that lets you see in the dark, cricket sword. Other things could go along with this update that I didn't think of.",615,Feature,9,FALSE
4/17/2022,"Mega milk molar upgrade that allows you to hold multiple gliders, maybe max is holding five. Would mean you dont have to get a new one every 5 minutes and allows you to go to places that arent near dandelions and not have to worry about using it",245,Feature,17,FALSE
4/17/2022,"Idea: Salty Stiffness A new mutation with 2 tiers, it would be obtained by consume salt shards. When consuming salt shards, you would get the pinch effect but also get a 1.2x speed buff for 10 seconds. The tier 1 mutation would grant 30% less acid damage (from bombardiers and termites), and it would also grant 15% damage protection from venom. The tier 2 mutation would grant 50% less acid damage and 30% less poison damage. Thank you for listening",450,Feature,31,FALSE
4/17/2022,"Early game weapon diversity: Early game weapons are pretty simple You use a spear, a club, a rotten weapon if you've memorized where they're at, and maybe, if you're lucky, a shield And don't get me wrong, I'm perfectly ok with early game weapons being simple But it just feels unfinished when you compare them to late game ones Here's some new entirely sprig/pebblet based weapon concepts: (I will add some sketches of the weapons/""weapons"" soon) Sprig warclub: A thousand pebblet shards forced into a tiny spriglet, a very capable weapon but as fragile as can be Uses the same attack speed/animation as the salt morning star Poor durability It's a one handed club Pebblet MK2: Others may think this weapon to be impractical but you see otherwise, this pebblet, modified with sap and thistle... is marginally more effective. Sticks to surfaces when thrown (like axes) Inflicts the bleed effect for dot completely useless Pebblet pike: Crafted from more sprigs than you can count, this several cm weapon can easily impale prey from distances but takes millennia to thrust Very slow (about 1•5 seconds per hit) Very high attack range Very stupid model Very big pebblet at the end of the pike",1190,Item,18,FALSE
4/17/2022,Ability to use milk molars to upgrade movement speed.,53,Feature,41,TRUE
4/17/2022,"i was eating mushrooms when i thought of an idea for the game mushroom leather mushroom leather would be a tier 1 leather crafted from either 5 mushrooms, 2 mushroom chunks or 1 toadstool chunk it would have this description ""a tough piece of dried mushroom skin made from the mushrooms in the backyard"" i thought this would make sense as there is only a tier 2 and 3 leather while there is 3 tiers of rope uses mushroom leather would be a not very used item as berry leather would be more useful i do suppose that you could use mushroom leather in the recepie of the lure trap to make it lure more weavils this means plant slurry could be added too mostly this would make decoration items like a mushroom lamp a toad stool (pun not intentional) a mushroom table a mushroom shelf and a mushroom hat mushroom shelf? the mushroom shelf is a more compact way of holding armour while still making it look cool. this shelf would require 2 bee stingers 2 silk rope 4 mushroom leather and 4 splinters. the shelf would hang on a wall with the bee stingers in a hook shape to hold 2 sets of armour. if these are put together we can make a makeshift wordrobe mushroom hat? the mushroom hat is what you think its just a hat that looks like a mushroom it also has some cool perks the mushroom hat grants no defence but it will attract weavils and make you jump twice as high. as you would expect the hat can spoil slowly losing its perks until it becomes a single rotten food (would be an expensive but reliable way to farm rotten food) the mushroom hat requires 5 mushroom leather 4 crude rope 3 clovers(for the inside of the hat) and 6 sap (to glue the clovers into the hat)",1664,Item,15,FALSE
4/18/2022,"We can have more than 1 spawn It's annoying to go on a trip far away from your base, die and have to travel back to your stuff If we can have 2 or more spawn point we could create one shelter in mid-trip to respawn closer In addition we could create more bases on every corner/ interesting places of the backyard.",313,Feature,21,FALSE
4/18/2022,A Suggestion For The Discord Server: Add A Pog Cultist Role For Us Pog Cultists! It Would Leave A Legacy In The Community For Us Pog Cultists! Even If The Thread Gets Archived (Which It Never Will!),198,Discord,9,FALSE
4/18/2022,"Roasting Spit + ------------------ This would be an upgrade to the roasting spit but not in the way you'd think. Instead of just increasing speed of cooking it opens up three new paths for your food to go making four in total. The Paths: These paths would have different effects on your food. There is Crispy, Soft, Wet and Normal. The Crispy, Soft and Wet paths take longer to cook but give a bonus. Crispy: Takes the longest to cook for the nice crispy effect. The effect it gives is a speed boost to the players speed but it activates if the player blocks for 3 seconds and lasts about 4. When a crispy food is eaten it takes away a little water but nothing too much. Soft: Soft foods take the shortest time to make. The effect it gives is it slows down your Hunger and thirst depletion. It doesn't stop it completely but slows them down noticeably. This also gives a bit of health and automatically brings your stamina to full instantly. Wet: This status effect makes it so that you not only get food but also water from eating. It also makes it so you have an easier time swinging increasing your attack speed noticeably. I feel this will bring more attention to roasting spits in the later game.",1201,Feature,23,FALSE
4/18/2022,"Suggestion: The hotkey in the ammo radial for each ammo/arrow type should not change when new arrows are looted/added to inventory. One way to solve this: The ammo radial hotkeys should be assignable for a specific arrow type (and assignments should not change when arrows run out or are looted). Background: Currently, if you assign an arrow to a hotkey on the ammo radial, it gets ""bumped"" to the next number when a new arrow is added to inventory. This is very frustrating as it's confusing to know (quickly and consistently) which hotkey needs to be pressed to load a specific arrow. In practice, it can lead to unintentionally firing ""consumable"" arrows (gas, mint, etc.) thereby wasting them. Example: I have gas arrows on ammo radial hotkey 1 and feather arrows assigned to 2. I fire a gas arrow, then loot the remaining thistle arrow. Now, the ""new"" thistle arrow is 1, and gas arrows and feather arrows get ""bumped"" to hotkeys 2 and 3 (from 1 and 2), respectively. The converse of this example is also frustrating, when after I've ""learned"" the new hotkey numbers, I run out of thistle arrow at 1, then go to load in a gas arrow at its ""new"" hotkey 2 only to find that they no longer exist at 2 because everything has ""bumped"" back down in number.",1256,Feature,4,FALSE
4/18/2022,"Farm A relatively small farm area in the garden where you can find vegetables as a source of food and weed stem, rotten vegetable chunks you can grow mushrooms with and crickets. Crickets will attack you but their health and damage is low, but they can fly in short distances and they live and attack in large groups. You can cook their legs and make shears out of their mandibles which would cut grass and weed easily.",419,Feature,11,FALSE
4/19/2022,Suggestion: Allow pets to be placed on your character's back/shoulder so you can carry them around with you as you explore the backyard! Background: I find it impractical and unfun to try to get a pet to follow me around the backyard as I go on adventures. They don't path well and frequently get stuck on terrain and left way behind... And wouldn't it be so cool to have a little aphid jumping on your shoulder in fright as you slay a wolf spider? Or a weevil slung around your shoulders like a secondary backpack?,515,Feature,39,TRUE
4/19/2022,"remove willow, replace with pete 2",34,Joke,11,FALSE
4/19/2022,"Idea: Decorations I finally fixed it after 3 times, anyway, these are a few decorations i thought of Gnat house a house that when you sleep in a lean-to, it has a 1/3 chance to give either pollen or gnat fuzz, when you sleep in a proper bed is has a 2/3 chance, it would be like a pet house Recipe: 1x crow feather, 2x mushroom bricks, 2x gnat fuzz. Welcome mat A black mat with a red WELCOME sign on it, whenever you walk on top of it you can a 2x speed boost for 1 second Recipe: 5x mite fuzz 3x lint rope Tabletop candle A small candle for tables, whenever a bed is placed near it increase the health gained from sleeping, the max candles is 2 Recipe: 3x pollen, 1x silk rope Crow Model A 1.5 walls tall, 1 floor long model of the crow, it is a replica of the crow in the yard, but smaller recipe: 30x crow feather, 10x bee fuzz, 6x acorn shells fish model A 2x1 floor long, 1 wall tall model of the koi fish, it is a replica of the fish in the pond but smaller recipe: 20x koi fish, 10x sunken bones 10x bee fuzz I think these would be quite fun to have and mess around with. Thanks for listening!",1101,Item,17,FALSE
4/19/2022,"Bring the Snails into the backyard with the good ideas I have for them! Snails are a new creature that is moderately larger than the player, and it's almost the same size as a roly poly. Passive abilities: Ranged Resistance: 85% Poison Resistance: 100% (Immune) Leaves a trail of goo that slows down any entities that wall over it by 50% Snail Stats: Health Bars: 8 Speed: Sluggish Damage: Medium Aggression: Neutral Information: A slow but friendly Snail that roams around the backyard and can attack the player when threatened. They are not a good opponent to go against for beggining and mid game terms of combat. Attacks/Powers: Attack: The Snail attacks forward by headbutting forward dealing a considerate amount of damage to the player. Attack: The Snail gets into it's shell causing it to become completely invincible for a short time and roll forward charging at the player similar to the roly poly. Power: When the Snail reaches 50% of it's health, it will hide in it's shell and stay there to heal up 20% of it's health and it's defence is increased by 30% for the rest of the battle. Strengths: -50~80% Damage Projectiles Explosives Spicy Weaknesses: +20% Damage Slashing Salt Fresh",1194,Feature,30,FALSE
4/19/2022,Infacted bees along with an Infacted beehive. Maybe a burgl chip in the middle of the bee hive.,95,Feature,7,FALSE
4/19/2022,"Suggestion: A Nod To The Pog Cultists In Game, Like A Hooded Figure Action Figure At The Bottom Of The Pond Where A Backpack Of 2 Koi Scales Can Be Found, The Landmark Could Be Called, The Hooded Cultist Action Figure",217,Joke,5,FALSE
4/19/2022,"Stuffed Pog fish: (I feel that it's important to say, I am NOT suggesting the ability to kill the koi) 20 koi scales 10 bee fuzz Not to fear, this hulking giant's days of eating your friends are long gone (subtle hl2 ep2 reference) and is instead serving as a beautiful decoration worthy of flattening any trophy closest with it's weight",337,Item,7,FALSE
4/19/2022,Idea: Decorations (but there is more and I don't accidently press enter),72,Joke,4,FALSE
4/19/2022,the abillity to dual weilding one handed weapons,48,Feature,18,FALSE
4/19/2022,"the ""beefy"" mutation you get from eating muscle sprouts. phase one: eat 10 phase two: eat 20 ""the Pain of your Muscles stretching and aching, once made you cry in Pain. now, where this pain is a permanent companion, you got used to it and started ignoring it"" it would give you small amount of damage reduction, about 10% at phase 2, but the main thing is, bugs can't knock you down with their strong attacks anymore.",417,Feature,21,FALSE
4/19/2022,I think you should add an over ear mutation where if you eat when your at full hunger you would acquire the mutation and the mutation would make you have more health but would also make the character slow,204,Feature,3,FALSE
4/19/2022,"infected ants, infected bees",28,Feature,9,FALSE
4/19/2022,"i'm not sure if this has already been suggested, but the option to pin items in your inventory so that they don't shuffle around when you pick up your death bags and it's easier to stay organized. additionally (i know this part has been suggested) The ability to deposit you entire inventory into a chest, except for those pinned items and your equipped/hotbar",360,Feature,12,FALSE
4/20/2022,"Suggestion: Firefly Spotlights. Yes, we can use mannequins to achieve this effect, but a more intended version would allow players to move the light at will and light up a larger area. Yes, this has been suggested once before and it's gone gold, but now we can see if players still want it.",290,Item,42,TRUE
4/20/2022,"Rename the oak lab tayzt: I don't really think this is that big a change tbh, it would be cool tho As a very large majority of you will know, they tayzt in the oak lab is kinda considered the first mini-miniboss seeing as he's the only onea in his lab and really powerful for newer players. What I was thinking, was to give him a unique name and model. Head of the janitorial team: Stats: literally the exact same as a tayzt, all that changes is the name and model Model: he's just a tayzt but with the same hat as the assistant manager Social life: lacking Job status: unpaid It would also explain why he's so angry (if the devs want, they could even make burgl say that janitorial team man was the one who made the tayzts hostile although this is a bit if a stretch and not actually what I'm suggesting)",805,Tweak,13,FALSE
4/20/2022,"Fellow community comrades... how about a 2nd giant cave system from the abomination cave (dig through alot of clay for the connection) all the way to the front right porch of the shed. Possibly a link base to unlock the wall base, the 2 locked pond doors, and possible whatever new base they plane to put in the under construction area. Since its wet cave system and shady porch... Hammer Head worms for the new boss!!!",419,Feature,15,FALSE
4/20/2022,"Can you rename the Broodmother research notes to ARACHNE Project Notes, and maybe add an little sentence at the end of Trial 28, saying that the Project ARACHNE was a sucess, this wouldn't have a big impact on Gameplay, but it would be a reference to Greek Mythology, where Arachne was the First Spider, and the Mother of all Spiders. Also, it would have a big Impact on Lore, and help Implement the Broodmother More. What does ARACHNE stand for? who told Wendell to research on the Broodmother? Why do they research on her? open Questions that will keep the theorists busy.",574,Tweak,19,FALSE
4/20/2022,https://forums.obsidian.net/topic/127749-voice-actor-request/,61,Feature,2,FALSE
4/20/2022,"ACCESSORY SLOT This game has to be the best game ever in my opinion and to add to the RPG Dungeon Survival Feel would to make buff accessories, like wearable mutations. There should be ONLY BE ONE of these accessories hidden around the map that can equipped in the new accessory slot, that give off a certain buff when worn. They could be seen on the player too so the teens look different wearing them. How an active accessory slot do would is like any other RPG, those pendants and rings that give off a specific buff that take up a slot can work in this game. Like for an example, • Rare Weevil Nose ( When equipped with a Weevil Nose will give a boost in Gas Resistance • The Fang of a Larva ( Will increase attacking speed by 5%) • The Shell of a Ladybug (Increases defense by 5%) • The leg of a Orb Weaver (Increases running speed by 10%) This can be changed and altered but just an idea to add accessories would add more diversity in class builds",953,Feature,32,FALSE
4/20/2022,"The devil's coach horse could be a hostile creature found in rocky areas. The devil's coach horse will dig up grubs to feed on and leave behind a bit of grub leather while eating everything else. The devil's coach horse drops its mandibles and parts upon death, where they are used to create weapons and the like as rove beetles are poisonous and can not be eaten. The devil's coach horse's parts could be used to create tracking arrows. Tracking arrows don't drop off as soon as standard arrows (around seven times longer) and display a crosshair icon whenever it lands on an insect. The crosshair icon can be tracked on the map and can also be seen otherwise, that will look like the icon of a trail marker but will move with the insect it lands on. Once dropped off, the arrow's icon will not show up anymore. If a devils coach horse figs up a grub, however, the two will engage in combat to where the coach horse usually leaves victorious. The devil's coach horse will also drop its tail. The tail can be used to create a kind of gas grenade that will stun and slow down enemies that go near it.",1099,Feature,15,FALSE
4/20/2022,"I'm too lazy to hunt scarabs, and i rather go exploring, so my Idea are alternate Jewel recipes, which require different materials for each type. With the (hopefully) future introduction of the upper Hedge, we could get 2 new Plants: the Peppermint plant and the Chilli Plant these would act as an replacement to twinkling shells, but at an higher cost. For example, the alternate recipe of an Salt Jewel could look like this: 7 Salt Shards 2 Himalayan Salt Crystals (obtained from rare Pink Salt Clusters in the Antlion Burrows or buried treasure) 1 Salt Glob this could make for an alternative for the long scarab hunts which i personally don't enjoy, but even those who do, can make some extra jewels when they have enough of these special materials from exploring and restocking. also this wouldn't eliminate the need of going to the upper yard, because you still need to finish the termite hill to get the recipes",918,Item,12,FALSE
4/21/2022,"Some cool pet ideas: these are suggestions for pets, pet attire, how to tame pets, and pet abilities (some of these may have been suggested before, but without them this suggestion feels kinda empty) 1. Scarab pets Scarab pets would be one of the hardest to tame as they would run away from you when you get near. To tame them you would use Sparkly Slurry, when thrown on the ground it would take 2-4 to tame them. Slurry Recipe: 2xSpicy Shards, 2x Salt Shards, 2x Mint Shards, for 4 slurries. Ability: When at a pet house, it would give you the ""scarab friend"" Side effect, which would buff your speed by 1.2x. 2. Gnat pets Gnat pets would be decently easy to tame if you go to the ones near the mystery machine. To tame them you would use Sticky Slurry, when thrown on the ground it would take 3-5 to tame them. Slurry recipe: 2x pollen, 1x nectar, for 3 slurries. Ability: When at a pet house, it would give you the ""Gnat Friend"" Side effect, which would make you fall at 0.9x speed. 3. Pet Firefly Head Lamp Pet attire for all the pets, it emits a small spotlight just like its human counterpart, but smaller Recipe: 2x Iridescent Scale, 3x Bioluminescent Goop, 1x Berry Leather 4. Pet Koi Scale Helmet Pet attire for all the pets, it doesn't do much, just looks cool. Recipe: 2x Koi fish Scale, 1x Eelgrass Strand, 1x Lilypad Wax, 2x Silk Rope 5. Upgraded Pet House An upgraded version of the pet house, it can hold 2 pets, at 22:00 the pets would head to the hut and cuddle up and sleep, if there is only 1 pet it would just sleep alone, the pet house would now be bigger, have windows and instead of an aphid ontop, there is a scarab.",1641,Feature,49,TRUE
4/21/2022,"Implement females of wolf spider, they usually carry their babies on the back. Could simulate that walking fortress fight. Also could be a mini boss.",149,Feature,49,TRUE
4/21/2022,ive found that most scabs are quite bland and dont look that good so ive come up with some new ideas invasion invasion would be a scab scheme that changes the colours to green and purple which would be a nice colour scheme. it would be found next to the radio thingie on the table near the shed lumber lumber would be a scheme with a nice brown and forest green colour. the name kinda gives away the location which would be at the end of the axe handle midnight midnight is a scab scheme that would be quite special it would be black with anything important being a colour you can customize. this scab would be found under the trex in the water seaside the seaside scab scheme would be a yellow and ocean blue colour and would be found on top of the pond pagota pollen pollen would be a yellow scheme found on a hosta plant dedication dedication would be a light blue colour scab that can be found hidden under a clay node found near the upper yard ascent,955,Feature,21,FALSE
4/21/2022,LET US RIDE ANIMALS I can be the only who hate walking everywhere especially since the map is getting so big so please just let us tame a ladybug then maybe a wolf spider with the mom genes ability which would be so good for transportation and it would make it a lot less boring to travel,288,Feature,15,FALSE
4/21/2022,i think in the pond random resources will spawn at the bottom so there is a point of going down there and weapons that are half broken spawn as well so you don't have to grind for all the resources,197,Tweak,8,FALSE
4/21/2022,Zipline speed can be upgraded by applying Lilypad Wax (to make it slippy!) More wax needed the longer the line. Gives more reason to farm resources at the pond and would be a fun upgrade.,187,Feature,52,TRUE
4/22/2022,"New bug: Stick insect The stick insect would be a stronger bug in the upper yard, it would have the same health as a wolfie, it would be quite thin and hide on grass strands, being hard to notice. Attacks: Stealth pounce: the strongest attack, after going to close to it, it would pounce off the grass then deal a large amount of damage. Attacks: Triple punch: it would stab you twice with its front hands, then bite you, this would do a small bit of damage for each attack. Drops: 1-2x Stick legs 90%, 1x stick head 70% weakness and strengths: weakness: fresh, slashing. Strength: Spicy, Smashing. Stealth suit A new armour set that looks like a green stick bug, the head piece would be a hood with goggles, the chest pieces would be a chest plate with gloves, and the leggings would basically be green pants. Headpiece recipe: 1x stick head, 3x pupa leather Chestpeice recipe: 3x Stick legs, 5x pupa leather Legpiece recipe: 4x stick legs, 2x pupa leather, 3x lint rope individual piece buff: Sneak attack damage buff (whenever a bug doesnt see you hit it, it does a damage buff) Full set buff: Super Stealth (bugs can only see you from 7 cm away, wolf spiders cant do the leg shaky thingy) Weapon: Stickbug Scythe A new slashing weapon, T3, its a stickbug leg with a long, sharp ox horn sticking out damage = 4 bars. Recipe: 1x stick leg, 1x black ox horn, 1x sap. Mutation: Stealthy Stickbugs A new mutation that allows you to be stealthier. Buffs: takes away 2cm of a bugs sight How to get the mutation: Kill a stickbug by sneaking up on it",1545,Feature,32,FALSE
4/22/2022,1-How about a star bright arrow... Splinter arrow cooked in sap.. Topped with Lilly wax... Wic made with woven bee fur! Light the wic with your torche... Shoot the arrow in an object and it super lights an area for a set amount of time... Could be a distraction tool for attacking! Then... 2- firefly eye lens glasses to subdue the brightness to attack! Eyeglass frames made from the legs of the Scarab!,403,Item,10,FALSE
4/22/2022,"Each Ant or Termite Colony would have a queen boss with unique loot along with dropping a lot of Termite/Ant parts and having eggs surrounding them. They would have large health pools with the ants being much more mobile and hazardous on their own than the Termite Queen, but the Termite Queen would be surrounded by its much more deadly subjects. The Termite Queen would have the Largest health pool of any bug we’ve seen so far. I would suggest the Queens as with real ants and termites would come from a female worker, making them respawning bosses.",552,Feature,13,FALSE
4/22/2022,^,1,Non-Suggestion,5,FALSE
4/22/2022,"How about adding different colored Rock Candy to the game for things like stained glass building structures or alternative colored lights, sharp or spiky weapons, elemental-resistant armor or shields based on color, new tasty foods, and possibly a new biome like a (buried) bag of rocky candy, making a crystalline cavern you can explore and mine in, possibly near the trash heap or other areas? It could make the game more colorful and give more overall variety to survival and base building.",493,Item,25,FALSE
4/22/2022,"Black Widows and Tier 3 Daggers The Black Widow has already accidentally been released in spiderling form, so it's likely it will be added in the next update. But, make it have different attacks from the Wolf Spider, but don't make it attack too fast. Maybe make it attack a bit faster with double damage, but as a counter to keep it balanced it shouldn't be able to pounce. The Wolf Spider has a dagger, and there isn't a tier 3 dagger yet, so how about a ""Widow Dagger"" double damage, still inflicts poison, no stun, and slighty faster speed, to make those ""assassins"" in the game have a better chance at lasting in the upper yard. It should be made from 3 Black Widow parts, 5 Black Widow venom, 5 Lint Rope, and 2 Pupa Leather. Thanks for your valuable time, I appreciate it.",779,Feature,44,TRUE
4/22/2022,"Idea: More traps (once again, some of these suggestions may have been suggested but I have changed them in some ways) Some people include myself, believe raids are come soon, so here are some traps i think would be cool. 1.Super Spike trap It would be a rod of mushroom bricks with splinters and burr ontop. Usage: Deals 2 bars of damage. Recipe: 3x Mushrooms bricks, 2x sap, 2x Spiky Burr, 5x splinters. (this would be used for late game raids) 2. Sticky Slime trap This trap would be a 1x1 hollow square of weed stems filled with gum and sap. Usage: Would stick bugs to it for 5 seconds recipe: 4x weed stems, 5x gum nuggets, 5x sap. 3.Swinging log trap This would be 4 weed stems tied together, it would rest in the top corner of a roof, it wil sense whenevr a bug is underneath it and roll down to squash it. Usage: falls down to stun bugs and deal 1 bar of damage, need to be manually reloaded. Recipe: 4x weed stems, 2x crude rope, 3x lint rope, 1x sap (can only be placed on ceilings) 4. Feather fall trap this would be a 1x1 floor piece as tall as a clay foundation, the inside would be once again hollow and you can go in it, the top section would be made of feathers and the walls across the sides would be made of stems Usage: when an entity goes across the feathers break and it falls through the floor. traps can be place inside it Recipe: 5x weed stems, 8x crude rope. (would have to be refilled with 5x crow feather pieces after being used) 5. crossbow turret A turret that looks like a crossbow on a stick. it would be better high up. Usage: you could aim with it and shoot bugs (like when stuck on a trap) Deals 3 bars of damage Recipe: 1x crow crossbow, 3x acorns, 4x clay, 1x sap (has to be manually reloaded, ammo is arrows) Thank you for Listening",1768,Item,24,FALSE
4/22/2022,Suggestion: Make ants aggressive if you steal weevil remains after they've killed it. It would be more realistic for them to get angry at you stealing their food. (Even though they do the same to you.),201,Tweak,34,FALSE
4/22/2022,"This is part 2 to my other suggestion (scroll up to see) 6. Bug Breeding. A new feature when you put two bugs into the same pet house, they will have a 3/10 chance to hatch a baby version of the bug when you sleep, it will automatically be tamed so you can either kill it for stuff or make an army, after having 1 child, you get the ""caretaker mutation"" that allows you to pick up bugs (cant hold weapon with) 7. Bug holders these would be special holders to hold your bugs whilst also holding weapons/eating Aphid holder: 2x Berry Leather, 3x Silk Rope. Weevil holder: 3x Berry Leather, 4x Silk Rope. gnat holder: 2x Berry Leather, 3x Silk Rope. Scarab holder: 4x Berry Leather, 3x Silk Rope. Along with these a new ""armour"" slot for specifically bug holders, you can only have one at a time 8. Special graves When a bug dies/gets killed it would drop a gravestone, each gravestone would have a random chance of either having a model of the bug with a halo, or a model of the bug with devil horns ontop of the gravestone. 9. Bug Feeders When placed down near a house, the bugs would go eat out of it, you would put in their slurry and they would eat it and increase the breeding chance to 4/10 instead of 3/10. Recipe: 6x Weed Stems, 3x Acorns Shells. (Unlocked after Building an upgraded pet house) 10. fix all the bugs that make pets disappear Thank you for listening",1370,Feature,27,FALSE
4/22/2022,I really wish this suggestion got more upvotes. Something like this is definitely needed,88,Non-Suggestion,7,FALSE
4/22/2022,Make raids quests ! So that way they can be optional & can be disregarded if the player does not wish to partake!,113,Feature,14,FALSE
4/23/2022,"New Grass Types! Razor Grass (Scleria secans) could be made into tier 3/4 bladed weapons (dagger, 1h/2h sword, spear). They would be high slash damage, cause a bleed effect, but also have low durability and a weak block.",220,Item,14,FALSE
4/23/2022,"after making a full set of Roly poly armor, the roly poly shells don't have any use. The roly poly parts on the other hand, can be used to repair the armor and for the Salt Morning Star. This is why I think we should be able to make Roly poly shingles for a new roof type. They would look like grey shingles, and probably require 2-4 Shells for one segment. Also, we have 3 wall types, and 3 floor types, so why not add the third roof type as well? ",449,Item,28,FALSE
4/23/2022,"There should be an autocraft feature, where things like grinders, ovens, and spinning wheels all have the ability to constantly pull materials and then dump the finished product into a linked storage. It would also be nice if there was a way to link a crafting station to a storage chest or basket.",298,Feature,12,FALSE
4/23/2022,"Idea: Queens and Wars This is my take on what bug queens would be like, i have searched and could not find any others like these. (This will be a 4 part suggestion) 1. Ant queens Red Ant Queen: Deep inside the ant hill, the only way in is a small hole only big enough for workers, the way to get in is to use a T3 shovel and dig through, in the room is a bunch of ant eggs and the queen in the centre, you would have to fight it, it would have the same health as the infected wolf spider Attacks: would be to spray pheromones when you get too close, making ants stronger against you for a short period of time. its other attack would launch an ant egg at you. Ability: lays ant eggs that hatch a lot quicker than usual. waves of workers and soldiers would attack you. during that time you would have to attack the queen as well. Drops: 1x red queen ant head, 2x queen ant mandibles, 3x ant queen pheromones. Recipes: Red Queen Ant Crown: 1x red queen ant head, 1x red ant helmet. Red Ant Revolver: 2x red queen ant mandibles, 1x red soldier mandibles (uses brat burst as ammo) Mutation for killing: Red ant Ruler buff: any red ant weapons are now stronger, red ant armour does more protection, you are 2x strong against black ants (when killing the ant queen, you can no longer kill the black ant queen) Thank you for listening to part 1",1337,Feature,16,FALSE
4/24/2022,Can we have a way to Grab our pets and put them some where else i mad a somewhat pen but they keep glitching out so i wanted a way to at least grab them and put them back in+,174,Feature,15,FALSE
4/24/2022,can you add my anime waifu to the game,38,Joke,11,FALSE
4/24/2022,"Idea: Helpful Features These are some helpful features that will make the game alot better 1. Ladder/stair placment I beleive you should be able to place ladders and acorn stairs from the bottom, and they would automatically move to the top space 2. let us upgrade the speed of buildings like the oven, as making mushrooms bricks can be quite a chore",350,Feature,16,FALSE
4/24/2022,"The aloe in the pots on top of the sandbox could be used for a healing/sizzle protection item, maybe a gel? When used It will heal you a little and give you a tiny bit of sizzle protection. Aloevera is very useful irl for burn injurys so it would make sense if it had similar properties in the game aswell. Since its the gel/goo inside the aloe that you use, you wouldn't be able to just chop it down with a axe as you would lose most of the gel. Instead you would have to attach a sap collector to the plant and then collect the aloe goo the same way you would sap! Was thinking it could a good idea as getting the items to get sizzle protection is kinda a late game thing and this would be avalible as soon as you go up to the sandbox and give you a little help while trying to fight antlions to get said sizzle protection better",831,Item,25,FALSE
4/24/2022,"when the devs add the new PEEP Insects function, they should let us PEEP the Crow and Pog Fish too. But instead of showing the weaknesses, they should show their blind spots (this will be useful as the crow will get more interactive in the future)",247,Feature,9,FALSE
