,Unnamed: 0,Reviews,Airline,Lowercase,PunctuationsRemoved,OtherTextsRemoved,StopWordsRemoved
467,467,"✅ Trip Verified | This is my fourth or fifth trip with Air Canada and I have nothing but good things to say about my experiences. The terminal used for Canadian domestic flights at Vancouver is quite dated, but plenty of options for eating and drinking while waiting for the flight. Volunteers were requested to check carry-on bags (something I always count on happening, as my carry on tends to be quite heavy, always a treat). Boarding was expeditious considering the size of the aircraft, and we were soon on our way. Food and beverage service was an average pace and quality. Buy on board options were quite pricey, so I abstained. On their newer aircraft, AC's inflight entertainment is some of the best in the industry. Arrival into Toronto was early and the flight time overall was one hour quicker than scheduled! Connection in Toronto is always such a breeze, and USA pre-clearance in Toronto means you arrive into the USA without a need for passport control. Toronto to Boston was a standard North American flight of fine quality. Air Canada's gates in Boston are right next to baggage claim and the exit. Regarding money matters, I paid $173 one-way for this trip, which is quite reasonable for transcontinental journey. Overall another wonderful Air Canada experience.",Air Canada,"✅ trip verified | this is my fourth or fifth trip with air canada and i have nothing but good things to say about my experiences. the terminal used for canadian domestic flights at vancouver is quite dated, but plenty of options for eating and drinking while waiting for the flight. volunteers were requested to check carry-on bags (something i always count on happening, as my carry on tends to be quite heavy, always a treat). boarding was expeditious considering the size of the aircraft, and we were soon on our way. food and beverage service was an average pace and quality. buy on board options were quite pricey, so i abstained. on their newer aircraft, ac's inflight entertainment is some of the best in the industry. arrival into toronto was early and the flight time overall was one hour quicker than scheduled! connection in toronto is always such a breeze, and usa pre-clearance in toronto means you arrive into the usa without a need for passport control. toronto to boston was a standard north american flight of fine quality. air canada's gates in boston are right next to baggage claim and the exit. regarding money matters, i paid $173 one-way for this trip, which is quite reasonable for transcontinental journey. overall another wonderful air canada experience.", Trip Verified | This is my fourth or fifth trip with Air Canada and I have nothing but good things to say about my experiences The terminal used for Canadian domestic flights at Vancouver is quite dated but plenty of options for eating and drinking while waiting for the flight Volunteers were requested to check carryon bags something I always count on happening as my carry on tends to be quite heavy always a treat Boarding was expeditious considering the size of the aircraft and we were soon on our way Food and beverage service was an average pace and quality Buy on board options were quite pricey so I abstained On their newer aircraft ACs inflight entertainment is some of the best in the industry Arrival into Toronto was early and the flight time overall was one hour quicker than scheduled Connection in Toronto is always such a breeze and USA preclearance in Toronto means you arrive into the USA without a need for passport control Toronto to Boston was a standard North American flight of fine quality Air Canadas gates in Boston are right next to baggage claim and the exit Regarding money matters I paid 173 oneway for this trip which is quite reasonable for transcontinental journey Overall another wonderful Air Canada experience, Trip Verified | This is my fourth or fifth trip with Air Canada and I have nothing but good things to say about my experiences The terminal used for Canadian domestic flights at Vancouver is quite dated but plenty of options for eating and drinking while waiting for the flight Volunteers were requested to check carryon bags something I always count on happening as my carry on tends to be quite heavy always a treat Boarding was expeditious considering the size of the aircraft and we were soon on our way Food and beverage service was an average pace and quality Buy on board options were quite pricey so I abstained On their newer aircraft ACs inflight entertainment is some of the best in the industry Arrival into Toronto was early and the flight time overall was one hour quicker than scheduled Connection in Toronto is always such a breeze and USA preclearance in Toronto means you arrive into the USA without a need for passport control Toronto to Boston was a standard North American flight of fine quality Air Canadas gates in Boston are right next to baggage claim and the exit Regarding money matters I paid 173 oneway for this trip which is quite reasonable for transcontinental journey Overall another wonderful Air Canada experience,Trip Verified | This fourth fifth trip Air Canada I nothing good things say experiences The terminal used Canadian domestic flights Vancouver quite dated plenty options eating drinking waiting flight Volunteers requested check carryon bags something I always count happening carry tends quite heavy always treat Boarding expeditious considering size aircraft soon way Food beverage service average pace quality Buy board options quite pricey I abstained On newer aircraft ACs inflight entertainment best industry Arrival Toronto early flight time overall one hour quicker scheduled Connection Toronto always breeze USA preclearance Toronto means arrive USA without need passport control Toronto Boston standard North American flight fine quality Air Canadas gates Boston right next baggage claim exit Regarding money matters I paid 173 oneway trip quite reasonable transcontinental journey Overall another wonderful Air Canada experience
468,468,"✅ Trip Verified |  Toronto to Delhi. Extremely disappointed with the food. Except for the main meal everything else was cold. The main meal was worst than horrible. Agreed it was going direct to Delhi but there was no other food option than rice and a chicken or veg. Dish.  There was 1 bathroom for premier economy but all economy passengers were allowed to use it. There were huge line ups.The bathroom was filthy and staff paid no attention at all to the blue light request. I am proud to be Canadian but sorry Air Canada, you were a big disappointment.",Air Canada,"✅ trip verified | toronto to delhi. extremely disappointed with the food. except for the main meal everything else was cold. the main meal was worst than horrible. agreed it was going direct to delhi but there was no other food option than rice and a chicken or veg. dish. there was 1 bathroom for premier economy but all economy passengers were allowed to use it. there were huge line ups.the bathroom was filthy and staff paid no attention at all to the blue light request. i am proud to be canadian but sorry air canada, you were a big disappointment.", Trip Verified |  Toronto to Delhi Extremely disappointed with the food Except for the main meal everything else was cold The main meal was worst than horrible Agreed it was going direct to Delhi but there was no other food option than rice and a chicken or veg Dish  There was 1 bathroom for premier economy but all economy passengers were allowed to use it There were huge line upsThe bathroom was filthy and staff paid no attention at all to the blue light request I am proud to be Canadian but sorry Air Canada you were a big disappointment, Trip Verified |  Toronto to Delhi Extremely disappointed with the food Except for the main meal everything else was cold The main meal was worst than horrible Agreed it was going direct to Delhi but there was no other food option than rice and a chicken or veg Dish  There was 1 bathroom for premier economy but all economy passengers were allowed to use it There were huge line upsThe bathroom was filthy and staff paid no attention at all to the blue light request I am proud to be Canadian but sorry Air Canada you were a big disappointment,Trip Verified | Toronto Delhi Extremely disappointed food Except main meal everything else cold The main meal worst horrible Agreed going direct Delhi food option rice chicken veg Dish There 1 bathroom premier economy economy passengers allowed use There huge line upsThe bathroom filthy staff paid attention blue light request I proud Canadian sorry Air Canada big disappointment
469,469,"✅ Trip Verified |  Air Canada re-booked me twice at the airport because it was snowing in Montreal, although there was no storm reported online. They turned a 23-hour flight into a 36-hour flight. Dropped my frequent flyer miles, added a flight — economy class — w one half hour to go through customs and immigration, get my suitcase and make the transfer. Of course I didn’t make the flight (I pointed it out to them when they were booking — they said I might be able to make it if everything went well). I had bought my ticket directly from the airline to avoid any problems. In the end, they refunded me $113. Never Air Canada again. ",Air Canada,"✅ trip verified | air canada re-booked me twice at the airport because it was snowing in montreal, although there was no storm reported online. they turned a 23-hour flight into a 36-hour flight. dropped my frequent flyer miles, added a flight — economy class — w one half hour to go through customs and immigration, get my suitcase and make the transfer. of course i didn’t make the flight (i pointed it out to them when they were booking — they said i might be able to make it if everything went well). i had bought my ticket directly from the airline to avoid any problems. in the end, they refunded me $113. never air canada again.", Trip Verified |  Air Canada rebooked me twice at the airport because it was snowing in Montreal although there was no storm reported online They turned a 23hour flight into a 36hour flight Dropped my frequent flyer miles added a flight  economy class  w one half hour to go through customs and immigration get my suitcase and make the transfer Of course I didnt make the flight I pointed it out to them when they were booking  they said I might be able to make it if everything went well I had bought my ticket directly from the airline to avoid any problems In the end they refunded me 113 Never Air Canada again , Trip Verified |  Air Canada rebooked me twice at the airport because it was snowing in Montreal although there was no storm reported online They turned a 23hour flight into a 36hour flight Dropped my frequent flyer miles added a flight  economy class  w one half hour to go through customs and immigration get my suitcase and make the transfer Of course I didnt make the flight I pointed it out to them when they were booking  they said I might be able to make it if everything went well I had bought my ticket directly from the airline to avoid any problems In the end they refunded me 113 Never Air Canada again ,Trip Verified | Air Canada rebooked twice airport snowing Montreal although storm reported online They turned 23hour flight 36hour flight Dropped frequent flyer miles added flight economy class w one half hour go customs immigration get suitcase make transfer Of course I didnt make flight I pointed booking said I might able make everything went well I bought ticket directly airline avoid problems In end refunded 113 Never Air Canada
470,470,"✅ Trip Verified | Trip YYZ-YYC (return) went smoothly with airplanes full in both directions. Departure from Toronto was delayed due to medical problems of one of the passengers, but we arrived on time to Calgary. The return flight was delayed 50 mins partly due to the deicing procedures in snow covered Calgary. The seats were fine, although had some breadcrumbs on the YYC-YYZ flight, the crew was friendly, IFE available only if you purchase the headphones. Food on this four hours flight was offered only for purchase. On the first leg the stewardess reminded me that I prepaid in advance and so I had a vegetable wrap which was pretty bad. I forgot that I also paid for food on the return flight and thus I missed the meal, but considering its poor quality this did not matter. Otherwise it was a satisfying experience. I presume that the usual long wait for luggage on arrival in Toronto is the fault of the airport services and not the airline.",Air Canada,"✅ trip verified | trip yyz-yyc (return) went smoothly with airplanes full in both directions. departure from toronto was delayed due to medical problems of one of the passengers, but we arrived on time to calgary. the return flight was delayed 50 mins partly due to the deicing procedures in snow covered calgary. the seats were fine, although had some breadcrumbs on the yyc-yyz flight, the crew was friendly, ife available only if you purchase the headphones. food on this four hours flight was offered only for purchase. on the first leg the stewardess reminded me that i prepaid in advance and so i had a vegetable wrap which was pretty bad. i forgot that i also paid for food on the return flight and thus i missed the meal, but considering its poor quality this did not matter. otherwise it was a satisfying experience. i presume that the usual long wait for luggage on arrival in toronto is the fault of the airport services and not the airline.", Trip Verified | Trip YYZYYC return went smoothly with airplanes full in both directions Departure from Toronto was delayed due to medical problems of one of the passengers but we arrived on time to Calgary The return flight was delayed 50 mins partly due to the deicing procedures in snow covered Calgary The seats were fine although had some breadcrumbs on the YYCYYZ flight the crew was friendly IFE available only if you purchase the headphones Food on this four hours flight was offered only for purchase On the first leg the stewardess reminded me that I prepaid in advance and so I had a vegetable wrap which was pretty bad I forgot that I also paid for food on the return flight and thus I missed the meal but considering its poor quality this did not matter Otherwise it was a satisfying experience I presume that the usual long wait for luggage on arrival in Toronto is the fault of the airport services and not the airline, Trip Verified | Trip YYZYYC return went smoothly with airplanes full in both directions Departure from Toronto was delayed due to medical problems of one of the passengers but we arrived on time to Calgary The return flight was delayed 50 mins partly due to the deicing procedures in snow covered Calgary The seats were fine although had some breadcrumbs on the YYCYYZ flight the crew was friendly IFE available only if you purchase the headphones Food on this four hours flight was offered only for purchase On the first leg the stewardess reminded me that I prepaid in advance and so I had a vegetable wrap which was pretty bad I forgot that I also paid for food on the return flight and thus I missed the meal but considering its poor quality this did not matter Otherwise it was a satisfying experience I presume that the usual long wait for luggage on arrival in Toronto is the fault of the airport services and not the airline,Trip Verified | Trip YYZYYC return went smoothly airplanes full directions Departure Toronto delayed due medical problems one passengers arrived time Calgary The return flight delayed 50 mins partly due deicing procedures snow covered Calgary The seats fine although breadcrumbs YYCYYZ flight crew friendly IFE available purchase headphones Food four hours flight offered purchase On first leg stewardess reminded I prepaid advance I vegetable wrap pretty bad I forgot I also paid food return flight thus I missed meal considering poor quality matter Otherwise satisfying experience I presume usual long wait luggage arrival Toronto fault airport services airline
471,471,"✅ Trip Verified |  Comfortable seats, friendly cabin service, efficient boarding. Air Canada is certainly the best airline in North America. I also used the Air Canada lounge in both LAX and in Toronto which were ok (although the Air Canada Lounge in Montreal has better food). The only negative point was the check-in at LAX. There was a long queue at the priority check-in counter and the (rude) check in staff refused to give business-class passengers priority through using the other (economy) check-in counters.",Air Canada,"✅ trip verified | comfortable seats, friendly cabin service, efficient boarding. air canada is certainly the best airline in north america. i also used the air canada lounge in both lax and in toronto which were ok (although the air canada lounge in montreal has better food). the only negative point was the check-in at lax. there was a long queue at the priority check-in counter and the (rude) check in staff refused to give business-class passengers priority through using the other (economy) check-in counters.", Trip Verified |  Comfortable seats friendly cabin service efficient boarding Air Canada is certainly the best airline in North America I also used the Air Canada lounge in both LAX and in Toronto which were ok although the Air Canada Lounge in Montreal has better food The only negative point was the checkin at LAX There was a long queue at the priority checkin counter and the rude check in staff refused to give businessclass passengers priority through using the other economy checkin counters, Trip Verified |  Comfortable seats friendly cabin service efficient boarding Air Canada is certainly the best airline in North America I also used the Air Canada lounge in both LAX and in Toronto which were ok although the Air Canada Lounge in Montreal has better food The only negative point was the checkin at LAX There was a long queue at the priority checkin counter and the rude check in staff refused to give businessclass passengers priority through using the other economy checkin counters,Trip Verified | Comfortable seats friendly cabin service efficient boarding Air Canada certainly best airline North America I also used Air Canada lounge LAX Toronto ok although Air Canada Lounge Montreal better food The negative point checkin LAX There long queue priority checkin counter rude check staff refused give businessclass passengers priority using economy checkin counters
472,472,✅ Trip Verified |  Seoul Incheon to Vancouver. Seats are narrow and the seat pitch is to a bare minimum. I chose this flight only because the price was right to the level of service they offer on board. They failed to offer the special meal that I had ordered in advance and I was given a meal that was kind of edible.  I will fly AC in the future only when it is the last option I have.,Air Canada,✅ trip verified | seoul incheon to vancouver. seats are narrow and the seat pitch is to a bare minimum. i chose this flight only because the price was right to the level of service they offer on board. they failed to offer the special meal that i had ordered in advance and i was given a meal that was kind of edible. i will fly ac in the future only when it is the last option i have., Trip Verified |  Seoul Incheon to Vancouver Seats are narrow and the seat pitch is to a bare minimum I chose this flight only because the price was right to the level of service they offer on board They failed to offer the special meal that I had ordered in advance and I was given a meal that was kind of edible  I will fly AC in the future only when it is the last option I have, Trip Verified |  Seoul Incheon to Vancouver Seats are narrow and the seat pitch is to a bare minimum I chose this flight only because the price was right to the level of service they offer on board They failed to offer the special meal that I had ordered in advance and I was given a meal that was kind of edible  I will fly AC in the future only when it is the last option I have,Trip Verified | Seoul Incheon Vancouver Seats narrow seat pitch bare minimum I chose flight price right level service offer board They failed offer special meal I ordered advance I given meal kind edible I fly AC future last option I
473,473,"✅ Trip Verified |  Toronto to Lyon via Montreal.  6 flights, 6 delays (departures and arrivals), dirty plane, some with payphones (yet free on the way), staff unfriendly and unfamiliar with the procedures. Forgetting on arrival in Canada when coming from Argentina it is mandatory to collect suitcases, even in transit),. Good meal, even if we had a lunch instead of a breakfast. Big baggage problem: delivery and care. Quality and recent entertainment.  FR- 6 vols, 6 retards (départs et arrivées), avion sale et glacial, certains avec les écouteurs payants (pourtant gratuit sur l'aller), personnel peu agréable et peu au courant des procédures (oubliant juste qu'à l'arrivée au Canada en venant d'Argentine il est obligatoire de récupérer ces valises, même en transit, un détail...), repas bon, même si nous avons eu un déjeuner au lieu d'un petit-déjeuner. Gros problème de bagages : livraison et soin. Divertissement de qualité et récent.",Air Canada,"✅ trip verified | toronto to lyon via montreal. 6 flights, 6 delays (departures and arrivals), dirty plane, some with payphones (yet free on the way), staff unfriendly and unfamiliar with the procedures. forgetting on arrival in canada when coming from argentina it is mandatory to collect suitcases, even in transit),. good meal, even if we had a lunch instead of a breakfast. big baggage problem: delivery and care. quality and recent entertainment. fr- 6 vols, 6 retards (départs et arrivées), avion sale et glacial, certains avec les écouteurs payants (pourtant gratuit sur l'aller), personnel peu agréable et peu au courant des procédures (oubliant juste qu'à l'arrivée au canada en venant d'argentine il est obligatoire de récupérer ces valises, même en transit, un détail...), repas bon, même si nous avons eu un déjeuner au lieu d'un petit-déjeuner. gros problème de bagages : livraison et soin. divertissement de qualité et récent.", Trip Verified |  Toronto to Lyon via Montreal  6 flights 6 delays departures and arrivals dirty plane some with payphones yet free on the way staff unfriendly and unfamiliar with the procedures Forgetting on arrival in Canada when coming from Argentina it is mandatory to collect suitcases even in transit Good meal even if we had a lunch instead of a breakfast Big baggage problem delivery and care Quality and recent entertainment  FR 6 vols 6 retards départs et arrivées avion sale et glacial certains avec les écouteurs payants pourtant gratuit sur laller personnel peu agréable et peu au courant des procédures oubliant juste quà larrivée au Canada en venant dArgentine il est obligatoire de récupérer ces valises même en transit un détail repas bon même si nous avons eu un déjeuner au lieu dun petitdéjeuner Gros problème de bagages  livraison et soin Divertissement de qualité et récent, Trip Verified |  Toronto to Lyon via Montreal  6 flights 6 delays departures and arrivals dirty plane some with payphones yet free on the way staff unfriendly and unfamiliar with the procedures Forgetting on arrival in Canada when coming from Argentina it is mandatory to collect suitcases even in transit Good meal even if we had a lunch instead of a breakfast Big baggage problem delivery and care Quality and recent entertainment  FR 6 vols 6 retards départs et arrivées avion sale et glacial certains avec les écouteurs payants pourtant gratuit sur laller personnel peu agréable et peu au courant des procédures oubliant juste quà larrivée au Canada en venant dArgentine il est obligatoire de récupérer ces valises même en transit un détail repas bon même si nous avons eu un déjeuner au lieu dun petitdéjeuner Gros problème de bagages  livraison et soin Divertissement de qualité et récent,Trip Verified | Toronto Lyon via Montreal 6 flights 6 delays departures arrivals dirty plane payphones yet free way staff unfriendly unfamiliar procedures Forgetting arrival Canada coming Argentina mandatory collect suitcases even transit Good meal even lunch instead breakfast Big baggage problem delivery care Quality recent entertainment FR 6 vols 6 retards départs et arrivées avion sale et glacial certains avec les écouteurs payants pourtant gratuit sur laller personnel peu agréable et peu au courant des procédures oubliant juste quà larrivée au Canada en venant dArgentine il est obligatoire de récupérer ces valises même en transit un détail repas bon même si nous avons eu un déjeuner au lieu dun petitdéjeuner Gros problème de bagages livraison et soin Divertissement de qualité et récent
474,474,✅ Trip Verified |  Toronto to Orlando. Another disastrous trip with Air Canada. Every time I fly with this airline there is always a mishap. Delayed / changed flights and 0 out of 4 bags made it to the destination. We brought the family to have a good Disney world vacation and not one of our checks bags arrived. Terrible support afterword. No answers and no staff to help - “ here full out this form can’t help you” is all we got.,Air Canada,✅ trip verified | toronto to orlando. another disastrous trip with air canada. every time i fly with this airline there is always a mishap. delayed / changed flights and 0 out of 4 bags made it to the destination. we brought the family to have a good disney world vacation and not one of our checks bags arrived. terrible support afterword. no answers and no staff to help - “ here full out this form can’t help you” is all we got., Trip Verified |  Toronto to Orlando Another disastrous trip with Air Canada Every time I fly with this airline there is always a mishap Delayed  changed flights and 0 out of 4 bags made it to the destination We brought the family to have a good Disney world vacation and not one of our checks bags arrived Terrible support afterword No answers and no staff to help   here full out this form cant help you is all we got, Trip Verified |  Toronto to Orlando Another disastrous trip with Air Canada Every time I fly with this airline there is always a mishap Delayed  changed flights and 0 out of 4 bags made it to the destination We brought the family to have a good Disney world vacation and not one of our checks bags arrived Terrible support afterword No answers and no staff to help   here full out this form cant help you is all we got,Trip Verified | Toronto Orlando Another disastrous trip Air Canada Every time I fly airline always mishap Delayed changed flights 0 4 bags made destination We brought family good Disney world vacation one checks bags arrived Terrible support afterword No answers staff help full form cant help got
475,475,"✅ Trip Verified |  First flight (Quebec-Toronto) was cancelled in advance. I called AC customer service. No good reason for cancellation, poor advice on rescheduling, caused a lot of stress. Toronto to Hong Kong was delayed by an hour. Arrived with 30 minutes to catch a separate flight to KLIA as that flight was delayed as well, but was already disembarked with no choice. AC representative stated we would be given $100-200 meal ticket in compensation, but it turned out to only be HKD75 (C$12.50) The cheapest meal available at the HK airport was HKD90. Onboard my food selection was non-existent. Just handed a tray, and what is the point of requesting a special meal when your meal is given to someone else? I got someone's vegetarian meal, which I did not request.",Air Canada,"✅ trip verified | first flight (quebec-toronto) was cancelled in advance. i called ac customer service. no good reason for cancellation, poor advice on rescheduling, caused a lot of stress. toronto to hong kong was delayed by an hour. arrived with 30 minutes to catch a separate flight to klia as that flight was delayed as well, but was already disembarked with no choice. ac representative stated we would be given $100-200 meal ticket in compensation, but it turned out to only be hkd75 (c$12.50) the cheapest meal available at the hk airport was hkd90. onboard my food selection was non-existent. just handed a tray, and what is the point of requesting a special meal when your meal is given to someone else? i got someone's vegetarian meal, which i did not request.", Trip Verified |  First flight QuebecToronto was cancelled in advance I called AC customer service No good reason for cancellation poor advice on rescheduling caused a lot of stress Toronto to Hong Kong was delayed by an hour Arrived with 30 minutes to catch a separate flight to KLIA as that flight was delayed as well but was already disembarked with no choice AC representative stated we would be given 100200 meal ticket in compensation but it turned out to only be HKD75 C1250 The cheapest meal available at the HK airport was HKD90 Onboard my food selection was nonexistent Just handed a tray and what is the point of requesting a special meal when your meal is given to someone else I got someones vegetarian meal which I did not request, Trip Verified |  First flight QuebecToronto was cancelled in advance I called AC customer service No good reason for cancellation poor advice on rescheduling caused a lot of stress Toronto to Hong Kong was delayed by an hour Arrived with 30 minutes to catch a separate flight to KLIA as that flight was delayed as well but was already disembarked with no choice AC representative stated we would be given 100200 meal ticket in compensation but it turned out to only be HKD75 C1250 The cheapest meal available at the HK airport was HKD90 Onboard my food selection was nonexistent Just handed a tray and what is the point of requesting a special meal when your meal is given to someone else I got someones vegetarian meal which I did not request,Trip Verified | First flight QuebecToronto cancelled advance I called AC customer service No good reason cancellation poor advice rescheduling caused lot stress Toronto Hong Kong delayed hour Arrived 30 minutes catch separate flight KLIA flight delayed well already disembarked choice AC representative stated would given 100200 meal ticket compensation turned HKD75 C1250 The cheapest meal available HK airport HKD90 Onboard food selection nonexistent Just handed tray point requesting special meal meal given someone else I got someones vegetarian meal I request
476,476,"Not Verified |  My husband and I had booked a flight AC85 from Tel Aviv to Toronto, on November 24. We had a connecting flight from Toronto to Newark (flight number AC7654), which was supposed to depart at 18:40 on November 24. The flight from Tel Aviv was delayed by over an hour; however, the pilot did his best to get us to our destination as soon as possible. As a result, we arrived at the Toronto Airport with an hour to spare before our next flight. We arrived at our gate at approximately 18:10, the boarding time. However Air Canada notified us that we weren't permitted to board the plane because our plane was late, and they didn't have enough time to store our luggage. Despite telling her that they could've sent the luggage to us the next day, she persisted that we weren't allowed to board, and gave us a pamphlet, ""Interrupted Trip Information"", a hotel reservation for the night, $15.00 each for dinner at a restaurant, and tickets to Newark for the next day. Afterwards it was brought to our knowledge that the flight was overbooked, which may be the reason for us giving up our seats on the original flight. We then had to fly to Montreal, and then to Newark. Consequently, instead of arriving at Newark at 20:00 on Saturday, we arrived at Newark at 16:30 on Sunday. This behavior was unprofessional to say the least. This was the worst traveling experience we've ever had.",Air Canada,"not verified | my husband and i had booked a flight ac85 from tel aviv to toronto, on november 24. we had a connecting flight from toronto to newark (flight number ac7654), which was supposed to depart at 18:40 on november 24. the flight from tel aviv was delayed by over an hour; however, the pilot did his best to get us to our destination as soon as possible. as a result, we arrived at the toronto airport with an hour to spare before our next flight. we arrived at our gate at approximately 18:10, the boarding time. however air canada notified us that we weren't permitted to board the plane because our plane was late, and they didn't have enough time to store our luggage. despite telling her that they could've sent the luggage to us the next day, she persisted that we weren't allowed to board, and gave us a pamphlet, ""interrupted trip information"", a hotel reservation for the night, $15.00 each for dinner at a restaurant, and tickets to newark for the next day. afterwards it was brought to our knowledge that the flight was overbooked, which may be the reason for us giving up our seats on the original flight. we then had to fly to montreal, and then to newark. consequently, instead of arriving at newark at 20:00 on saturday, we arrived at newark at 16:30 on sunday. this behavior was unprofessional to say the least. this was the worst traveling experience we've ever had.",Not Verified |  My husband and I had booked a flight AC85 from Tel Aviv to Toronto on November 24 We had a connecting flight from Toronto to Newark flight number AC7654 which was supposed to depart at 1840 on November 24 The flight from Tel Aviv was delayed by over an hour however the pilot did his best to get us to our destination as soon as possible As a result we arrived at the Toronto Airport with an hour to spare before our next flight We arrived at our gate at approximately 1810 the boarding time However Air Canada notified us that we werent permitted to board the plane because our plane was late and they didnt have enough time to store our luggage Despite telling her that they couldve sent the luggage to us the next day she persisted that we werent allowed to board and gave us a pamphlet Interrupted Trip Information a hotel reservation for the night 1500 each for dinner at a restaurant and tickets to Newark for the next day Afterwards it was brought to our knowledge that the flight was overbooked which may be the reason for us giving up our seats on the original flight We then had to fly to Montreal and then to Newark Consequently instead of arriving at Newark at 2000 on Saturday we arrived at Newark at 1630 on Sunday This behavior was unprofessional to say the least This was the worst traveling experience weve ever had,Not Verified |  My husband and I had booked a flight AC85 from Tel Aviv to Toronto on November 24 We had a connecting flight from Toronto to Newark flight number AC7654 which was supposed to depart at 1840 on November 24 The flight from Tel Aviv was delayed by over an hour however the pilot did his best to get us to our destination as soon as possible As a result we arrived at the Toronto Airport with an hour to spare before our next flight We arrived at our gate at approximately 1810 the boarding time However Air Canada notified us that we werent permitted to board the plane because our plane was late and they didnt have enough time to store our luggage Despite telling her that they couldve sent the luggage to us the next day she persisted that we werent allowed to board and gave us a pamphlet Interrupted Trip Information a hotel reservation for the night 1500 each for dinner at a restaurant and tickets to Newark for the next day Afterwards it was brought to our knowledge that the flight was overbooked which may be the reason for us giving up our seats on the original flight We then had to fly to Montreal and then to Newark Consequently instead of arriving at Newark at 2000 on Saturday we arrived at Newark at 1630 on Sunday This behavior was unprofessional to say the least This was the worst traveling experience weve ever had,Not Verified | My husband I booked flight AC85 Tel Aviv Toronto November 24 We connecting flight Toronto Newark flight number AC7654 supposed depart 1840 November 24 The flight Tel Aviv delayed hour however pilot best get us destination soon possible As result arrived Toronto Airport hour spare next flight We arrived gate approximately 1810 boarding time However Air Canada notified us werent permitted board plane plane late didnt enough time store luggage Despite telling couldve sent luggage us next day persisted werent allowed board gave us pamphlet Interrupted Trip Information hotel reservation night 1500 dinner restaurant tickets Newark next day Afterwards brought knowledge flight overbooked may reason us giving seats original flight We fly Montreal Newark Consequently instead arriving Newark 2000 Saturday arrived Newark 1630 Sunday This behavior unprofessional say least This worst traveling experience weve ever
