review,rating
This is the second time I have purchased this wine stopper.  The first was a gift and I loved it so much I got myself one!  Always great quality and service!,5
Looks great 🤗,5
It is a wonderful sign for my classroom door. Thank you so much. Woodland crew,5
"Would leave no stars but it doesn’t let me

Avoid buying from this company I’ve been completely let down I did my bit and paid was told 7-9 days delivery which cost a fortune nearly 3 months later and no item and blamed me for non delivery joke!! I’ve lost all my money company very arrogant with terrible customer service disgusting",1
Absolutely ADORABLE!!! My Daughter loves it. Thank you so much.,5
"Very beautiful product.  Even though it's rustic, because of how delicate it is, it looks beautiful in my daughter's girly room.",5
Beautiful work! Thank you!!,5
"I love it , thank you",5
Perfect sign .  Exactly as pictured.  Love it for my wall by my succulent bird bath.,5
Had the wording changed.  The sign came as ordered and was exactly what it was shown to be on the site.  My order arrived in the time as expected and the item was good quality.,5
"Beautiful, well made fast delivery",5
"BEWARE BUYERS! Just like all the other reviews regarding shipping, the same happened to myself. The shipping policy is stated as follows ""*Please allow us 7 - 9 business days to complete your order (these are made when ordered)."". I can gurantee they are not ""made when ordered"". It took multiple emails for me to even receive an absolute crap response. The first shipment apparently got lost.. so 7-9 business days turned into 17!! This shop should just give up entirely because that is clearly what they are most good at.",1
I absolutely love these!!!!!  Love the variety of print and patterns and just love every one of them.   Very different and unusual which I love!,5
"Adorable little magnets. My friend, who loves owls, will adore these!",5
"Super cute, high-quality magnets. Perfect for the owl lover in your life!",5
Absolutely adorable in person and will make the perfect addition to my friend’s new home. She loves owls!,5
It arrived on time and in great shape. Love the quality and art.,5
Perfect wine cork!  Everyone that sees this wants one...so I keep buying more.,5
Sign is exactly as described and arrived very fast. Thanks again!,5
Perfect for senior pictures! Arrived on time!,5
"They are adorable, exactly what I wanted, thanks so much for a great product and great transaction!",5
Very nice work! Really adds to my vintage hutch!,5
I absolutely LOVE it! Perfect for our sons bedroom!,5
Missed that it took weeks to make/delivery.,3
Was sent out a couple days too late and since we moved we weren’t able to receive it.,1
Wonderful product! Loved the packaging too. I'll definitely be ordering again,5
Super cute for a baseball themed bedroom!,5
These shelves are great!  Pleasure doing business with you!,5
LOVE !!! The handmade knobs are so well made and beautiful!! I LOVE THEM!! Well worth the wait for such a fantastic project !!Thank you,5
Nice product but slow shipping.,3
Loved the way it came out!!! Definitely recommend this seller to anyone!!!,5
This door sign was the perfect size and perfect for our new place!!!,5
I love this came out so perfect! My daughter was so happy with it for her new room!!,5
"Adorable grill sign for my husband. Great quality, great vendor. He loves it. Highly recommend!",5
"Came just as described, and great quality! I would add a photo, but I gave it to my friend Emily at KetoCon this weekend! :)",5
Exactly as pictured! My parents loved the gift! Excellent quality!,5
"Seller is extremely responsive! I ordered the Fawn Knob, but I requested that the knob be painted white, to match the rest of my furniture. She was able to fulfill my request as I had envisioned! Her site warned that the knobs are handmade and can take 4-5 weeks before shipment, but I was able to receive my order in less than 2 weeks, which is great! There are some imperfections on the edges of the print, but I don't mind. Would recommend!",4
Looks beautiful! Exactly what I was looking for! Thank you!,5
Loved it so much I'm back again buying one for my best friends son! Great quality!,5
For reunion basket. Wolf was our mascot. Thank you.,5
Rec'd sooner than expected.  Wrapped very nicely and protected.  Exactly what I needed. Great work. Thank you.,5
"Got my mom this for Mothers Day, they loved it so much they immediately hung it up outside in their porch. Quality is great and was delivered on time!",5
Pretty tags and prompt shipping!,5
Love it! Perfect gift for my closing ! Thank you!,5
I cannot wait to hang this outside my front door! Thank you 😊,5
Super well packaged and exactly as described. I used this a gift for my manager and he LOVED it. He said he wished the button worked lol. He instantly hung it up in his office and this was the reaction I was hoping for. He won't stop laughing at it honestly.,5
"They're beautiful and very sturdy! I would post a picture, but they're currently in storage while I'm moving.",5
Super cute looking!  It's well done and makes a nice addition to the theater room.,5
Using in my dental office as we have to constantly direct patients to the restroom! Love the finish and overall look!,5
Very nice.  Will order from them again.,5
Very nice.  Will order from them again.,5
Very nice.  Will order from them again.,5
Very nice.  Will order from them again.,5
Very nice.  Will order from them again.,5
Very nice.  Will order from them again.,5
Very nice.  Will order from them again.,5
Very nice.  Will order from them again.,5
Very nice.  Will order from them again.,5
Very nice.  Will order from them again.,5
"WELL MADE, WILL LAST FOREVER.   JUST WHAT I WAS LOOKING FOR.",5
Exactly as described and def worth the wait!,5
The knobs looked great but I ended up buying different screws so they could fit my dresser.,4
My sign is perfect!,5
"How beautifully done these are, I am so impressed and love them, thank you so much",5
The sign I ordered came out beautifully! The quality is great. It was a gift for a friend who is a musician and she really likes it! WoodlandCrew was a pleasure to work with. I was able to choose the font and they even sent me a mock as I requested. I also asked to expedite the order and I received it two days earlier than expected. Will definitely purchase from them again.,5
"Customer service from this shop was dismissive. Purchased item to be shipped within 7-9 business days of ordering. After 12 days, I asked when it will be shipped, response was a cut and pasted response ""Shipping Update: Your order should be delivered between May 28 - 31"". No apology or explanation for the delay- no explanation that even though the item may not ship as soon as promised, it would be delivered by original promised delivery date. I don't consider that good or even satisfactory treatment of customers. My concern or question was very reasonable. Would not recommend this shop if you want to feel valued as a customer. I can go to a big box store and be treated better. But they did send me a note saying if I order again I can get 10% off! Ha! SMH.",1
Loving my new tags so much! They are so cute and perfect for my market project!,5
"Thanks so much, it's perfect! Fast shipping too!",5
The sign came out so good and my mother-in-law loves it.,5
This seller ships fast and packs well. These are wonderful and high quality. Can't wait to get some time to play with these!!,5
Great company to work with.,5
Fast shipping! Very nice item.,5
Just as described in details!,5
"The picture on the mat is very cute. However, I was expecting a nicer mat more like a placemat you would purchase in the store. This is more like a large picture that was laminated, similar to school lamination projects.",3
"Exactly as pictured, very nice quality!",5
Nicely made and works well for what I needed. Love that it has character!,5
So so cute & done neatly!,5
"Great experience.  Product was delivered as promised.  Great quality, perfect signage being used  for our liquor store display units.  Would recommend.",5
"Oh wow - is all I can say .  Beautiful.  Great communication, great service.  I ordered a custom made sign and the way they showed how it would look before I received it was wonderful.  Thank you so much",5
Perfect.,5
Beautiful!!  They did exactly what I wanted and I love it!,5
Exactly as described and very quick,5
"Perfect, I LOVE them!  Door signs for my daughters' bedrooms turned out exactly as I hoped, thank you so much!",5
"Perfect, I LOVE them!  Door signs for my daughters' bedrooms turned out exactly as I hoped, thank you so much!",5
Great Seller! Beautiful Drawer Pulls! Thank's so much! AAAAA+++++,5
Etsy will not allow me to remove my rating...high hopes this issue gets fixed internally with the shop.,3
Love it! Will be a great gift for my parents' new house!,5
I love it!! High quality look for low price. Not too cheesy like most similar products.,5
This turned out so great! Easy to work with and pretty quick turn around time. Perfect timing for Mother’s Day!! Highly recommend!,5
So cute! Can’t wait to hang them up in my craft room!,5
Love it! Great frame and great price!,5
"It is exactly as pictured. The wood is not the best quality, I am worried about durability. But it's very cute and the shop is great.",4
The sign I ordered is beautiful. Shipping was fast & delivery was as promised.  Communication with the seller was very easy and they answered all of my questions for customization. Thank you!,5
My son loved it for his new room,5
These are so cute.  Thank you!,5
These make such nice gifts!  Thank you!,5
So sweet.  I love the stoppers!,5
So cute!  They make lovely gifts.,5
"Lovely good luck horseshoe for my daugther's upcoming wedding.  Really well made, looks very cute!",5
Couldn't be more happier on this custom order. We look to order more as this was done with detail to make it a unique sign in our new bagel cafe.,5
Custom size! Welcome to our Home Sweet Home.,5
Absolutely Perfect!!! Always Exactly What I Had Hoped For...And More!!! Fantastic Seller!,5
"thank you, it was what i wanted",5
Love it!,5
Perfect! Exactly as shown. Shipped on time.,5
Love the custom sign. However I did order a large sign but i think the customization is only for small signs.,5
Absolutely gorgeous coasters! Packaged very well. Thank you.,5
Love this door sign! Looks great on my son’s door! The dinosaur is a nice vibrant color and the sign is very well made! Too cute! Thank you! 💙,5
"Thank you Sallie for another amazing sign. I love your work. This one is so cute will look great in a wreath I have in mind. Packaged well, and shipped on time. I would definitely order from this shop again.",5
My husband & I love these. Great quality,5
Using these for canning lid crafts.,5
Great quality and attention to detail,5
Excellent quality! Arrived quickly. Thanks!!,5
Perfect product! Just as described. Packaged great,5
So cute I bought 2,5
Beautiful! Very happy with it!,5
Fast shipping! Love the sign... so cute! :),5
My mom and stepdad love it! Such a cute piece of decor that can be used to show off how proud they are to be grandparents.,5
This knob is absolutely beautiful!,5
I ordered this as a gift for my dog owner along with a bottle of wine & hes going to love it!! It is so very cute & looks exactly like shown !!:) shipping was very fast ! :) happy with my purchase 😊,5
It’s perfect! Just as pictured.,5
Beautiful and well crafted! It was exactly what I was looking for!,5
Beautiful and well crafted! It was exactly what I was looking for!,5
"Horrible customer service. Paid for rush fee and expedited shipping. Shop did not ship on time. Did not receive my item in time for a birthday party. Shop then refused to answer messages. After several messages, they wrote back denying everything and claiming facts that the tracking does not support.",1
"Horrible customer service. Paid for rush fee and expedited shipping. Shop did not ship on time. Did not receive my item in time for a birthday party. Shop then refused to answer messages. After several messages, they wrote back denying everything and claiming facts that the tracking does not support.",1
Well made items - great vibrant colors.  Ordered without customization so I can use them each year!,5
Beautiful knobs! Excited to use in our teardrop trailer!,5
"Omg, I love this so much. Thank you!",5
Great quality and very cute! I love the placemat.,5
I love my children’s placemats. They are great quality and arrived quickly.,5
Wish it was bigger..but love the design,4
It's exactly as pictured & perfect for our style of home,5
"The cutest placemat for my Bailey. I’m sure in the future I’ll order again. My husband responded, I didn’t know he could read.",5
Love love love,5
"Love it, my niece loves it too, came out exactly as I had hoped!",5
My nephew loves it!,5
Just as described. They look great! I would buy again.,5
The knobs are stunning! I highly recommend!,5
"I ordered two of these signs in different colors - one as a gift and one for myself.  They are beautiful!  Vibrant colors, vintage-y look with the wood and twine, and easy to display outside of my classroom door with a command hook.  They shipped quickly, as well.  I highly recommend for a unique look in your classroom!",5
"Wonderful shop and fast production! will buy again
Darla",5
Modification was just as I expected it to be. Grandparents loved it,5
Sign was beautiful. Grandparents loved it. Gave as a Xmas gift,5
Purchased a sign for a family member’s Christmas gift. They loved it and it looked great hanging on their front door! Thank you so much,5
Great work! We like it! Thank you!,5
solid quality and well liked by the dog people that received this as a gift!,5
My beautiful bee knobs arrived today. Absolutely love these little works of art!  Thank you,5
"It came late, but it was worth it",4
"It came late, but it was worth it",4
"It came late, but it was worth it.",4
Love love,5
I got this as a Christmas gift for my dad and he and his wife absolutely loved it. Definitely recommend!,5
This was perfect for my nursery. It’s nautical theme. Thank you!!!!,5
Customization came out exactly as I requested it. Perfect!,5
"Great quality, made an excellent Christmas gift",5
"Really cute, but the paper is way too thin. Not a proper card stock. If you order these, ask for a good heavy card stock if you are making crafts. I had to glue matching cutouts of card stock, that I traced and cut myself. Still will workout for my intended craft. But wish the seller had mentioned the thinness of the paper!",5
"I placed a duplicate order by mistake. They shipped the item anyway, after I had notified them and they now are refusing to refund me for it.you being satisfied with the order doesn’t matter to this shop owner.No cancellations or refunds...Beware. There’s other shops out there that have better customer service then this one!",1
"I’m giving a one star review on this item due to the shop owner  
delivering my cancelled order after Inotifying them of the duplication. My order was also late but I understood due to a busy time of the year. I wrote them over 2 weeks ago without any response from them. Poor customer service. The item was Good. A little bit smaller then what I imagine but still happy with the item.",1
"I placed a duplicate order by mistake. They shipped the item anyway, after I had notified them and they now are refusing to refund me for it.you being satisfied with the order doesn’t matter to this shop owner.No cancellations or refunds...Beware. There’s other shops out there that have better customer service then this one!",1
"I’m giving a one star review on this item due to the shop owner  
delivering my cancelled order after Inotifying them of the duplication. My order was also late but I understood due to a busy time of the year. I wrote them over 2 weeks ago without any response from them. Poor customer service. The item was Good. A little bit smaller then what I imagine but still happy with the item.",1
"Took many weeks to ship but once it did, I got it quickly and it was exactly what I ordered. Good purchase",4
"Unfortunately, the item was lost in shipping.",1
Just what I had pictured!  My daughter loves the sign!  Thanks!,5
The boys Grandparents loved the gift.,4
"Absolutely love this! I needed something small for the wall that separates the living room and kitchen, which is is also the front of the house/entrance and this was perfect- it matches my rustic theme and my husbands Irish roots. Love it! Thank you so much!!",5
"My confirmation for this item stated that it would be delivered by 12/20.  When it did not come I did inquire with the shop and was unable to get any response other than a script stating that during the holiday season they do not hold themselves to their promise of delivery dates.  I tried once again to get a response just to see if I should plan on a different gift but the response was again an automated script that actually states not to try multiple times to contact them. 
I placed the order on Dec 3rd and it arrived on Dec. 27th.  
It arrived with an area that the printed paper wasn't adhered down well to the wood. 
I did contact them after I received it with this information, I was assured that it left them in perfect shape.  
I wouldn't recommend this company",2
Nice addition to my room.  Quality and workmanship is beautiful!,5
Took way longer than quoted to ship. Missed my Christmas get together even though I ordered it 20 days early. Sign itself looks good though.,3
Lettering looks weird on the wood. Took forever to get my signs after it said 7-9 business days. Overall really disappointed.,1
Imagined the sign to be bigger but it was great quality and it shipped pretty quick even with it being around the holidays!,5
"The sign looks okay but you have to pay more for it to say anything other than nana and papas house. Even if it is less words ... still have to pay $10. Also, customer service wasn’t that great. In fact no one ever responded to my questions .... they simply forwarded some email that had common questions in it. Twice. Even though my questions were not listed in that “common questions”. I get that they are busy /but I bought another item from another seller and she was super easy to contact and was pleasant. she responded to my question ....",3
"My parents seem happy with the sign which I have not seen in person. However I am not happy with this company or it’s customer service. I placed an order for a customized sign and within a short amount of time I received an email saying I had to purchase the customization within 48 hours or they would send a generic sign. I replied asking to cancel as this was not clear in the ordering instructions. They said they would not cancel the order because it was in production, but how could it be they weren’t starting it for two more days. I basically had to purchase this additional portion or my parents would have gotten a sign with someone else’s name on it. It didn’t arrive until New Years Eve with no personalized reply after I emailed a few days before Christmas. Very disappointed and I will not ever use this company again.",1
Awesome!!! My parents were so excited for this piece!,5
"Ordered this on Dec. 6th for a Christmas present.   Wasn't even shipped until December 25th which arrived on Friday Dec. 28th which was too late.  It was a gift to surprise new grandparents.   Had to come up with a plan B on Christmas Eve which was very disappointing.   If only they would have communicated the late arrival when I requested the status a week prior.  Instead, all I received was a auto reply vs a quick note that could have said, sorry we won't be able to ship prior to Christmas (the truth), then I would have rating them better.",1
Not at all impressed with sign.  Poor quality and smaller than mentioned in listing.  Took a very long time only to be disappointed.,1
Cute bottle stopper for an owl lover,5
Shipped on time. Love the quality.,5
Like that it's real wood but that's it. Wish the writing was engraved instead of a sticker for how long it took to get it shipped.,3
My order has not arrived and it was ordered Dec 4th. It was supposed to be a Christmas gift. I’m very disappointed with this shop. I have contacted them twice and each message I get back from them states they are too busy to reply to me directly and I get a shipping policy statement. It’s extremely rude and very aggravating. I will never order from this shop again.,1
The Sign Is Absolutely Perfect!,5
very nice quality piece . thank you,5
This sign was a Christmas present. Turned out perfect ❤️,5
My order still hasn’t arrived and it was a Christmas gift.,1
Item was as described and was delivered quickly!,5
"Easily the worst Etsy shop I have ever ordered from. I ordered two signs that came packed together. One came out great, the other came sticky with a piece of paper stuck to half of it. when I peeled the paper back, half of the sign was discolored. The shop claimed that that is how the sign was described on their listing and that it is considered “rustic”. I completely understand two signs varying in color, but this sign was only discolored partially where the paper was stuck to it. I sent a photo with proof that half the sign was brown and discolored while the other was a rustic white. A solid line where the paper was stuck to it separates the two colors making the sign look like junk. They refuse to send me another sign. Avoid ordering from this shop.",1
"It wasn’t worth the extra money because the quality of the work was not at all what I expected,",2
I have ordered this item several times as gifts for friends and family.  Great job and quick turnaround time.,5
Sign is cute and came well packaged,4
I was very disappointed with the quality of this product when I received it in the mail. The “sticker” was already peeling off the wood and the sawtooth picture hanger on the back was so crooked that it isn’t able to be hung up. When I emailed the company about these issues all I got back was an automated message that said any qiestions could be answered in the automated paragraph below. I didn’t ask a question at all I simply wrote to tell them I was disappointed in the quality of work and at least expected an apology and for them to read my original note,1
Very pleased with my purchase!! Cute cute cute!!,5
Quick Delivery! Easy to work with!,5
The sign was perfect! It shipped on time the quality was great!,5
The quality was not what I expected.,2
Cute sign can’t wait to give this to my parents.,5
I received the wrong item. I ordered a sign that said Gigi and Grandad’s but got one that said Gigi and Grandpa’s. Very disappointed.,1
"They are so ugly rude, 
obnoxious, and could careless about their customers simple cancel request. Loath this shop, and their customer service is not a concern of this shops. Best wishes to you",1
Loved it...granddaughter thought it was so cute for her boys bathroom,5
By far the WORST customer service I have ever encountered. This shop tried shaming me and belittling me into thinking I was wrong for being unhappy with a sign that was pixelated and blurry. Do not buy from these people as they clearly do NOT care about their customers or take pride in their work. I would leave 0 stars if I could. They should be ashamed for telling me I should “write an apology letter” to them and Etsy for opening a case and wasting their time. Absolutely appalling .,1
I look at this every day and fall in love with it all over again.  It's beautiful. Looks perfect for the location I chose.  Well made.  Well described.,5
CHOOSE ANOTHER SELL!! Would not recommend ordering from this seller!,1
Great seller. I just purchased my second set of these. Quick responses from seller and shipped really fast. Thank u so much for the surprise glitter clothespins :). I love these. I can't wait to display our pictures for our wedding. Will buy again.,5
Very cute. Great seller. Thank you for the fast shipping!,5
"So lovely and petite.  Years ago I had a pin like this, only larger.  I lost it one day and have agonized over that loss ever since.  These lovelies will help. : )",5
"Buyer Beware! While these knobs look nice online what you receive is actually something very different. The knobs I received looked like ten cent wooden knobs from Lowe's with compass rose stickers on them. You can actually see the folds in the stickers at the edges! Don't bother trying to contact the seller for a refund either, you'll just get a run around about how it is all your fault and all sales are final! Very disappointed!",1
Great decoration for the holidays!  Great seller to work with and fast shipping.,5
Super cute!  Love the colors!  Thank you so much for making these custom for me.  Great seller to work with and fast shipping.,5
Love these tags & the seller was wonderful to work with!!,5
"I'm a little disappointed in the quality for these. The photo makes them appear much more seamless than they do in person. The design is considerably off centered on one knob and the ""E"" is mostly cut off on the other. The screws that are included also don't fit the knobs! They're too big. They feel a bit sloppy and rushed. Shipping was prompt at least.",2
Love this paw coaster! Thank you :),5
"Very nice, wine stopper. Will shop here again.",5
I love these fast shipment,5
Smaller than I expected. Shipping was slow,1
"Oh my!  What can I say!  These are simply gorgeous, well made and totally fabulous.  These will make a beautiful addition to my kitchen cabinets and drawers.  Wonderful seller.  A+++  I will be back!",5
Love the coloration in the background - the pictures online do not do the product justice! Great work and great product.,5
"Wrong color, ordered deep red ie brick, what came was more of a pink, had to cover picture and spray paint myself.  Not exactly thrilled.",3
Perfect gift for a wine and dog lover.   :),5
"Perfect! Love it! Great to display around the house!
Thank you!
Jul",5
"FUN!  Love these wood hangers!  
Thank you,
Jul",5
Picture on the site clearly shows a set of four coasters when in actuality the price is for only ONE coaster. I consider this false advertisement and quite misleading.,1
Love it! Awesome quality and it shipped fast!,5
The shirt is not good quality. They are very stiff and uncomfortable. Main description is misleading. This is for one shirt not both.,1
Text us not nearly as bright as pic. Very faded.,3
The colors are not as bright as they appear hade a very faded look,3
Very nice shirts. Bought them for my husband and I and they were perfect.,5
"Never again...this item wasn’t even personalized and I received it a few days after Christmas, but just in time for next Christmas!!",1
Came as ordered. Cute couple shirts.,5
I bought these shirts to surprise my daughter and her new husband on their honeymoon.  I love them and they turned out awesome!!  It was easy to order and shipped on time.  Thank you!!,5
"Its okay. The print on the shirt didn't look as good like in the photo wasn't properly printed, kind of faded on the mug and the shirt felt like a cheap quality and felt itchy. Really wanted to wear this for a photo shoot but its not going to work.",3
"Great item and material, fun design, super fast shipping!",5
"Great item and material, fun design, super fast shipping!",5
Definitely not a small. Runs very big and boxy. Small fit like a medium and medium fit like a large. The picture makes the shirts look cozy and these are kind of scratchy. The color is darker than a heather Grey as well. Very disappointed. We returned our matching Old Navy pj's for these shirts. Sad to say we might go back and get the Old Navy ones since the fit is more spot on.,1
"Arrived timely, printed different than I thought they would but soft sweatshirt and doesn’t run too small.",3
"The sweatshirt is a great fit and really cozy. The print looks/feals like a real print rather than a quick iron on, even though it's large.",5
The shirt is very cute.  Fast shipping too!,5
Great shirt! good material. Fast shipping.,5
"Obviously got these to wear for Thanksgiving. Words aren’t at bright as I thought they would be or shown in the picture and the colors on each shirt aren’t the same, making it look like they don’t match. One is more yellow. Disappointed is all.",1
Perfect shirts for our first trip as husband and wife. Comfy and cute. Highly recommend!,5
These shirts were perfect for our mini moon trip! Wore them on the flights and the first day. Comfy and true to size. Make sure you have order in enough time to wash before you go because of the shirt creases and smell from the iron on. Happy with this purchase 🥰,5
Will work but pretty disappointed that the hats on the shirts were bright red like in the picture. They look very dull.,3
great product and fast shipping,5
"I was expecting the nice, soft looking women's t-shirt in the picture but I received just a Gildan t-shirt. They didn't look nice enough to actually wear. It's hard to see the white lettering on the pink shirt, also unlike the picture, so I wouldn't recommend that color shirt. Disappointed that I paid to rush ship these and we ended up not even wanting to use them, especially because I chose these over many similar ones on Etsy. (I also don't think rush ship was necessary but I was told I needed it to guarantee arrival)",1
"The lettering is really vibrant and cute on the white shirt (better than the pink bridesmaid shirt) but I was disappointed in the style. It's just a Gildan t-shirt like you'd wear to gym class, not the soft, nicer quality shirt pictured.",3
"The shirt itself looks awesome! However, I normally wear a size large T-shirt but this large comes down past my knees.",3
Not going to be able to use them since I did not receive my full order. They were willing to refund 40$ out of the 114$ I spent. I would not recommend this shop since the people who own it do not do the shipping and printing themselves therefore quality control is little to none.,1
Not going to be able to wear them since I only ever received 4 out of the 6.,1
"When I first received the shirts, 4 out of the 6 were good. However one of the shirts had very faded printing on it and it looked different from the others and another shirt was completely wrong and was not at all what I ordered. Upon receiving these, I immediately contacted the shop and told them and they asked for pictures, I complied, and they put new ones back into production. I informed their printing partner of the day that I needed these shirts by 4/23 at the latest. I was not met with a response, but instead earlier today received the email that it had been shipped but not scanned, therefore not stating its arrival time yet. I emailed the printer again and asked when it arrived.. no response. Then tonight at 8:56 the package was scanned and is reportedly going to be delivered Thursday night and Ill already be in Orlando.",1
Delivered early and the shop was very responsive to my questions! Everyone loved the shirts at the park :),5
Item was not as expected. Print was faded as if tank top had been worn previously. Color of tank top was more off white than white. Will not be ordering again,1
They look even better in person!! I am very impressed and so glad we purchased them!!!!,5
Turned out super cute! I only wish the cotton was softer but it really wasn’t a problem at all.,5
Initially we weren’t satisfied with the print but after contacting the shop they sent out a new order and we had no issues. They look perfect :),5
"I order the ""forever together"" couples set in white for my husband and I. These shirts look very bright and pretty in the photo but a warning for you all - this is not the case. The white is a very dull white and the words/print is very faded looking. The black isn't a clear black and the red is very dull. I am very unhappy. I'm leaving two stars because the store owners did send new ones to improve it, but they look the exact same. It is not what is pictured at all and there's no returns so now we have shirts we don't like. :(",2
Perfect for my boyfriend and I for Disney world. Thank you so much!,5
Not as it appears in the photos. Seller not willing to refund only reprint and send the exact same shirt.,1
Loved this item. I had a small problem with the color but seller fixed the problem very fast. would order from them again.,5
"Super fast shipping, as always! Ink was a little blurry (not like the first order of shirts that I purchased weeks ago) but no worries, still great! Thank you!",5
"Cute design, but sizing was off. Owner was kind enough to send another shirt in a bigger size, but the design on that shirt was extremely faded.",1
Do not like the fabric.  It's stiff and scratchy.,1
"I bought these shirts as a set for me and my bff. She thought it was adorable. I would choose a softer shirt on my next order, but the printing was great and it shipped in plenty of time to give as a Christmas gift. Thanks for a great item and great service!",5
This tshirt are nothing like the pictures. The Mrs/Mr and Santa hat are super shade blurry and dark and the look old. I was looking forward to wear this shirt on christmas. Very disappointed.,1
Shipped on time! Was a gift for a BTS fan!!! She loved it! Thank you!!!,5
Very poor quality shirt. The fabric is stiff and very cheap. We were hoping for a more comfortable shirt to say the least.,1
This BTS shirt was a gift for my niece.  Received shirt in a week and the the quality of the shirt was great.  My niece loves it.  Great customer service and communication from seller.  I would recommend SugarBae to friends and family.,5
Terrible quality. Printing was faded and T-shirt is a cheap feeling material that is very thick and stiff.,1
"Received this shirt and was not on the T-shirt they had advertised. Not a soft feel shirt at all, very heavy material. Printing was terrible. Not crisp and clean at all. Contacted company and they said they would send a new one and they did but it was just as bad.",1
Big hit with my Office-obsessed son. Nice quality!,5
"Quality of print is very bad, for one singular small print the quality should’ve been much greater.",2
"Amazing product! Bought as a Christmas gift, and recipient was so excited! Great work 😃",5
"Quality of print is very bad, for one singular small print the quality should’ve been much greater.",2
"Quality of print is very bad, for one singular small print the quality should’ve been greater.",2
Best shirt clean print and smooth fit.. quick ship and would DEF buy again for another printed tee,5
Great!! Thanks so much for the quick delivery!,5
This was a gift. Ordered a womens v-neck got a mans crew neck XL. Sent seller a picture. So disappointed but didnt want the hassle of sending it back & waiting for the right order. I guess she can use it as a nite shirt. Won't use this seller again.,1
Pictures on socks are not as shown. Poor quality pictures. Difficult to tell who was even on the socks. My daughter loved them though.,3
different sick came but my sister still liked her gift,2
"Love, Love, Love! Exactly what I wanted! Thank you!",5
Fast shipping and perfectly fine item. Colors were dull though (lots of b/w) and images were much different than the ones in the photo. It still works as a gag gift (as intended).,3
"Im disappointed, it’s Nothing like the picture! Bad quality of the images. This was suppose to be a gift for Christmas.",2
Very blurry screen print! I was really disappointed. The quality just isn't there! Don't waste your money!,1
Thank you I am sure my granddaughter will love them.  And thank you for putting up with a frantic grandma⭐⭐⭐⭐⭐,5
I bought the Jennifer Lopez socks as a gift but on one of the socks it had a noticeable smudge mark.,2
My daughter will love them! Thank you ♥️,5
"Awesome design, but packaged in a tiny ball that made the shirt very wrinkled. Not ideal to give as a gift until ironed out.",4
"The socks are soft and comfortable, a perfect present for my Harry Styles obsessed friend! Also, Teesby was super helpful and responsive when I accidentally ordered the socks to the wrong address. She re-sent them ASAP to the right address and I still got them really fast. Thank you so much!",5
"Not happy with my purchase. Socks arrived - one was bigger than the other, and they didn't have the same pictures on them as were advertised. The pictures are of a much younger Harry Styles, not as pictured in the ad. Notified the seller. They asked me to send a picture of the socks, which I did. They responded - ""That is a big difference. I am sorry. I will make another pair now"". To their credit, they did send a new pair. Unfortunately, they still had the same old pictures on them. The size was a little better, but they were still not as pictured. I will put both pairs in the donation box, because I am embarrassed to give them as a gift. I've ordered a lot from Etsy. This is the first problem I've had.",1
My teenage daughter will love these socks. Fast shipping also.,4
"T shirt came quickly 
The only complaint is they stuffed the t shirt in a small package and when i received it it was TOTALLY wrinkled. Had to iron it to make it look presentable for giving as a gift",3
"Giving stars for fast shipping. Otherwise, the product runs way small and is made of cheap-feeling materials. Definitely a disappointment. But the sale itself was fairly simple.",3
"Cute socks! Shipping was prompt, quality was good and the gift receiver loved them.",5
My shirts were FILTHY when they arrived.,1
"Very, very well made and shipped fast!

Thank you!",5
screen printing was not done well so the bodice is very small and doesn’t align with my actual body parts like it does in the photo. it’s also on a hard scratchy Gildan shirt which i didn’t expect for this price. a big bummer,1
Same as pictured. Shipped quickly. The perfect birthday gift!,5
The screen print is blurry.,3
"The women’s shirt sizes are not as the picture shows. I would deff check into sizing before you order, it is really tight and form fitting. This will not fit as the gift is for an individual is very top heavy. I am really disappointed,
Should have ordered it off amazon for half the price.",1
Awesome shirt! Great quality! Accidentally got sent the wrong size and the shop owner quickly addressed the problem and sent me a replacement. I will definitely shop here again!,5
Quality of socks - not good. Not as  nice as I hoped they were going to be. Fast shipping though!,2
Cool shirt. Helpful and efficient seller!,5
"Amazing shirt, customized for Van Halen! Much appreciated!",5
Very high quality worth the wait,5
"Loved the shirt so much that I bought one for a friend, they love it as well. I recommend getting this!",5
"Hilarious shirt, can’t wait to show it off. Fits well and looks good",5
"Excellent quality, fast shipping. Highly recommend seller.",5
"Fast shipping, great quality! Thanks!",5
this was as advertised and they had fast shipping,4
Perfect!! Even made a small adjustment to the graphic just like I asked them to!,5
These arrived super fast and are super cute. Daughter will love! Thank you,5
I love the socks! i got a size 9 (my shoe size) i think they're a little to big but not noticeable. the calf part is a little tight but other than that the socks are great quality!,4
Extremely comfortable.mu niece definitely loves her socks,5
"Screen print was low quality and it was also not centered on the front of the shirt. For all the good reviews I read about this shirt, I was not impressed and would not recommend this product.",1
Really cool shirt and great shipping,5
Nice shirt!! Thank you!,5
"The teenage gift recipient loves these and wears them around all the time. We have yet to see how they will hold up after several washings, but so far, so good!",4
Finally got them it took a while for them to arrive but I loved them once I got them,4
