review_id,title,author,rating,content,timestamp,is_verified,helpful_count,product_attributes,company
RUYA2OVG0565,5.0 out of 5 stars Exactly as expected - Great,LS.,5,"I have always been a fan of Beats products and they are well known for being high quality so this newest version of the Beats pill did not disappoint. It sounds great, it can get very loud for just a small little speaker and has very clear sound with exceptional bass woofer. It has a long battery life, charges very quickly and an updated USB-C charging port. It also comes with a code for a free trial of Apple Music and the option to add Apple Care+ and the option to add it to Find My device through Apple.","Reviewed in the United States July 8, 2024",False,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+,Beats
R2F0KIF8NGTETI,5.0 out of 5 stars Sounds great,R. Story,5,I am kind of a music snob so I am pretty picky with speakers. For the size of this thing I am not sure I could ask for better. I have a list of songs that I listen to on any new speakers or headphones that I get. I want to hear every note from every instrument and the vocals. I want every thing to be be crisp and clear. If I cant adjust my eq to make that happen (different songs have different settings) then I dont keep it.This little speaker just sounds good. I have had beats products before and was happy with them. This is probably my favorite. It is super easy to connect to my samsung s24 ultra. As soon as I turned it on a notification showed on my phone asking if I wanted to connect it. It sent me to the play store to download the app for it and then I was listening to music.Super easy to connect. Looks great (I have the red one). Sounds really good. Definitely 5 stars.,"Reviewed in the United States June 28, 2024",False,0,Color: Statement RedStyle: PillPattern: Without AppleCare+,Beats
R2LR6Z1P8R9XRY,"5.0 out of 5 stars Excellent portable, wireless speaker - and stylish",Amanda999,5,"Love the Beats Pill. Easily connected to my (Android) Pixel 7 Pro via Bluetooth. Good battery life. Lightweight - very easy to carry to different rooms or garage, wherever you are working/hanging out. I like the stylish but minimalist look. Got the tan so it wouldn't show dust like black would (the red looks great but I wanted a speaker to sit on a bookshelf and not stand out too much.) It is great that it works with both Android and iOs - I have music and audio books on both my iPad and Pixel 7 Pro phone, so this is very convenient. Highly recommended.","Reviewed in the United States July 2, 2024",False,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+,Beats
R13BNKZHOFP9ZY,5.0 out of 5 stars The best portable speaker ever!,Amazon Customer,5,"I almost don't even know how to describe how good this speaker sounds!100 watts is crazy for this small of a speaker! It sounds so good!The base is deep and the sound is smooth. Really great quality and it's definitely durable! I love the silicone base as I have small children. (It's been picked up and dropped a few times lol)It connects to all of my devices, no problems.An investment in a high quality speaker that will last for years, definitely worth every penny!","Reviewed in the United States July 2, 2024",False,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+,Beats
R3OEQ3IQDA17MM,5.0 out of 5 stars Great portable speaker,Chris C.,5,"This Bluetooth speaker has surprisingly good sound for a portable speaker. The bass is even pretty good, punchy, just a little muddy sounding, but better than other brands I’ve used. I like the clean matte black look, though the silicone does attract a lot of dust. So far, the battery life and range seem good.","Reviewed in the United States July 5, 2024",False,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+,Beats
R1Q9V2VB0PBDGS,5.0 out of 5 stars Amazing product!,Lisa,5,This speaker excelled my expectations! It is bug enough to play loud but small enough to store easy and travel. We used it at birthday parties and the beach and it was perfect for both. Great sound and did not take up any space traveling. So glad i got this! 100% recommend.,"Reviewed in the United States July 7, 2024",False,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+,Beats
R38GQ5W13HCMHD,5.0 out of 5 stars good sound quality,Jenglish,5,"Use this for multiple purposes. Sound is great, loud and better then other speakers I have used. The speaker is not very bassy but for my purpose that is fine. The duration of the battery is good also. I have ran it for a few hours before it started to disconnect and reconnect due to lack of power. Over all I will be recommend this to friends and family.","Reviewed in the United States July 3, 2024",False,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+,Beats
RS2F0P510KB7D,5.0 out of 5 stars Loudest and Best Bluetooth Speaker of this Size,J. H.,5,The beats pill has a strong legacy. This 2024 model is the best yet. It does everything! Yes it has a mic. Yes it can charge your phone. Yes IT HAS LOSSLESS AUDIO THROUGH USB-C! Yes it is extremely loud but crisp. The bass is amazing. It has an easy interface with iPhones.It’s cheap!! And yes it’s waterproof and sand and dustproof!!,"Reviewed in the United States June 29, 2024",False,3,Color: Matte BlackStyle: PillPattern: Without AppleCare+,Beats
R3KPQBYL6X3PQX,3.0 out of 5 stars Sounds good. Not overly loud. Needs more buttons,Carpe_Diem,3,"This Bluetooth speaker is on the higher end of the price range for a small form factor speaker.Priced similarly to the JBL Extreme 2 (which I also have) the sound quality is about the same. Which is to say, very good for a small speaker.Compared to the JBL, the Beats Pill is:Not as loudHas a slightly better sound quality.Slightly smallerDoes not have a carrying strap (which you can also use to hang the speaker)Pairs automatically with Apple devices and can be tracked using Find MyBoth offer multiple speaker pairing.My biggest complaint about the Pill is that there are just not enough buttons. There is no dedicated power button, and in fact there are no instructions anyplace in the Apple/Beats ecosystem that tell you how to turn it off. (Push the Action button for more than 1, but less than 1.8 seconds.... how dumb is that?) With only 4 buttons, there are too many button sequence combos to remember. Seriously, a volume up/down AND a track up/down would have made life so much easier.All in all, this is a nice sounding Bluetooth speaker, with some good features, let down with a dumb user interface. If you don't mind learning a few tricks to use this device it will be great.However, if you are one of those people who doesn't read instructions, get something that is more intuitive to use.","Reviewed in the United States July 19, 2024",False,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+,Beats
R16YQMK6DBJQBM,"3.0 out of 5 stars Great sound, but MONO ruins it!",B Lii,3,"I was stoked to try a speaker from Beats with a great battery life and increased output; however, not having any stereo image from a speaker this wide is just silly, I’m sorry.I’ll stick with the Wonderboom or Everboom. Wish they’d make a Wonderboom with USB-C, but the stereo imaging on it, even with slightly less bass and output than the Beats Pill is where it’s still at for me.I love a good stereo image too much to keep a mono product, sorry!","Reviewed in the United States July 12, 2024",False,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+,Beats
R2H42JDX6Y37E,5.0 out of 5 stars Best beats pill ever !,B,5,If you’re in need of a new lightweight portable speaker that’s compatible with iOS and Android this is the one for you.,"Reviewed in the United States June 30, 2024",False,1,Color: Statement RedStyle: PillPattern: Without AppleCare+,Beats
R3L2A88GOC5G6I,5.0 out of 5 stars Good speaker,Oli Rivers,5,"The media could not be loaded. For a smallish / portable sized speaker, this sounds great. Works well with my iPhone and sounds high quality and clear with music, which is what it’s for. The bass on this speaker is awesome, so if that’s something you enjoy, you’ll enjoy this. And of course the iconic design still looks fun and unique. It also came with stickers, a cable, and instructions + a bonus. I accidentally got two of the packet things but I’m not complaining at all haha","Reviewed in the United States July 1, 2024",False,5,Color: Matte BlackStyle: PillPattern: Without AppleCare+,Beats
R99X2DXJ9IWPM,5.0 out of 5 stars Rlly good,Luis dejesus,5,The media could not be loaded. Great audio loud and just looks rlly good.,"Reviewed in the United States July 2, 2024",False,5,Color: Statement RedStyle: PillPattern: Without AppleCare+,Beats
R2AZVHS8KVEN85,1.0 out of 5 stars Switches off quickly and unexpectedly even when fully charged.,Dr. Help,1,"Had great hopes for this speaker, but unfortunately, it switches off randomly even when fully charged. Sometimes this happens in less than 30 min which is a big problem because it's battery life is supposed to be much longer than that. It's beautifully made and looks elegant like Beats products do, but unfortunately, it just does not work like it's supposed to.I will update this review if needed based on further experience.","Reviewed in the United States July 31, 2024",False,5,Color: Matte BlackStyle: PillPattern: Without AppleCare+,Beats
RDNZF4I13GKT4,Satisfaction Pill,YAN,5,"It’s compact and efficient, with the lithium battery and usb-C charger integrated, it doesn’t take much time to be fully charged. Good quality sound for the price ranged.","Reviewed in Canada August 3, 2024",True,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+,Beats
R3IZVBKYX8CE4G,"Excellent- Packs a punch, great addition to Apple Ecosystem",Pat,5,"Simple to use, very simple to pair within the Apple ecosystem, supporting iCloud pairing and simple initial pair. Can easily get battery information directly from device. AirPlay integration would have been welcome.Controls are simple, although take some practice to get used to. Power button controls both power and pairing. I do wish the Pill could be turned on with one touch of power button. I've yet to test the microphone/speaker function, but that's a nice enough addition.I find the sound great, but I am no audiophile. I intend to use this speaker for what portable speakers are best designed for- travel, beach, patio, etc. It sounds excellent, even at moderate volume. The dual pairing function looks awesome, although not within my use case.Design is sleek and feels solid- but light enough for great portability. The soft touch silicone feels great, although I can foresee being a bit of a dirt magnet, at least on the champagne gold model. The lanyard is a welcome addition, but I do wish it was adjustable- unsure what the point of adding a lanyard is if it cannot be tightened/loosened. USB-C is a great addition, as is fast fuel.Battery life is rated at 24H. Based on early usage, I would believe this to be reasonably accurate. Unit drained about 10% listening to podcasts at ~50% volume.Overall positive first impression. Definitely not a cheap speaker, but you are buying this for the ecosystem integration, good sound, and excellent battery life. Price is pretty on par with similar quality speakers. Beats products are frequently discounted, so maybe wait for a sale.","Reviewed in Canada July 2, 2024",True,1,Color: Champagne GoldStyle: PillPattern: Without AppleCare+,Beats
R72QZJ321STFM,"Great sound, small form factor",Michael,5,"Upgraded from an Anker Soundcore 2. Considered JBL and Bose, but went with the new Beats Pill due to battery/quick charge and its integration with iPhone. Also, really like the look of the speaker in the champagne colour.","Reviewed in Canada August 3, 2024",True,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+,Beats
R80YU36P72YZ5,Awesome,Gaby b,5,I bought this to replace my old pill+ that use everyday at work. Everything is better and the sound is way better than the pill+.,"Reviewed in Canada July 1, 2024",True,1,Color: Statement RedStyle: PillPattern: Without AppleCare+,Beats
RGSIQ5EFETRO2,Amazing sound quality in a hefty package (w/ usability issues),Ryan,4,"The Goods:🔊 As a Master's student looking for the perfect wireless speaker(s) for my monitor setup, I was thrilled by how good the new Beats Pill sounds. With a punchy bass and a wide sound stage even for classical/film music, I've enjoyed using them (yes, I got a pair) for music and watching Netflix. The sound quality from stereo pair is absolutely amazing.🔋 I love that it is type C fast-charge, and that battery lasts for at least 2-days of normal use; the feature to reverse charge ur other devices is certainly nice but a bit gimmicky in my opinion considering I've never found a scenario to do so.📲 It supports airplay and findmy, and I could control it from my Mac, Macbook, iPhone, iPad, and my Apple Watch. A nice convenience feature.The Bad:❌ A price tag of $199 CAD (2x HomePod mini) is just not affordable to most, especially for a pair ($398)❌ The shape of the pill + the rather hefty weight makes it harder to grab❌ Sometimes I'd get the spinny wheel on Airplay for the longest time without connecting to the Pill❌ I could not connect to the app for stereo pair at all. The app never ""found"" my Pills.❌ You must hold down your fingers on two Pills concurrently to enter stereo mode, not v user friendly.❌ With power button serving many functions, I had to learn how many seconds it takes to turn on/off, enter pairing mode, etc.❌ The soft rubber surface on top and around the Pill's back attract all kinds of micro dusts and lint.Verdict: While the New Beats Pill delivers incredible sound quality, compatibility, and performance, it is NOT designed with user-friendly interactions in mind. The many little inconveniences will eventually add up to the point you realize it is probably not worth it for its hefty price tag.Alternative: The Bose SoundFlex offers virtually the same features (except for Airplay compatibility), it is more affordable, has a functional in-app pairing/control experience, has an extra speaker grill in its back, and pairs to 2 devices simultaneously while supporting automatic pause/play as you switch between devices.","Reviewed in Canada July 31, 2024",True,2,Color: Matte BlackStyle: PillPattern: Without AppleCare+,Beats
R3C48R9442CEPW,Not Disappointed,Sadik,5,"For the size, the clarity and quality of sound is impressive, just don’t turn it all the way up","Reviewed in Canada August 11, 2024",True,1,Color: Champagne GoldStyle: PillPattern: Without AppleCare+,Beats
R19HJ1IJ3SG45,Love ✨️ 😍 ❤️ 💖 the speaker,Celia,5,The size is perfect 👌🏾 love the sound quality 👌🏾 I recommend 👌🏾 👍🏾 😀 😊 👏🏾,"Reviewed in Canada July 20, 2024",True,0,Color: Statement RedStyle: PillPattern: Without AppleCare+,Beats
R2ZF60HWQ8L0NI,Amazing speaker,Ted Has,5,"Feels so solid of a device, highly recommend it. Only thing I am not happy about is it does not connect to HomePods.","Reviewed in Canada July 18, 2024",True,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+,Beats
R5MDCDPBY7JWQ,BEST SPEAKER IVE OWNED.,Bryson baker,5,hands down my favorite Bluetooth speaker. I like how it is recognized by Apple devices and you don't need a separate app to control the speaker.battery life is phenomenal!,"Reviewed in Canada September 1, 2024",True,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+,Beats
R20JL1MKBTGJJS,Good speaker,freshy519,4,Good speaker but will dent easily on first fall,"Reviewed in Canada August 21, 2024",True,0,Color: Statement RedStyle: PillPattern: Without AppleCare+,Beats
R2O1O765SU0CAW,5.0 out of 5 stars Awsome speaker!!,Augusto S.,5,"I've been using BOOM speakers for about six years. Upgrading from the UE BOOM to the MEGABOOM has been an awesome experience—the sound is incredible, especially when paired with other BOOM speakers. It pairs easily with my phone, and the color is fantastic. I have no complaints; these speakers are some of the best on the market.","Reviewed in the United States August 18, 2024",True,0,Color: Lagoon BlueStyle: MEGABOOM 3,Ultimate Ears
REGAOV04FVZPM,5.0 out of 5 stars I’d give it six stars if that was an option,Brian Taylor,5,"UE BOOM XL is an absolute game-changer. Its robust design and impressive sound quality make it the perfect companion for any occasion, whether I'm at the beach or tailgating before a concert. The 360-degree sound projection ensures that everyone can enjoy the music, no matter where they are in the vicinity. Plus, the waterproof and durable construction means I never have to worry about it getting damaged during outdoor activities. The long battery life keeps the party going for hours on end, and the ability to pair multiple speakers together for a stereo effect adds an extra layer of versatility. Overall, the UE BOOM XL has exceeded my expectations in every way, making it a must-have for music lovers who enjoy taking their tunes on the go. Perfect accessories to add would be the carrying case and the wireless charging dock!","Reviewed in the United States April 26, 2024",True,2,Color: Lagoon BlueStyle: MEGABOOM 3,Ultimate Ears
RWJ5WXT4YDCW3,5.0 out of 5 stars Best Portable Speaker EVER - Here's Why!,Tyler Clark,5,"I have used and abused my Mega Boom 3s for over four years and other models even longer with nothing but success. People compare them to bose and other brands but they are incomparable and here's why. I have put these speakers through 125f summers sitting in the cab of a car pushing 140f inside. They do have a heat sensor that tells them to not turn on. So I dunked them in my ice water filled cooler for a few minutes and bam good to go. I pressure wash my sand covered golf cart with the speakers playing in the cup holders, pressure wash the speakers too, played the entire time and clean as new. I have dropped them off tailgates, coolers, ladders, still pushing. I have thrown one in a pool, still good. I mostly use them in Baghdad where I work and they push straight through the summer with impressive battery life in the heat. They sound exactly as good as the similar model bose, I compared and played two and two around a pool, but half the price and one hundred times the durability. I pair mine year-round, and now one auto-connects as the master and the other always connects as the slave every time I turn it on, so I never even have to open the app. This feature is amazing. Everyone always asks me about these speakers because they sound so good when paired offering a pool, patio, golf cart, or bedroom stereo quality sound. Truly there is no next step beyond these speakers with portability as they are the best sounding and still capable to be utilized outdoors safely. The only speakers that sound better all lose the imortality this speaker offers. I have never owned any other electronic I could literally pressure wash the dirt off, its insane. I have other models I take kayaking and abuse to mud, sand, and a LOT of water, still work like new. Biggest tip, attach a very large carabiner to the fabric loop. I hang mine from everything, everywhere, at all times. And dont get one, get two at a minimum. That is where the joy really comes in. My one complaint, the system needs a hair of time to process sound, so if you watch them with a movie they are slightly behind the video.","Reviewed in the United States October 16, 2023",True,48,Color: Night BlackStyle: MEGABOOM 3,Ultimate Ears
R6R8509DBWOR0,5.0 out of 5 stars Needed New Portable Speaker,crowcounters,5,So I needed a new Bluetooth speaker and after using Bose Soundlink for the last one was not happy for the battery life. Tried out a few and decided on this one. Love it. The size is great doesn't feel cheap. The sound though is the main thing. It doesn't have the best bass but unless you are listening to a bass heavy album or playlist you don't really notice. The best part is the volume level. It feels the room with clear sound. The battery life is awesome. Use it as I work from home. Works over half the week before needing a charge.,"Reviewed in the United States February 25, 2024",True,2,Color: Night BlackStyle: MEGABOOM 3,Ultimate Ears
R1LFUNLG9OWEN8,"4.0 out of 5 stars Great Practicality, Good Sound",Amazon Customer,4,"This speaker is just amazing. I've had it for almost a year now and I'm really happy with my purchase. Overall, sound quality, size, build quality and features is just perfect. The speaker packs an immersive sound and the size is perfect (big enough to put out rich sound but not too big, perfectly portable). Innumerable times I've let it fall, yet it only has minor cosmetic damage. Very easy controls and the app has is very simple design, with PartyUp which works amazing too (I have a Hyperboom and these two sound incredible together). The reason why I only gave it four stars is because at high levels, depending on the song obviously, this speaker tends to compress the sound so that it doesn't distorts, which makes it have volume fluctuation on the highs (when the kick hits, for example), so this sacrifices sound balance for undistorted sound. It happens only at max volume and is really not that noticeable so it doesn't affect sound quality. This is not something to worry about for general consumers though, only audiophiles like me. Battery also lasts, specially at a normal volume level. I've gone for days without charging it, using it consistently. Bluetooth connectivity easily gets interrupted with walls and other objects but range is not that bad. Definitely would buy another one to add to my collection.","Reviewed in the United States June 23, 2024",True,1,Color: Night BlackStyle: MEGABOOM 3,Ultimate Ears
R3UHPM2QVKLGRV,5.0 out of 5 stars Very good sound for a portable speaker!,Giblet Gravey,5,"OK, happy again. It is 4/24/2024. Just found the option in the Android app was restored, which allows turning-off the battery-draining remote-on feature!! The feature (switch) in the app is marked ""new"", so this looks like a recent development. Happy to give 5 stars now.Speaker has been rock solid for over a year, and sounds great. Had another (newer) speaker die some months back (wouldn't turn on), so happy this one is going strong.Wouldn't have been so fussy, but with these portable speakers, the battery is ""do or die"". Being fair, the battery drain wasn't ""that bad"", but was still a problem.------- Updated 6/14/2023 -------Very unhappy with Megaboom 3 now; down-rating to 2 stars (not 1) since the sound is good, but downgrading from 5 due to ""battery drain"". Apparently there is some sort of ""always on bluetooth remote"" feature that drains the battery, even when not in use. Since I only use this speaker when I want portability, this is a MAJOR SHOWSTOPPER for me.In researching, I find posts saying that the app could formerly disable this feature, but that the feature can no longer be disabled (as-of several years ago).In the future, I'll stick with JBL or Oontz. NOT happy.------- Original Review --------Very happy with my Megaboom 3. I ""drive"" it from a Samsung Android phone, with the ""rock"" EQ selected in Android settings. No EQ from Megaboom app: just flat. While I know these speakers (all brands) struggle with bass, as a bass-player that grew-up with 200W and 2x15"" speakers, I can't complain when tiny speakers struggle with the low frequencies. It's basic physics.I have nice headphones and a bigger bluetooth speaker, I never lug around, but for the small speaker I wanted for portability, it is very nice. My use-case is indoor, mid-volume. 12W probably won't ""shatter windows"" outside, but I don't need that. I certainly prefer the sound the Megaboom 3 to my Beats Studio Buds.Bonus: You can replace the battery! The Bose Soundlink Color I am replacing does not have an easy battery replacement.","Reviewed in the United States December 31, 2022",True,5,Color: Lagoon BlueStyle: MEGABOOM 3,Ultimate Ears
R1JGDSPMQNH5F3,5.0 out of 5 stars Nice Portable Speaker,NELSON RODRIGUEZ,5,Great sound quality,"Reviewed in the United States August 8, 2024",True,0,Color: Night BlackStyle: MEGABOOM 3,Ultimate Ears
R2178FN8AQEOUD,5.0 out of 5 stars Great sound!,Jessica Ford,5,This is our second Mega Boom. We simply love this speaker.,"Reviewed in the United States August 17, 2024",True,0,Color: Lagoon BlueStyle: MEGABOOM 3,Ultimate Ears
RQLE8OEKEV37W,5.0 out of 5 stars Doesn’t hold charge,Joni,5,This is my third one and it stops holding a charge around two years. Disappointed. It should last longer for the price. Not cheap.,"Reviewed in the United States August 26, 2024",True,0,Color: Lagoon BlueStyle: MEGABOOM 3,Ultimate Ears
R12JNE611065TE,4.0 out of 5 stars Not very loud for the size,Chris,4,"I have the Wonderboom 3 speaker from UE and it sounds better than this expensive one. I am disappointed in it for the price I paid. I tried to use it a few times but it becomes distorted if you try to turn it up. Now it just sits there and I use the WB3 when I am out at my pool. If I knew then what I know now, I would have never paid that much for it and I would have ordered a different brand. I did my research too, so I am not happy with this purchase or the reviews I saw for it.","Reviewed in the United States June 24, 2024",True,1,Color: Night BlackStyle: MEGABOOM 3,Ultimate Ears
R38NJ09B171MPJ,5.0 out of 5 stars Muy bueno,Jorge Enrique Diaz Cabrera,5,Sonido espectacular y fácil de usar,"Reviewed in the United States August 30, 2024",True,0,Color: Night BlackStyle: MEGABOOM 3,Ultimate Ears
R16Q9VTULFCX0,5.0 out of 5 stars A great gift option!,Amazon Customer,5,A great gift option! My nephew loved it!,"Reviewed in the United States August 16, 2024",True,0,Color: Lagoon BlueStyle: MEGABOOM 3,Ultimate Ears
R244KN993K78E0,5.0 out of 5 stars Finally a Bluetooth speaker that sounds good!!,Patricia Wojtilla,5,"I’ve been through so many speakers that claim to have good sound.. this speaker sounds awesome!! I also like the fact you can download an app and it has an equalizer!! Literally just pulled it out of the box, messed with the EQ and loving the quality of sound!! Probably gonna buy another one so I can pair them to be in stereo.","Reviewed in the United States July 7, 2024",True,1,Color: Night BlackStyle: MEGABOOM 3,Ultimate Ears
R303LNSOEV9L0Q,5.0 out of 5 stars Quality,"gene ,reno",5,"I received my speaker 4 days agoand have used it every day, Very easy to set up i use it with my iPhone to listen to Pandora it puts out the best sound, you can hear the highs and lows i like bass, the sound is very clear. It is nice that if you forgetto turn it off it will shut its self off in a short time.I mainly use it in my garage GM.","Reviewed in the United States June 23, 2024",True,1,Color: Sunset RedStyle: MEGABOOM 3,Ultimate Ears
R3ICMEMXED8E3Q,"3.0 out of 5 stars Mixed bag, doesn't meet my needs, but might meet yours",Tom,3,"The good:Easy to set upVery high build qualityWorks properly out of the boxCan go anywhere, even in the showerGets quite loudUnoffensive app with decent controlsThe bad:Sound qualityUses micro USB cable in 2024USB cable barely fits, seems like an afterthoughtThree stars imo, because sound quality is the most important factor to me.It's definitely good enough sound quality and volume for small outdoor parties and adventures. It's cool that you can get it soaking wet without fear. But if you plan on using it mostly at home, and can live with your shower tunes coming from a speaker that's on the bathroom sink and not in the tub with you, I think the money is better spent elsewhere.I am willing to compromise on sound quality for a durable speaker I can take basically anywhere, but this... It's pretty rough. The bass is unrestrained and totally dominates the rest of the music. The treble just can't keep up. Even using the in-app EQ (which is surprisingly nice) is not enough. Vocal transients vanish, the crack of the snare drum turns into a thud, and distorted guitars become a total cacophony when played through this speaker. Maybe I'm being a little hyperbolic, but it's bad enough that it's annoying and totally takes the fun out of listening for me.If you're an unpicky listener, it probably won't sound horrible to your ear. If you don't really listen with intent and use music as background noise, this speaker is perfectly functional. But if you have a critical ear, you will definitely be able to hear the sound quality issues of this device right off the bat without doing any A/B comparison. And sitting down and doing A/B between this and any other thing you own will make you return this product like I'll be doing.Oh yeah, I almost forgot. It uses a micro USB cable, and that's not even the most frustrating thing about the cable. The plastic over molding on the micro end of the cable has square corners. The place on the speaker where the cable goes is recessed, and has round corners. The included cable does fit, but only just barely, and it's fiddly to get it connected.","Reviewed in the United States January 11, 2024",True,1,Color: Sunset RedStyle: MEGABOOM 3,Ultimate Ears
R35I655ISMQM9,4.0 out of 5 stars Easy to install on my I pad,Elvira Kalinowski Spooner,4,"I am a quilter and i do all my inspiration on my studio and wanted to have a background music, the music l grew up with, I connected to my I pad and I have no interference of phone call","Reviewed in the United States May 10, 2024",True,0,Color: Lagoon BlueStyle: MEGABOOM 3,Ultimate Ears
R2S7XGZJ9HPDQ7,"3.0 out of 5 stars Sounds great, but terrible range",Ryan R.,3,"I have a smaller speaker from the same company that I love. This one definitely sounds better and the battery life is okay, but you have to keep your device much closer than I have experienced with their other product.","Reviewed in the United States August 26, 2024",True,0,Color: Sunset RedStyle: MEGABOOM 3,Ultimate Ears
R1HJCRQQ8OCM2M,3.0 out of 5 stars Stopped working after 2 1/2 years,Susana,3,I loved this speaker and took great care of it. Even have a heavy duty case with it. I’m not sure why now all of a sudden it’s not working. Won’t turn on. Won’t charge. I’m not happy about this at all.,"Reviewed in the United States August 21, 2024",True,0,Color: Sunset RedStyle: MEGABOOM 3,Ultimate Ears
R1RXHIY8XT39AW,"4.0 out of 5 stars Love the speaker, but battery stopped charging after 3 years",Amazon Customer,4,"I bought a gen 3 in Feb 2020. I'm not an audiophile but I love the sound, waterproofing (we take it paddle boarding), and ability to sync with other megabooms. Unfortunately the battery on mine stopped charging after about 3 years of pretty heavy use. I also wish it charged via USB C.Despite the battery dying and charging port, I just ordered a replacement since I think these are a great value Bluetooth speaker.","Reviewed in the United States March 30, 2024",True,1,Color: Sunset RedStyle: MEGABOOM 3,Ultimate Ears
R2JBC1JOFBLMMB,5.0 out of 5 stars Easy to use,Liam SW,5,"Easy to set up, connect (Bluetooth), and use. Charges easily. Great sound.","Reviewed in the United States July 5, 2024",True,0,Color: Sunset RedStyle: MEGABOOM 3,Ultimate Ears
RGY8SGMNELAG1,4.0 out of 5 stars Charging difficulties,cruzer,4,"Super loud, nice bass, but it's weird with the charging. I charged it overnight and it was only showing it was 90%I used it and it died in like 5 minutes. Charged it again and only 90% again. But lasted as expected this timeCharged a 3rd time and it finally read 100%. Seems to be working correctly since. Hopefully it doesn't get worse","Reviewed in the United States March 19, 2024",True,1,Color: Lagoon BlueStyle: MEGABOOM 3,Ultimate Ears
R2I1RMPT5FI1Y9,5.0 out of 5 stars Awesome,brian,5,It doesn’t seem as loud as my last one but it’s still great sounds,"Reviewed in the United States July 1, 2024",True,0,Color: Lagoon BlueStyle: MEGABOOM 3,Ultimate Ears
R23689WDKL3CZ0,5.0 out of 5 stars Good product,Daniel,5,My second ue boom and always is a good choose,"Reviewed in the United States July 2, 2024",True,0,Color: Night BlackStyle: MEGABOOM 3,Ultimate Ears
R1F92P47F1ZHJ3,4.0 out of 5 stars Mega boom-boom,Ms. C,4,"I have an older speaker that is still quite good, but I wanted more volume and bass. Bou, it does deliver! However, the pairing app needs work because my daughter also bought one and the sound is clear on one and not so good on the second. We were under thebimpression we could use them simultaneously in different rooms that are in the same level. Unfortunately, they practically had to be in the same room which to me, defeated the purpose of using together in an open area. Because of that I would have deducted a half point.","Reviewed in the United States January 15, 2024",True,0,Color: Sunset RedStyle: MEGABOOM 3,Ultimate Ears
R1KL50HJN69DR8,"3.0 out of 5 stars Great sound quality, poor charging cable quality",Darshan Lakshminarayanan,3,"The sound from the speaker is loud and clear, the bass isn’t exactly as good as I was expecting. The charging cable is poor quality. I plugged it in for the first time, and when I unplugged it, the metal part of the micro-usb came off.","Reviewed in the United States July 20, 2024",True,0,Color: Sunset RedStyle: MEGABOOM 3,Ultimate Ears
R151UE9T6PC6PH,"4.0 out of 5 stars Solid mid range Bluetooth Speaker, but a few significant drawbacks.",Jack,4,"In my quest to find a bluetooth speaker that I wouldn't freak about if I dropped it in the river, I stumbled upon Ultimate Ears MEGABOOM 3. This thing floats! I love it. No fear at all taking this thing boating.I got it for $130 and at that price is a good value. It lacks the bass and volume of a higher quality mid range speaker such as Sonos Move or Bose Portable, but at moderate volume, it's fidelity rivals that of those speakers at a third of their price.The ethics of buying stuff made in this product's country of origin is getting dicier by the day...that's my biggest hangup with this speaker. It could be made elsewhere and keep my conscience clear, but, business degrees only care about money in pocket right now. That said, if you are paying more than $130...I think the juice vs squeeze equation is less favorable.This product's reliance on the app is also questionable (have since discovered I can use it as a bluetooth speaker without the app--score!). What else is being compromised because I have to use an app to use a bluetooth speaker? This is probably one of those things that I will regret five years down the road. Frustrating in that regard. You shouldn't need a burner phone to enjoy music.The lack of microphone is somewhat of a drawback too. I'm guessing that they couldn't marry up waterproof and microphone, which is unfortunate.","Reviewed in the United States April 4, 2023",True,15,Color: Lagoon BlueStyle: MEGABOOM 3,Ultimate Ears
R27MTBPCAFBXX4,4.0 out of 5 stars Great,Mr Wolf,4,Works well as described,"Reviewed in the United States April 25, 2024",True,0,Color: Night BlackStyle: MEGABOOM 3,Ultimate Ears
RWH6I3RHOTWEA,4.0 out of 5 stars Excelente sonido,Poncho,4,"Sonido excelente, la pila no dura las 24hr. Como esta descrito","Reviewed in the United States April 15, 2024",True,0,Color: Lagoon BlueStyle: MEGABOOM 3,Ultimate Ears
R2E6MGA0HBBZ4X,5.0 out of 5 stars portable easy to use,adkmike,5,"this thing rocks, plenty of powerful sound, take it with me on an ebike,golf cart,boat, out in the yard","Reviewed in the United States June 19, 2024",True,0,Color: Night BlackStyle: MEGABOOM 3,Ultimate Ears
R14O4PKFOMVF40,5.0 out of 5 stars Light to carry bolt sound,Miguel Tapia,5,Clear sound love it battery last a long time,"Reviewed in the United States June 25, 2024",True,0,Color: Night BlackStyle: MEGABOOM 3,Ultimate Ears
