Drug,Review,Rating,Condition,Year
Amoxicillin,"i was in the worst pain i have ever felt from tonsillitis, i was in bed for three days then finally went to the doctor they had me start taking the medicine on Saturday by Sunday i felt so much better",5.0,Strep Throat and Tonsillitis,2008
Amoxicillin,"my daughter is less than a year old and was perscribed this for a double ear infection.  she went from screaming and irritable to competely happy in 24 hours after starting this medicine.  there have been no side effects and she even seems to like the taste of it. i guess its just how your body reacts to the drug and the condition its treating that makes it effective, because i have no complaints!",4.3,Middle Ear Infection,2008
Amoxicillin,"WORKED OK FOR MY SINUS INFECTION, BUT I GOT A VERY BAD YEAST INFECTION FROM IT",3.3,Acute Bacterial Infection of the Sinuses,2008
Amoxicillin,Developed a very bad rash on Day 9 of a 10 day treatment.  Ended up in ER at 2 in the morning.  Now I'm on steroids and antihistamines to control the rash and itching.,2.7,Acute Bacterial Infection of the Sinuses,2008
Amoxicillin,"The only problem with it was the stomach pains, like if I had diarreah but if wasn't. Overall, Ive been on it for 2 days so far and its worked pretty fairly.",4.3,Middle Ear Infection,2007
Amoxicillin,I had a strong dose of this medication. i had no side effects and it worked within two days. This medication is perfect.,5.0,Bacterial Pneumonia caused by Streptococcus pneumoniae,2007
Amoxicillin,Never again!  I was prescribed this by my OBGYN when I had a urinary tract infection during pregnancy.  I was supposed to take 3 a day for five days.  After 2 days I had sever abdominal cramping and aweful diarrehea.  I took my last pill yesterday morning and the side effects are still coming strong.  Not sure what was worse.. the infection or the drug!,1.7,Infection of Genitals or Urinary Tract,2007
Amoxicillin,"Prescribed for sinus infection, woke up the next morning with severe stomach pains, nausea, dizziness, and fever.  I am going back to the doctor, and I hope I am not allergic.",1.3,Acute Bacterial Infection of the Sinuses,2007
Amoxicillin,This antibiotic works so great for all kinds of things that it's nice to have a supply waiting in your medicine cabinet. It'll kick strep throat in 3 days.I don't get any side effects at all from it other than a slightly upset stomach . My only problem is the fact that you've got to pay a doctor $90 to get a script for this $4 drug; and they NEVER give you a refill. Great drug if you're not one of the many people who are allergic to it. I've been prescribed it countless times since I was born.,5.0,Strep Throat,2007
Amoxicillin,I had a tooth pulled. Dr prescribed 500MG 3 times a day for seven days -- I am on day 7 and the area in which my tooth was pulled is still swollen and very painful.,2.0,Other,2007
Amoxicillin,Felt a lot better after 24 hours of taking the meds.  Was back to my regular routine after 2 days.,4.3,Infection of the Throat caused by Staphylococcus Bacteria,2007
Amoxicillin,"I had a salivary gland infection and was prescribed 875.125 mg of Amoxicillin. I'm sure it works better for other conditions, but for me, my infection is still intact and I just suffered some moderate-severe side effects.",2.3,Other,2007
Amoxicillin,felt great a couple days after starting the meds. it kept the infection from getting in the way of life!,5.0,Strep Throat and Tonsillitis,2007
Amoxicillin,Felt 100% better within 24 hours!,5.0,Strep Throat,2007
Amoxicillin,The day after I finished the course of pills I got a terrible rash which developed into hives from head to toe. The swelling took a day to go down and the red blotches will take longer to go.,3.0,Other,2007
Amoxicillin,while on this drug it has kept me from getting the symptoms i had in the past and i have felt much better,4.7,Strep Throat,2007
Amoxicillin,I had to take this drug after a root canal.After the first day of taking this drug my thraot started burning and itching. I continued to use it for five day as the symptons got worse...I then got flu like symptons...stopped taking the medication.,1.7,Other,2007
Amoxicillin,"I had sever headaches, vomitting, dizziness, and confusion while on this antibiotic. two days after I finished taking the prescribed amount I was back in the ER with the same symptoms I had before I started taking the medicine.",1.7,Other,2007
Amoxicillin,Within 3 doses I experienced severe diarrhea that has persisted for two weeks.  The only relief is large doses of acidophilus.  I was told to stop the treatment immediately but the damage is done.,1.0,Other,2007
Amoxicillin,"It was extremely easy to stomach.  The liquid form even tasted pretty good, making it a great antibiotic for kids to take.  Best of all, it worked to get me back to health.",5.0,Infection of Genitals or Urinary Tract,2007
Amoxicillin,This medicine worked for well. I had minor side effects and I would take it again.,4.3,Skin Infection due to Streptococcus Bacteria,2007
Amoxicillin,"Seriously, can they make the pill any bigger? I know there's bigger, but gosh. Kids have to take this.",4.3,Acute Bacterial Infection of the Sinuses,2007
Amoxicillin,t made me fell betteryhe medicine,5.0,Acute Bacterial Infection of the Sinuses,2007
Amoxicillin,Gave me a headache and upset my stomach.,3.0,Other,2007
Amoxicillin,Very effective course of treatment with great results.,4.0,Lower Respiratory Tract Infection,2007
Amoxicillin,Medication for infection in wisdom tooth extraction. Taking four times daily was inconvenient.,3.3,Other,2007
Amoxicillin,For general sinus infections this seems to work.  But for accute infections I have had to go to medrol dose pack or something stronger.  I do have consistent allergy problems.,3.3,Acute Bacterial Infection of the Sinuses,2007
Metronidazole,Dentist prescribed for infection in my gums 250mcg 4 times per day after third dose woke up with swollen lips,1.7,Infection Around a Tooth,2024
Metronidazole,In the start of the medication I started vomiting and brown urine and it started to also get bitter but then it started getting better. After I take the tablet I drink orange juice and I don't get anymore taste.,4.0,Infection Within the Abdomen caused by Clostridium Bacteria,2024
Metronidazole,"The infection in my tooth was so bad that I was using this on top of another antibiotic.It worked but the side effects were so unpleasant I stopped taking it after a few days.I was plagued by constant headaches, dizziness, brown urine and this awful taste in my mouth constantly while on this. I wound up losing several lbs of weight due to not wanting to eat while on this medication cause of the nausea. And the taste in the mouth would not go away all day. Once I stopped the side effects still remain for up to 48 hours so be aware if you take this. I would avoid if possible and use a different antibiotic.Read More Read Less",2.0,Infection Around a Tooth,2024
Metronidazole,I used this 7 weeks after having a hysterectomy due to a vaginal bacterial infection.I took the 500MG Tablets twice a day for one week.I am a person who has trouble swallowing pills and these are large and very bitter.I crushed these and took with a chocolate meal replacement shake.Worked well it really helped with the bitter taste.The only side effect I had was a little stomach upset.,4.0,Vaginosis caused by Bacteria,2023
Metronidazole,"I had an infected tooth and tooth extraction
 Put on a 5 day course
 Day 4 feel like I'm depressed. Day 5 can't work, feel like I'm insane. Constantly crying. Can't do my job. Had a breakdown started kicking and punching things cried some more. I dont feel like myself and its scary.",1.7,Infection Around a Tooth,2023
Metronidazole,It just made me so sick!!  The symptoms were close to that of being severely pregnant.  I stopped taking it after 5 days…. And I’m still not ok.  I wish I could just press rewind.  Horrible drug.  Do NOT take this antibiotic!!,2.7,Vaginosis caused by Bacteria,2023
Metronidazole,"I take 500mg 3x’s a day. I have to say the only real big side effect for me is the blurry vision. Of course i googled and not much about it except reading people go blind- and to stop taking it if this happens. I called my doctor and she was hesitant and told me to stop that I may be one of those rare people with that side effect, i asked her what is my alternative if I stopped- what else can I take? She said there wasn’t and she would refer me to a gastroenterologist. After i read some reviews on here with blurred vision I decided to stick with it. I have some optical glasses i wear when i need to see far away- using these have been a god send because if not my vision is kinda messed up- (but it’s getting better) - i don’t want to say it’s blurry as in I cannot see anything at all as if I’m looking through a glass of water. It’s more like I have trouble focusing on things, slight double vision, and fuzzy when looking at things far away. I’m ending day 6 now- and in bed. I did have some diarrhea (which i never had) and feel a slight burning tingly sensation under my skin tonight. I’m glad I just have 4 more days. A lot of people on here mentioned crazy dreams- i have been having amazing sleep on this with some lucid cool dreams (nothing scary) but I wake up so rested before my alarm. I’m the biggest hypochondriac and was scared to take this- for me it hasn’t been a smooth ride- but sometimes you just need to so what you gotta do to feel/get better. Listen to your body- take ibuprofen if you get headaches (i had one really bad yesterday) - take Saccharomyces Boulardii Probiotics, and if your vision gets blurry try wearing your optical glasses. Get well soon. Read More Read Less",3.0,Severe Intestinal Infection due to Entamoeba Histolytica,2023
Metronidazole,I took 5 in one go for bv. I'm still poorly 4 weeks later.,1.7,infection,2023
Metronidazole,"This is my second time being on this medication, and I hate it as much now as I did the 1st time. Terrible taste of metal in the mouth. Nauseous all day, food taste horrible, no energy, dizzy. 1st time I took it I ended up with C.Diff afterwards. This time trying to take probiotics in between, so hopefully that will help.",1.7,Diverticulitis,2023
Metronidazole,"I am currently on my last day of the medication. From the start, I have had terrible side effects like I have never experienced with a medication before… started out with back pain and nausea and drowsiness. Then just continuously got worse with severe headaches along with other worsening symptoms. Tonight, day 6, I was up all night throwing up with body aches and night sweats. I definitely wish that I did not continue on this medication after the mild symptoms in the beginning so I very much hope this cured my BV fully. I would not take again.Read More Read Less",2.3,Vaginosis caused by Bacteria,2023
Metronidazole,This drug is crazily effective. Cleared my BV by day 3. I quit taking it by day 5 though it was supposed to be for 7 days. I could not get out of bed without someone holding me up. Used all my energy to heave and retch. Nausea was terrible. The constant metallic taste in mouth which makes eating a chore. I lost interest in everything around me. It was an experience I never want to have again!,3.0,Vaginosis caused by Bacteria,2023
Metronidazole,"Slight headache,  no other symptoms",3.7,Vaginosis caused by Bacteria,2023
Metronidazole,"This stuff is horrible.. I have the worst chest pains on this, my stomach is killing me (yes I eat with this), I get so dizzy I feel like I’m going to pass away, and it tastes horrible. I don’t know how this stuff is legal. I don’t have symptoms of BV and they still made me take it. I’m so angry… I can’t drink for 10 days?! Like I hate everyone now.",3.0,Vaginosis caused by Bacteria,2023
Metronidazole,"I’ve never had to read reviews of any medication! By far the worst thing that I’ve taken in my life! Nausea, headaches, moody, fatigue, the whole package. I’m on day 4 of 7 and I’ve been debating whether it’s worth continuing. Vaginal discharge actually got worse (or maybe it’s a yeast infection that’s developing?) Libido is so low, I don’t want my husband to touch me (and I’m the one who’s usually touchy). No medicine has made me feel like this ever, it’s scary.",2.0,Vaginosis caused by Bacteria,2023
Metronidazole,"I’m on day 5 of 7, I don’t feel like myself, I feel flushed but no fever, nauseous, awful taste in my mouth, very fatigued & headaches & very agitated/moody. The fatigue didn’t start til after my first dose on day 4 & continued day 5, I am not taking any more & calling my doctor Monday to use the gel instead. These side effects are horrible & I already have horrible anxiety & these side effects make it so much worse.",1.7,Vaginosis caused by Bacteria,2023
Metronidazole,Hello everyone! Reading the reviews on this antibiotic scared the crap out of me but I have been dealing with bv for so long I had no choice . I’m on day 3 of 5. Symptoms haven’t been too bad . Very dark urine slight nausea. The pill taste is HORRIBLE. Try coating it with honey it works wonders . So far smell is gone down below. But I can’t wait to get off these because it’s kind of also messing with my appetite. You guys got this ! So far it’s working!,3.7,Vaginosis caused by Bacteria,2023
Metronidazole,"I’m on my last two days and I can safely say I was worried for absolutely no reason. Besides very mild cramps, small headaches, and occasional diarrhea, this medicine gave me almost no side effects. I’m 21, 5”3 and 116lbs I was prescribed this for bv. 7 day treatment plan",4.3,Vaginosis caused by Bacteria,2023
Metronidazole,"I was prescribed 4 tablets of 250mg 4 times a day = 16 pills in one day! I asked my doctor if that was too much to take and she said no that is recommended since i have H. pylori (infection in the stomach lining) Could cause ulcers and possibly cancer if not treated. Since im allergic to penicillin i have to take other alternatives. I took this and Tetracycline and got an allergic reation to tetracycline so changed to Clarothymicin 500mg. This Medication Metronidazole is horrible, I feel like ive been drugged, severe headaches, severe stomach cramping, dizziness, pain in my eyes, feels like im drunk, feel confused or cant focus. the horrible dry mouth and taste left in my mouth of bitterness or metal, gross and joint pain, feels like my whole body might have arthritis. I dropped the pills down to 3 tablets 2 x a day and still have the same side effects. Not sure if im allergic or its still too much. Im 40 and weigh 180 pounds, 5ft 3 in. So i think im taking enough for my body weight. Still have not finished this med. It feels like its slowly killing me instead of making me feel better. Not sure if that is normal.Read More Read Less",1.0,Inflammation of the Stomach Lining caused by H. Pylori,2023
Metronidazole,"After taking this medicine for 3 to 4 days I had extreme pain in all my joints, severe headache and metallic taste and nausea. When I contacted my doctor's office I was told these are not side effects of the medication. I was having an arthritic flare. The only symptom I had not on the list was the extreme pain. I am seeking a new doctor.",2.3,Infection caused by Trichomoniasis Protozoa,2023
Metronidazole,"Can caused debilitating illness and death mixed with heavy metal system from ingesting through foods or holistic medicine, i injested during 72 hour period from a shot of magnesium. Only took 4 pills . Worked great when system had normal magnesium levels took for two weeks and recovered eating normal.",2.3,Pelvic Inflammatory Disease,2023
Metronidazole,"Honestly the only notable side effects for me was just an overwhelming sluggishness and somewhat heavy and empty mind!
I initially thought the symptoms were going to have me rendered to my bed endlessly, but despite my weak stomach and all the main issues was just the sluggishness!
It might be worth mentioning that whilst taking these I was sadly struck with flu too, so I definitely think that amplified some of the side effects to an extent.",4.7,Vaginosis caused by Bacteria,2023
Metronidazole,"This medication gave me the worst side effects I’ve ever experienced. Nausea 24/7, dizziness, migraines, loss of appetite, shortness of breath, anxiety, chest pain, spotting, brain fog, overall just felt crappy. Never experienced this many side effects from a medication before.",1.7,Vaginosis caused by Bacteria,2023
Metronidazole,I was put on the metro. gel first and i was surprised i had a bad experience with it because i never have any bad experiences with medicine. After an hr of taking the gel my right leg felt tingling and numb i didn’t think nothing of it until i started to feel it in my hands and feet my bv did seem to get better though. I finally went to the hospital when i started experiencing heart palpitations and night sweats and i thought it something more serious so i went back to the hospital they put me on the pills and i can’t get over the taste but it’s better because i’m not experiencing tingling or numbness in my feet and hands and i also did have a stiff neck take good my bv is getting better but i will NEVER take this medicine again .Read More Read Less,3.0,Vaginosis caused by Bacteria,2023
Metronidazole,"I had been bitten by my cat and due to having 2 knee replacements, I had to have a strong antibiotic to fight against infection.  This pill was disgusting to take; I had been prescribed 500 mg, 3 times a day, for 14 days. The pill worked, however, I have suffered several side effects from it.  First off, I had no appetite and everything I ate had a metallic taste. To be fair, I lost 15 pounds (""ain't nobody mad about that!"") and the worst side effect was to my vision.  I finished the Rx. 11/21/22, and am still suffering from eye issues. My eyes are so supersensitive to light, whereas they never had been prior to this Rx.  Also, my eyes are extremely dry and ache all the time. It's a shame to have to wear sunglasses inside because your eyes hurt from the light, or worse yet, having to wear huge sunglasses (think ""Maxine"" on the greeting cards) over your regular Rx sunglasses simply, because you can't stand the bright light and pain.  
As for the nasty taste of the pill: put the pill as far back on your tongue as possible, (without choking!) and then drink Coke from a straw to wash it down.  GAME CHANGER!!!!    Read More Read Less",3.3,Other,2023
Metronidazole,Verociouss appetite.  Ease of pelvic pain. Eliminated lymph pain and bleeding tongue.,4.0,Bacterial Blood Infection caused by Clostridium,2023
Metronidazole,"I started taking this yellow tablet on Saturday after I had my tooth extracted, I only started feeling symptoms on the 3rd tablet.. I was at work yesterday from 11:00am till half 9 in the night, I've felt dizzy,  nauseous, my vision was abit blurry, I started throwing up everything I ate, it was the worst experience ever, my head is throbbing from yesterday till now and if I only knew it was going to be this bad , I wouldn't have taken it, I should have done my research before taking this pill for the first time, now my legs are paining and my feet, all the side effects.. hopefully I'll be fine tomorrow..if a female is reading this, don't think you're pregnant ???????it's the tablet!!Read More Read Less",1.3,Infection Around a Tooth,2022
Metronidazole,"I can’t say enough bad things about this medicine. I took it for a infection due to left over tissue from a miscarriage following a d&c. I have never read reviews stating it used for this but that’s what was given to me. I experienced extreme nausea, dizziness, fatigue, racing heart etc
I was so depressed I actually scared multiplier members of my family I felt utterly hopeless. I wanted to die I have never felt this way in my life. I just wanted to cry it took everything to pull myself out of this depth of hell to I felt crazy I thought something was seriously wrong with me 
I’m 3 days off the of pills and my hands are shaking, still nauseous, my skin is burning and itching I hope to have some relief soon 
I will never take this pill ever again 
Read More Read Less",1.0,Sepsis Caused by Bacteria,2022
Metronidazole,I had an infection so the doctor prescribed me this and my only complaint is the taste of the medicine. It had this taste to it that made me gag everytime I took it but other than that I felt better the same day after taking it.,4.7,infection caused by bacteria,2022
Metronidazole,I was on the pill for 7 days and I was so excited to be done with it! This medicine caused me to have mental issues. It does work but it made me feel like a psycho. Also the metallic taste is unbearable. This medicine also causes nausea. Had to drink chamomile tea to decrease the nausea.,3.0,Vaginosis caused by Bacteria,2022
Metronidazole,"I’m sure it’s helping for the most part. Although the metallic tast in mouth, I cannot taste my food properly if any at all. Severe cramping and painful urinating. It’s like a burning numbing feel. Ugh. Also the sex is so numbing I barely even feel it. The iud is the reason for this medicine. I hate it I hope everything goes back to normal. I have just as much pain on this than without it.",2.0,infection caused by bacteria,2022
Metronidazole,Dr put me on for 7 days twice a day 500 mg first 2 days were bad on 5 th day finally no diarea Back aches and headaches nasty taste hope this kills the bacteria before me won’t use again ever,1.7,Diverticulitis,2022
Metronidazole,"I hate this antibiotic. It has awful side effects that last the duration of treatment. 1st day it kicked in while I was at work and I about hurled my guts up. Luckily I had Zofran in my purse to save me but I continued to need it or Phenergan throughout the course of treatment.  Also when the initial nausea hit, I got very dizzy, weak and sleepy. The dizziness subsided but the weakness and sleepiness did not. I completely lost my appetite for a week. Only felt like laying in bed. It just makes me feel like I am inducing sickness on myself... but it did get rid of the bv infection. Read More Read Less",2.3,Vaginosis caused by Bacteria,2022
Metronidazole,"Womb infection after polyp removed, put on 400mg 3 time day ,after 4th day I thought i had over dosed. This drug is too powerful for me and i refused to take any more,what ever the doctors say. Know your own body and dont let anyone tell you to Finnish the course if you really think you are in danger your health. You must look after yourself because no one else will, there’s too much dishing out tablets.",2.3,infection caused by bacteria,2022
Metronidazole,This life saver medicine has cured my BV three times in my life. This medicine is amazing and works fast. Day one the smell was already gone I feel so relieved. Day 2 I feel even better. This is the only medicine that has cured my BV. No side effects it’s just a pill that does miracles.,5.0,Vaginosis caused by Bacteria,2022
Metronidazole,"Bad side effects...difficulty concentrating, speaking, caused irritability, sensitive to sound, insomnia",2.7,Diverticulitis,2022
Metronidazole,"Sure, this killed my h pylori infection, but 2 months on I'm suicidal from the constant motion feeling and pressure that makes me feel like my head is going to explode.  I constantly feel like I've been drugged or am an alcoholic trying to hide the fact I'm drunk from everyone.  I do not feel normal, I do not feel like me.",2.0,Inflammation of the Stomach Lining caused by H. Pylori,2022
Metronidazole,"Started working within 2 days, slowly subsiding, have another week of 2 a day, 500mg. for Cdiff. No side affects so far, been on it for 6 days.I am 81. Below didn’t let me select right age.",4.0,Infection that causes Diarrhea - Giardiasis,2022
Metronidazole,"After taking the meds for 2-3 days I noticed tingling and tenderness on my hip and upper thigh, lethargy, stiffness, anxiousness & trouble breathing (like horse was standing on my chest). I discontinued this on my own and made the nurse practitioner aware. I haven't received an alternative as of yet. However,  this drug will never go into my system again.",2.0,Vaginosis caused by Bacteria,2022
Metronidazole,"This helped my bv a lot. No more bad smell down there which is great. The affects from the pill though weâ??re horrible. Constantly nauseous, feeling like I was gonna throw up. I was super tired, disoriented, dizzy and bad headaches. I wish I got another pill because the affects were so bad for me. I had to take gravol everyday just to keep me from feeling like my head is spinning.",4.0,Vaginosis caused by Bacteria,2022
Metronidazole,This  medicine killed my 7 year old akc scottish terrier on the 2nd of taking this medicine!!! Please do not give to your pets!!! Its a killer!!,1.0,Other,2022
Metronidazole,"I took the Metronidazole GEL for 5 days once at bedtime. That cleared my BV , was symptom free for 3-4 days after until I had sex. Then it came back. I was prescribed the Metro Antibiotic for 7 days. Didn’t see improvement until 7-8 days.. unfortunately that didn’t clear it completely either.
Just make sure you take probiotics for vaginal health with the antibiotic. I read that RePhresh works great for BV so I’m trying that next! 
Sorry to be a part of the never ending BV club, but hoping the probiotic will work. ??
Read More Read Less",3.3,Vaginosis caused by Bacteria,2022
Metronidazole,No good. 2 hours in and my skin is on fire,1.0,Diabetic Foot Infection,2022
Metronidazole,Bv symptoms started to clear up within the first few days but the taste of the medicine and the headaches with it are kind of hard to deal with.,3.3,infection caused by bacteria,2022
Metronidazole,Severe itchy rash all over body. Lasted over a week after taking two pills,1.0,Infection Within the Abdomen,2022
Metronidazole,The effect was good but the side effect is very serious. It got me the bitter taste in my mouth and its the worst and i feel nauseous everytime. I feel dizzy and each day side effects gotten worse like you got another sickness .,4.0,Infection caused by the Bacteria Anaerobes,2022
Metronidazole,I GET NO SIDE EFFECTS FROM THIS MEDICINE. BUT IT DOESNT WORK.,2.7,Other,2022
Metronidazole,"Just started taking this medication seven days ago. I’m on the last day! I just hope that the medication will work. I have experienced heart palpitations (feeling like a panic attack is going to happen) lightheadedness, fogginess, sleeplessness, bloated and nauseous.
I never would have taken this RX had I known how it would make me feel. I kept getting pushback and was told to finish out the 7 days.
Miserable experience!",1.0,Diverticulitis,2022
Metronidazole,"I never had physical symptoms of BV, i found out I had it from lab testing, so I don’t know how well the pills were  working. I do know that while on this antibiotic, for the five days that I was on it, I experienced dizziness, headaches, irritability, depression, loss of appetite. I also experienced non-stop heart palpitations for days. I ended up switching to the gel after going to the hospital for the heart palpitations, and it was so much better. No side effects at all. Would definitely recommend the gel over the pill Read More Read Less",2.0,Vaginosis caused by Bacteria,2022
Metronidazole,"I have been taking this for the past week first few days was OK 3 was hit with massive earache and tiredness. And all the side effects under the sun
. I am 38 weeks pregnant and it's the worst I have ever felt. I wad completely fine and didn't even feel ill before taking them now I'm feeling like a bus as run me over :( not even been able to take anything really for the side effects. Last day today and I can't wait for these to be out my system!!!",2.7,Infection caused by the Parasite Balantidium,2022
Metronidazole,"I was really nervous of side effects, but my experience has been fine on metronidazole! The skin irritation I was experiencing is mostly gone - mostly and not completely because I now have a yeast infection. The pills are dry and taste bad but taking them with food and water helps a lot, I only have a slight metallic taste in my mouth with certain foods. It’s inconvenient not being able to drink alcohol on it, but overall I would take this again with no hesitation if needed.",4.0,Infection caused by Trichomoniasis Protozoa,2022
Metronidazole,I am on day 4 of 7 with taking this medication for the first time. The first 2 days was fine but day 3 I was super nauseous and tired all day then on day 4 I woke up with a bad headache and the tiredness continued. Also taking this medication gave me a BAD yeast infection. I found the pills hard to swallow and would leave a lingering taste that would not go away. Taking 2 250mgs in morning and night. So 4 pills a day. All in all I’m not liking these pills at all…,2.3,Infection caused by Bacteroides Fragilis Bacteria,2022
Metronidazole,"This is the worst med I have ever, ever, taken! It helped with an inflamed intestinal tract, but make me way sicker with each day that went by. I had to call it quits after day #7. It made me dizzy and so weak that I could barely stand up. It gave me stomach cramps, back pains, a cough, constant belching and nausea. It's been a month now and the side effects won't go away. My Dr says it can't be, but I think I know my body. I don't know how long it will take but I've been too sick to work for over a month.Read More Read Less",2.3,Other,2022
Metronidazole,My infection is gone but this drug was very difficult to swallow at 500mg x4 a day for 1 week. I have been off of it for 1 week but I still have terrible side effects. Very unhappy. I don’t know why they Used this awful frig for an infection after a tooth extraction.,2.0,Infection caused by Bacteroides Fragilis Bacteria,2022
Metronidazole,"500mg 2/day for 10 days
30 min after first dose, I feel a strange pain at my left elbow. Now, I feel this strange throbbing on the inside of my right elbow. Now, I'm feeling a pain on the inside of my left knee. Is this poison working it's way through my joints? I definitely feel this poison in my body. I also feel a little off balance and light headed. Mild head pain near my right temple.I've been drinking cacao and it has a chemical called Tyramine. My guess is this is why I had a slight headache yesterday. Headache was just noticeable, 1-2 on a scale of 10. 
40 mins after taking 500mg, started getting a headache and I definitely feel foggy. Sharp pain top of my stomach but below my sternum. Pain in the right side of my jaw.Neck stiffness.Definitely experiencing short term memory issues.Eyes felt tired & dry. 

My wife has been dealing with a vaginal infection, so we both had to take this poison for 10 days. It has a metallic taste because it obviously has a toxic metal in it. In the end, it seemed to have worked for my wife. 
Read More Read Less",3.7,infection caused by bacteria,2021
Metronidazole,I haven’t felt nauseous or had a bad stomach like some people but it do feel quite groggy on this medication. Not quite dizzy but definitely foggy. I don’t like the feeling but it’s manageable. Plus I’m really tired all the time.,4.0,Vaginosis caused by Bacteria,2021
Metronidazole,"The ingredients list two types of Parabens!!!! They are carcinogenic!!!! I will no longer be using this gel despite it helping avoid vagina bacteria issues well!! I cannot believe these ingredients are in a gel that is directly inserted into the most receptive sponge in a female’s body!!! Talk about a fast track to reproductive organ cancer!!!! Appalled!!! We need better medicine folks! We need the doctors and scientists who create out remedies and medicines and who also do the studies to find out what causes cancer to provide us with solutions that are healthy and safe. I’d rather have bv, than any kind of cancer. Period.Read More Read Less",2.3,infection caused by bacteria,2021
Metronidazole,"i tried both the pill and gel form of flagyl for my recurrent bv. i had it 6 times this year for 8 months. i had pelvic pain /discomfort, and weird smelling vagina. i never saw anyone mention pelvic pain being one of the symptoms, but apparently it can happen according to the doctors i have spoke to. i tested negative for all stds but positive for bv. anyways the flagyl helped, until it came back a month later. the pelvic pain and then taking flagyl was like a routine for me for 8 months. i recommend the gel over the pill 100% btw. they both work the same to me but the pill is GROSS lol. i stopped having sex with my bf for 3 months cuz i thought i was getting it from him but i still got it even tho we weren't having sex for that long. i tried boric acid too and it didn't work. anyways antibiotics are bad for your body. it kills the bad bacteria that causes bv as well as the good ones that maintain a healthy vagina. it wipes EVERYTHING out. literally everything. i also didn't have a good diet (barely any fruits/veggies, typical american diet hahah) so there was no chance for the good bacteria to grow, and the bad bacteria overgrew every time. well i've been bv free for 3 months now. here's what i did: 1. PROBIOTICS. i take one with 20 billion. it helps lactobacillus grow which is the KEY to a healthy vag
2. eat healthy. you don't even have to eat that healthy. I make sure to incorporate smoothies in my diet everyday which has fruits/veggies in it. eating healthy is so good for your gut health (my gut health was terrible after all those antibiotics)
3. get a bidet. it just keeps your area clean. i think this can stop fecal bacteria from ur other hole from getting into ur vag. 
4. LUBE. omg this changed the game. i think rough sex when you're not that wet can also cause bv.
i have not had bv for over 3 months now :) if you have recurrent BV like i did, flagyl is just a bandaid. we all know it will come back. you have to find the root cause to truly fix it. Read More Read Less",3.0,Vaginosis caused by Bacteria,2021
Metronidazole,"Ive been on this medication for five days now and have been nauseous, loss of appetite, fatigued more than normal and overall not feeling well.",2.7,infection caused by bacteria,2021
Metronidazole,"I have been taking this medication for eight days due to a small infection around a tooth implant post. The course ended on a Saturday. Until then the side effects were mild with just a slight headache, loose stools and a little trouble sleeping.. Then on Sunday I developed intense stomach pain that lasted all day and half the night, but this morning it's gone. (I took some other medication to relieve it). As for whether or not the infection is gone i don't know until I see the dentist on SaturdayRead More Read Less",5.0,Diabetic Foot Infection,2021
Metronidazole,"Word of advise for swallowing....wipe extra pill dust off and take with a yogurt drink, sooooo much easier to swallow.
I think it's the pill dust that makes that nasty taste linger.",3.0,Other,2021
Metronidazole,"I have been taking this medication for eight days due to a small infection around a tooth implant post.  The course ended on a Saturday.  Until then the side effects were mild with just a slight headache, loose stools and a little trouble sleeping..  Then on Sunday I developed intense stomach pain that lasted all day and half the night, but this morning it's gone. (I took some other medication to relieve it).  As for whether or not the infection is gone i don't know until I see the dentist on Saturday.     Read More Read Less",3.7,Infection Around a Tooth,2021
Metronidazole,On flagyl 2days 2xday pain gone no side effects yet pain gone works for me avoid side effect drama works for me will finish if side effects happen,4.3,Infection Around a Tooth,2021
Metronidazole,"Honestly, I get REALLY bad reactions with most antibiotics ESPECIALLY a upset stomach due to my IBS but THIS medication is as absolute amazing. Run so smooth. Infection went within 48 hours. Originally, took for a gum abscess. Only side effects I experienced was a continuous headache (minor), and dark urine and loss of appetite. Did not feel sick once. From reading the comments I was so apprehensive about taking these due to reading people’s reviews but I was completely fine!",5.0,infection,2021
Metronidazole,The side effects are no joke. Make sure you have a full stomach before taking this medicine because I forget to and was in the bathroom a couple hours after taking my morning dose throwing up from the medicine. I got all the side effects except the constipation.,3.7,Infection caused by Bacteroides Fragilis Bacteria,2021
Metronidazole,"PLEASE BE AWARE OF THE EFFECTS WITH PROPYLENE GLYCOL!!  I usually don’t have any major reactions to new medications. I was receiving multiple doses of IV flagyl in the hospital with zero side effects so I had no worries taking the oral version.  When I got home from the hospital, I took flagyl 500mg with Ceftin as well as my usual meds: metoprolol, Zyrtec and Advil (just had a hysterectomy a week prior). I fell asleep about 30 minutes after I took my meds and woke up about an hour later in a horrible state! I was so disoriented, I wasn’t sure if I was at home or still in the hospital. Everything was so foggy and couldn’t figure out what was happening. I had a full on panic attack and my heart rate went up in to the 160s-170s for a few minutes. I was seconds away from calling 911 because I felt like I was going to die! And I don’t suffer from anxiety or panic attacks or any psych issues.  Once everything settled down, probably around 10 minutes, I came to my senses and started feeling better. I started reading reviews and someone who had a similar experience mentioned Propylene Glycol and the adverse effects with the med. I started researching all the things I had eaten or drank prior, didn’t find anything. Then researched all the other meds that I took with it and every single one of them has propylene glycol in it! It’s even in Tylenol. Please check EVERYTHING you ingest for the ingredient before you take this medication!Read More Read Less",3.0,Sepsis Caused by Bacteria,2021
