game_id,turn_number,nickname,rack,location,move,points,score,turn_type
8c2pMQH2,15,urapirate,ILRRSVY,C12,IVY,+20,138,Play
8c2pMQH2,16,BasicBot,DHIJLOP,13G,J...D,+24,195,Play
8c2pMQH2,17,urapirate,EFLRRST,14A,FR.,+18,156,Play
8c2pMQH2,18,BasicBot,EHILNOP,B10,HOP,+21,216,Play
8c2pMQH2,19,urapirate,ELRSTUU,A7,LURE,+17,173,Play
8c2pMQH2,20,BasicBot,AEIKLNT,A13,A.T,+18,234,Play
8c2pMQH2,21,urapirate,DEEMSTU,7J,.UM,+7,180,Play
8c2pMQH2,22,BasicBot,EGIIKLN,6B,KIL.,+18,252,Play
8c2pMQH2,23,urapirate,DDEEEST,3B,ED,+12,192,Play
8c2pMQH2,24,urapirate,DDEEEST,,--,-12,180,Exchange
8c2pMQH2,25,BasicBot,?CEGINX,K4,NEX..,+24,276,Play
8c2pMQH2,26,urapirate,DDEEEST,3B,DE,+10,190,Play
8c2pMQH2,27,BasicBot,?ACGIIO,4H,ICI.G,+18,294,Play
8c2pMQH2,28,urapirate,DEESTUU,H1,DUT.ES,+21,211,Play
8c2pMQH2,29,BasicBot,?AILNOO,A1,LOO,+13,307,Play
zdZ2ygRE,1,BasicBot,BEGGINU,8G,BUG,+12,12,Play
zdZ2ygRE,2,shoes,BCEHINY,9E,HEY,+24,24,Play
zdZ2ygRE,3,BasicBot,EGGINOR,8D,GO,+10,22,Play
zdZ2ygRE,4,shoes,BCEIINN,10F,NE,+16,40,Play
zdZ2ygRE,5,BasicBot,EGINPRW,H10,WING,+15,37,Play
zdZ2ygRE,6,shoes,ABCIINO,I12,OI,+9,49,Play
zdZ2ygRE,7,BasicBot,AAEPRRT,J10,PART,+19,56,Play
zdZ2ygRE,8,shoes,ABCINPU,K9,CAB,+26,75,Play
zdZ2ygRE,9,BasicBot,ADEIIRR,H10,....ER,+30,86,Play
zdZ2ygRE,10,shoes,EINPUUX,9K,.UP,+10,85,Play
zdZ2ygRE,11,BasicBot,ADIILRZ,C5,LIZARD,+31,117,Play
zdZ2ygRE,12,shoes,EEINOUX,B5,EX,+52,137,Play
zdZ2ygRE,13,BasicBot,ADIORRV,M7,VA.OR,+14,131,Play
zdZ2ygRE,14,shoes,AAEINOU,,-AAINOU,+0,137,Exchange
zdZ2ygRE,15,BasicBot,CDEIMRV,8L,M.C,+17,148,Play
zdZ2ygRE,16,shoes,EEILNTU,O5,LUTE,+36,173,Play
zdZ2ygRE,17,BasicBot,ADEIORV,O3,VO....,+10,158,Play
zdZ2ygRE,18,shoes,EEEINOR,,-EO,+0,173,Exchange
zdZ2ygRE,19,BasicBot,AADEINR,10B,A.,+5,163,Play
zdZ2ygRE,20,shoes,?EEFINR,A8,REFINEr,+87,260,Play
zdZ2ygRE,21,BasicBot,ADEINRT,11A,.D,+6,169,Play
zdZ2ygRE,22,shoes,ADEEIST,15A,SEATED,+54,314,Play
zdZ2ygRE,23,BasicBot,AEINNRT,B2,ANN..,+24,193,Play
zdZ2ygRE,24,shoes,?IIOOOO,,-IIOOOO,+0,314,Exchange
zdZ2ygRE,25,BasicBot,EFHILRT,D1,THIEF,+30,223,Play
zdZ2ygRE,26,shoes,?AAJLTW,2D,.AJ,+29,343,Play
zdZ2ygRE,27,BasicBot,IIKLMRY,A1,MY,+26,249,Play
zdZ2ygRE,28,shoes,?ALNTUW,N10,WeLT,+28,371,Play
zdZ2ygRE,29,BasicBot,DIIIKLR,M13,ILK,+18,267,Play
zdZ2ygRE,30,shoes,ANOOSSU,15M,.AS,+21,392,Play
zdZ2ygRE,31,BasicBot,DEIIQRS,11E,ID,+10,277,Play
zdZ2ygRE,32,shoes,NOOOSTU,F2,.OT,+10,402,Play
zdZ2ygRE,33,BasicBot,EEIOQRS,5F,SOIREE,+23,300,Play
zdZ2ygRE,34,shoes,INOOSU,L3,NOS,+13,415,Play
zdZ2ygRE,35,BasicBot,Q,H4,Q.,+21,321,Play
zdZ2ygRE,36,BasicBot,,,(IOU),+6,327,End
N3zHdmoP,1,BamBam,??EEINW,8D,ENtWInE,+68,68,Play
N3zHdmoP,2,BasicBot,AEEMNTU,F6,MU.ATE,+15,15,Play
N3zHdmoP,3,BamBam,ACJOOQR,J6,JO.,+26,94,Play
N3zHdmoP,4,BasicBot,EGILNNT,11D,GL.N,+10,25,Play
N3zHdmoP,5,BamBam,ACKOQRX,K5,COX,+42,136,Play
N3zHdmoP,6,BasicBot,ADEILNT,D2,ENTAIL.D,+68,93,Play
N3zHdmoP,7,BamBam,AEKQRSU,2A,SQU.AKER,+112,248,Play
N3zHdmoP,8,BasicBot,ADEELNP,H1,D.APE,+33,126,Play
N3zHdmoP,9,BamBam,BDHRTTV,5B,BR.T,+12,260,Play
N3zHdmoP,10,BasicBot,DEGLNOR,6H,DO..,+22,148,Play
N3zHdmoP,11,BamBam,DFHOPTV,3G,F.V,+26,286,Play
N3zHdmoP,12,BasicBot,EGLNNRR,,-LNR,+0,148,Exchange
N3zHdmoP,13,BamBam,DHMOPST,L7,OHM,+22,308,Play
N3zHdmoP,14,BasicBot,AAEEGNR,8L,.ANG,+24,172,Play
N3zHdmoP,15,BamBam,CDLPSTY,5G,C.P,+11,319,Play
N3zHdmoP,16,BasicBot,AAEEHOR,J1,RHEA,+25,197,Play
N3zHdmoP,17,BamBam,ADLLSTY,9H,DAY,+27,346,Play
N3zHdmoP,18,BasicBot,AEFOTUW,7A,FOW.,+14,211,Play
N3zHdmoP,19,BamBam,GILLOST,A7,.LOG,+24,370,Play
N3zHdmoP,20,BasicBot,ABEEITU,1J,.EBATE,+33,244,Play
N3zHdmoP,21,BamBam,IILNOST,2M,TIN,+14,384,Play
N3zHdmoP,22,BasicBot,IISSUVY,N6,VI.Y,+18,262,Play
N3zHdmoP,23,BamBam,EILNORS,3B,IN.,+21,405,Play
N3zHdmoP,24,BasicBot,IOSSTUU,H11,SUITS,+24,286,Play
N3zHdmoP,25,BamBam,EILORRS,15D,LIER.,+6,411,Play
N3zHdmoP,26,BasicBot,AEEIOUZ,O8,.AUZE,+21,307,Play
N3zHdmoP,27,BamBam,IORRS,13M,ORS,+22,433,Play
N3zHdmoP,28,BasicBot,EIO,12C,OI,+10,317,Play
N3zHdmoP,29,BamBam,IR,C12,.R,+4,437,Play
N3zHdmoP,30,BasicBot,E,N13,.E,+4,321,Play
N3zHdmoP,31,BasicBot,,,(I),+2,323,End
oqMEnMxr,1,rrryan,?ADNOOT,8D,DONATOr,+68,68,Play
oqMEnMxr,2,BasicBot,?EHINSZ,F6,ZI.E,+33,33,Play
oqMEnMxr,3,rrryan,EILLOTY,7I,YELL,+21,89,Play
oqMEnMxr,4,BasicBot,?HJMNSU,G7,N.H,+23,56,Play
oqMEnMxr,5,rrryan,ABGIORT,L3,GRAI.,+12,101,Play
oqMEnMxr,6,BasicBot,?IJLMSU,5K,J.M,+24,80,Play
oqMEnMxr,7,rrryan,BOOTUWY,3I,BOO.Y,+28,129,Play
oqMEnMxr,8,BasicBot,?DILOSU,10E,US,+20,100,Play
oqMEnMxr,9,rrryan,EIQRTUW,11B,QUIT,+30,159,Play
oqMEnMxr,10,BasicBot,?DEILNO,D4,DOLE.,+14,114,Play
oqMEnMxr,11,rrryan,EMORTWX,E3,MOX,+45,204,Play
oqMEnMxr,12,rrryan,EMORTWX,,--,-45,159,Exchange
oqMEnMxr,13,BasicBot,?DEINTT,12A,TI,+14,128,Play
oqMEnMxr,14,rrryan,EMORTWX,E4,OX,+39,198,Play
oqMEnMxr,15,BasicBot,?DEFINT,12D,FEND,+29,157,Play
oqMEnMxr,16,rrryan,AEMRRTW,A12,.WAT,+21,219,Play
oqMEnMxr,17,BasicBot,?HILNTV,7A,LIV.,+11,168,Play
oqMEnMxr,18,rrryan,EFIMRRS,A5,FI.M,+27,246,Play
oqMEnMxr,19,BasicBot,?CHIKNT,J6,K..N,+17,185,Play
oqMEnMxr,20,rrryan,EENRRSU,H12,SURE,+25,271,Play
oqMEnMxr,21,BasicBot,?CGHITT,14F,GI.TH,+21,206,Play
oqMEnMxr,22,rrryan,BEEGNRU,3E,BUG,+20,291,Play
oqMEnMxr,23,BasicBot,?ACOPRT,C3,TAP,+26,232,Play
oqMEnMxr,24,rrryan,AEEINRV,14A,.VE,+12,303,Play
oqMEnMxr,25,BasicBot,?CEEORS,N5,SO,+17,249,Play
oqMEnMxr,26,rrryan,AAEEINR,O6,NEAR,+14,317,Play
oqMEnMxr,27,BasicBot,?CDEENR,J2,C.N,+11,260,Play
oqMEnMxr,28,rrryan,AACEEII,15J,ICE,+11,328,Play
oqMEnMxr,29,BasicBot,?DEEPRR,M13,RED,+15,275,Play
oqMEnMxr,30,rrryan,AAAAEIR,L12,AA,+6,334,Play
oqMEnMxr,31,BasicBot,?EEPRSW,10J,SWeEP,+27,302,Play
oqMEnMxr,32,rrryan,AAEIOR,N13,OR,+11,345,Play
oqMEnMxr,33,BasicBot,ER,D14,RE,+10,312,Play
oqMEnMxr,34,BasicBot,,,(AAEI),+8,320,End
ZBXPSTQb,1,bannana809,AAEIRTT,H7,TEAR,+8,8,Play
ZBXPSTQb,2,BasicBot,DIILRSV,9E,RIV.L,+13,13,Play
ZBXPSTQb,3,bannana809,AAEIJQT,I6,QI,+15,23,Play
ZBXPSTQb,4,BasicBot,?DEIRSY,E5,DRYE.,+18,31,Play
ZBXPSTQb,5,bannana809,AAEJNTT,D4,JA,+21,44,Play
ZBXPSTQb,6,BasicBot,?DIIOSS,6I,.I,+13,44,Play
ZBXPSTQb,7,bannana809,AEGINTT,K2,EATING,+26,70,Play
ZBXPSTQb,8,BasicBot,?DIIOSS,2E,IDOlIS.S,+64,108,Play
ZBXPSTQb,9,bannana809,AEEEGTT,1F,AGE,+21,91,Play
ZBXPSTQb,10,BasicBot,AAHNOTV,8A,NOVA.,+27,135,Play
ZBXPSTQb,11,bannana809,EEFLOTT,C5,FE,+12,103,Play
ZBXPSTQb,12,BasicBot,AHIITWY,4I,WI.TY,+22,157,Play
ZBXPSTQb,13,bannana809,ELORTTU,3M,OLE,+16,119,Play
ZBXPSTQb,14,BasicBot,ADEHIRS,O1,HE.D,+30,187,Play
ZBXPSTQb,15,bannana809,ENORTTU,7K,.ONE,+6,125,Play
ZBXPSTQb,16,BasicBot,ABFIPRS,10B,FIBS,+27,214,Play
ZBXPSTQb,17,bannana809,BKRTTUU,N6,K.T,+17,142,Play
ZBXPSTQb,18,BasicBot,ACEIPRZ,D10,.IZ,+28,242,Play
ZBXPSTQb,19,bannana809,BMORTUU,E12,OM,+15,157,Play
ZBXPSTQb,20,BasicBot,AACEPRR,O8,ARC,+21,263,Play
ZBXPSTQb,21,bannana809,ABRTUUU,F13,AB,+14,171,Play
ZBXPSTQb,22,BasicBot,AAENOPR,G11,PARE,+17,280,Play
ZBXPSTQb,23,bannana809,EORTUUU,H14,TE,+11,182,Play
ZBXPSTQb,24,BasicBot,?ACLNNO,12D,..N.L,+20,300,Play
ZBXPSTQb,25,bannana809,DEORUUU,,(time),-10,172,Timeout
WxZy4YLA,1,BasicBot,EEEINOR,8H,ONE,+6,6,Play
WxZy4YLA,2,paloutz,ACHOOOT,G8,HOOT,+15,15,Play
WxZy4YLA,3,BasicBot,CEEIIRU,11E,CI.E,+12,18,Play
WxZy4YLA,4,paloutz,AACDIOS,K4,ACIDS,+24,39,Play
WxZy4YLA,5,BasicBot,EEIPRUY,J2,YUP,+20,38,Play
WxZy4YLA,6,paloutz,?AEILOT,L2,LET,+16,55,Play
WxZy4YLA,7,BasicBot,AEEINRU,2J,.U.E,+7,45,Play
WxZy4YLA,8,paloutz,?AEGIOR,1M,RIG,+14,69,Play
WxZy4YLA,9,BasicBot,AEIJNOR,I6,NI.JA,+21,66,Play
WxZy4YLA,10,paloutz,??AEHOQ,J10,HO,+26,95,Play
WxZy4YLA,11,BasicBot,ENOORSW,K11,WON,+22,88,Play
WxZy4YLA,12,paloutz,??AAEIQ,H11,.QuIp,+66,161,Play
WxZy4YLA,13,BasicBot,EEFLORS,L9,SELF,+30,118,Play
WxZy4YLA,14,paloutz,AADEMNV,3L,.VE,+24,185,Play
WxZy4YLA,15,BasicBot,EMOORYZ,O1,.ORY,+19,137,Play
WxZy4YLA,16,paloutz,AABDMNT,G13,MA,+15,200,Play
WxZy4YLA,17,BasicBot,DELMOVZ,F10,D.VE,+23,160,Play
WxZy4YLA,18,paloutz,AABDNTU,14K,TUBA,+19,219,Play
WxZy4YLA,19,BasicBot,BLMOTXZ,M8,LOX,+23,183,Play
WxZy4YLA,20,paloutz,ADEFNRR,15L,NEAR,+24,243,Play
WxZy4YLA,21,BasicBot,ABDMNTZ,6G,BA.D.T,+13,196,Play
WxZy4YLA,22,paloutz,ADFGOPR,8M,.OP,+15,258,Play
WxZy4YLA,23,BasicBot,EIKMNTZ,O8,.INK,+10,206,Play
WxZy4YLA,24,paloutz,ADEFGGR,O8,....ER,+13,271,Play
WxZy4YLA,25,BasicBot,EEIMTUZ,12J,T..U,+13,219,Play
WxZy4YLA,26,paloutz,AADFGGW,5F,FAD,+14,285,Play
WxZy4YLA,27,BasicBot,EEILMRZ,F2,MIL.,+15,234,Play
WxZy4YLA,28,paloutz,AAGGSTW,4D,SA.T,+13,298,Play
WxZy4YLA,29,BasicBot,EEINRSZ,D2,RE.IZES,+17,251,Play
WxZy4YLA,30,paloutz,AEGGIRW,8A,WIG.,+24,322,Play
WxZy4YLA,31,BasicBot,N,B8,.N,+2,253,Play
WxZy4YLA,32,BasicBot,,,(AEGR),+10,263,End
muX38EaB,1,BasicBot,AAEEORU,,-AEOU,+0,0,Exchange
muX38EaB,2,rrryan,DEHLSWX,8G,HEX,+26,26,Play
muX38EaB,3,BasicBot,AAEEGRU,9C,ARGUE,+14,14,Play
muX38EaB,4,rrryan,ADLPRSW,8A,WAD,+24,50,Play
muX38EaB,5,BasicBot,AAEGNOU,D5,AUGE.,+16,30,Play
muX38EaB,6,rrryan,ILMPRST,E2,PRIM,+24,74,Play
muX38EaB,7,BasicBot,AFINOPR,H1,PINAFOR.,+92,122,Play
muX38EaB,8,rrryan,CLLOSTT,7H,.OLL,+15,89,Play
muX38EaB,9,BasicBot,DEIRSUV,5H,.ERVID,+26,148,Play
muX38EaB,10,rrryan,ACSTTVW,4L,TAV,+19,108,Play
muX38EaB,11,BasicBot,?EIOSUU,3C,OU.,+6,154,Play
muX38EaB,12,rrryan,?CINSTW,F8,C.T,+23,131,Play
muX38EaB,13,rrryan,?CINSTW,,--,-23,108,Exchange
muX38EaB,14,BasicBot,?EINSSU,L7,sINUSES,+68,222,Play
muX38EaB,15,rrryan,?CINSTW,11H,TWIN.,+16,124,Play
muX38EaB,16,BasicBot,AEGHIMT,H11,.HETA,+36,258,Play
muX38EaB,17,rrryan,?CEJRST,O1,JETS,+44,168,Play
muX38EaB,18,BasicBot,BGILMRZ,J10,Z.G,+33,291,Play
muX38EaB,19,rrryan,?ABCEOR,13L,.CAB,+16,184,Play
muX38EaB,20,BasicBot,BILMORY,O11,LO.BY,+39,330,Play
muX38EaB,21,rrryan,?EILOOR,A8,.OO,+6,190,Play
muX38EaB,22,BasicBot,DEIMQRS,B10,MIRES,+36,366,Play
6Atj8CLr,1,BasicBot,AEGGOQS,,-AGGOQ,+0,0,Exchange
6Atj8CLr,2,amoghies,DEMNRST,8G,MEND,+14,14,Play
6Atj8CLr,3,BasicBot,EEIILNS,9E,LIE,+9,9,Play
6Atj8CLr,4,amoghies,GRSTTTV,,-GTTV,+0,14,Exchange
6Atj8CLr,5,BasicBot,EGIINNS,8G,....ING,+12,21,Play
6Atj8CLr,6,amoghies,NORRSST,K8,.RON,+8,22,Play
6Atj8CLr,7,BasicBot,?EEINOS,E7,fE.ONIES,+64,85,Play
6Atj8CLr,8,amoghies,ABORSST,D12,BOAT,+26,48,Play
6Atj8CLr,9,BasicBot,AABDEOY,8A,ABOD.,+30,115,Play
6Atj8CLr,10,amoghies,FIORSSS,15A,FIS.,+21,69,Play
6Atj8CLr,11,BasicBot,AEEHIYY,12K,YEAH,+28,143,Play
6Atj8CLr,12,amoghies,AIOQRSS,B14,Q.,+22,91,Play
6Atj8CLr,13,BasicBot,?DEIOTY,13M,TOY,+21,164,Play
6Atj8CLr,14,amoghies,AIORSSZ,F6,ZA,+32,123,Play
6Atj8CLr,15,BasicBot,?ADEEIT,L2,DATElI.E,+68,232,Play
6Atj8CLr,16,amoghies,INNORSS,,(time),-10,113,Timeout
iSy6uQ7X,1,rrryan,ADEORUX,8H,REDOX,+42,42,Play
iSy6uQ7X,2,BasicBot,ILMNNRU,K7,M.URN,+14,14,Play
iSy6uQ7X,3,rrryan,AHIOPUV,7K,.OP,+19,61,Play
iSy6uQ7X,4,BasicBot,AAEILNO,N3,ANOLE,+15,29,Play
iSy6uQ7X,5,rrryan,AAHHIUV,O1,HUH,+32,93,Play
iSy6uQ7X,6,BasicBot,AABCEIW,M1,CAB,+30,59,Play
iSy6uQ7X,7,rrryan,AAIMTVW,7G,VAW,+28,121,Play
iSy6uQ7X,8,BasicBot,?AEIJTW,6H,JAW,+37,96,Play
iSy6uQ7X,9,rrryan,ADDIIMT,O7,DIM,+28,149,Play
iSy6uQ7X,10,BasicBot,?EIKNPT,L6,P..,+12,108,Play
iSy6uQ7X,11,rrryan,ADDEIIT,11H,DAI.TIED,+60,209,Play
iSy6uQ7X,12,rrryan,ADDEIIT,,--,-60,149,Exchange
iSy6uQ7X,13,BasicBot,?EIKNTU,10J,T.UNK,+21,129,Play
iSy6uQ7X,14,rrryan,ADDEIIT,11I,DI.T,+9,158,Play
iSy6uQ7X,15,BasicBot,?AEILTU,H5,A...,+11,140,Play
iSy6uQ7X,16,rrryan,ACDEFIN,12F,FACED,+21,179,Play
iSy6uQ7X,17,rrryan,ACDEFIN,,--,-21,158,Exchange
iSy6uQ7X,18,BasicBot,?EIILTU,,-IU,+0,140,Exchange
iSy6uQ7X,19,rrryan,ACDEFIN,12L,EF,+16,174,Play
iSy6uQ7X,20,BasicBot,?EEILOT,M12,.LOE,+14,154,Play
iSy6uQ7X,21,rrryan,ACDINSV,15L,V.ND,+36,210,Play
iSy6uQ7X,22,BasicBot,?EIINRT,1H,NITRI.,+27,181,Play
iSy6uQ7X,23,rrryan,ACGISSY,O13,CA.,+6,216,Play
iSy6uQ7X,24,BasicBot,?EEFGQR,,-GQ,+0,181,Exchange
iSy6uQ7X,25,rrryan,EGIRSSY,G2,GREY,+14,230,Play
iSy6uQ7X,26,BasicBot,??EEFRS,3C,ReFe.EES,+70,251,Play
iSy6uQ7X,27,rrryan,AILSSST,E3,.AILS,+16,246,Play
iSy6uQ7X,28,BasicBot,AEEEOOU,,-AEEOU,+0,251,Exchange
iSy6uQ7X,29,rrryan,ILRSSTT,4I,TITS,+12,258,Play
iSy6uQ7X,30,BasicBot,AEEGIOZ,6B,ZEA.,+33,284,Play
iSy6uQ7X,31,rrryan,EILORST,2B,LET,+9,267,Play
iSy6uQ7X,32,BasicBot,EEEGIOU,4A,GEE,+9,293,Play
iSy6uQ7X,33,rrryan,AIOOORS,B6,.OO,+12,279,Play
iSy6uQ7X,34,BasicBot,EGINOUY,8A,Y.GI,+27,320,Play
iSy6uQ7X,35,rrryan,AIIOQRS,9D,SIR,+5,284,Play
iSy6uQ7X,36,BasicBot,BENOU,F8,O.B,+11,331,Play
iSy6uQ7X,37,rrryan,AIOQ,10F,.I,+4,288,Play
iSy6uQ7X,38,BasicBot,ENU,I11,.UNE,+6,337,Play
iSy6uQ7X,39,BasicBot,,,(AOQ),+24,361,End
ShExCkJw,1,BasicBot,AEEGINZ,8G,GAZE,+28,28,Play
ShExCkJw,2,BamBam,?AEHSSY,K8,SHAY,+35,35,Play
ShExCkJw,3,BasicBot,EINORTW,L11,OW,+15,43,Play
ShExCkJw,4,BamBam,?BEENSS,M11,NEB,+21,56,Play
ShExCkJw,5,BasicBot,EEINRRT,10J,E.R,+11,54,Play
ShExCkJw,6,BamBam,?EKLOSS,14K,LOSE,+14,70,Play
ShExCkJw,7,BasicBot,EILLNRT,,-LL,+0,54,Exchange
ShExCkJw,8,BamBam,?DIKNOS,O12,DISK,+38,108,Play
ShExCkJw,9,BasicBot,EEINNRT,I8,.EN,+17,71,Play
ShExCkJw,10,BamBam,?DIMNOV,G3,MOVIN.,+16,124,Play
ShExCkJw,11,BasicBot,CDEINRT,4F,D.CTRINE,+78,149,Play
ShExCkJw,12,BamBam,?ADIORW,15H,WADI,+26,150,Play
ShExCkJw,13,BasicBot,ABDEFOO,J2,FO.BAD.,+23,172,Play
ShExCkJw,14,BamBam,?AELOPR,K3,P.A,+22,172,Play
ShExCkJw,15,BasicBot,AEHOTVX,3M,HEX,+36,208,Play
ShExCkJw,16,BamBam,?EELORU,O1,LE.,+30,202,Play
ShExCkJw,17,BasicBot,AGOTTTV,14D,GOTTA,+13,221,Play
ShExCkJw,18,BamBam,??EORUY,N1,EY.,+24,226,Play
ShExCkJw,19,BasicBot,AIIITUV,,-IIUV,+0,221,Exchange
ShExCkJw,20,BamBam,??ORRUU,D12,RU.,+8,234,Play
ShExCkJw,21,BasicBot,AAIPRST,F6,PI,+22,243,Play
ShExCkJw,22,BamBam,??ORUUU,G13,U.,+3,237,Play
ShExCkJw,23,BasicBot,AACLRST,15A,CALS,+27,270,Play
ShExCkJw,24,BamBam,??ORUUV,B13,OV.,+12,249,Play
ShExCkJw,25,BasicBot,AFGIRRT,E7,GRIFT,+22,292,Play
ShExCkJw,26,BamBam,??IQRUU,D9,QI,+27,276,Play
ShExCkJw,27,BasicBot,AAEIMNR,A8,AIRMAN,+29,321,Play
ShExCkJw,28,BamBam,??ORTUU,B2,OUTRUns,+65,341,Play
ShExCkJw,29,BasicBot,EEILNOT,2A,L.TION,+8,329,Play
ShExCkJw,30,BamBam,EJ,G12,J..,+10,351,Play
ShExCkJw,31,BasicBot,EE,4B,.EE,+6,335,Play
ShExCkJw,32,BasicBot,,,(E),+2,337,End
ZTCBV3pK,1,BasicBot,MNOOUVY,8F,OVUM,+18,18,Play
ZTCBV3pK,2,rrryan,AACEGGV,9B,AGAVE,+13,13,Play
ZTCBV3pK,3,BasicBot,EHNOSTY,F6,HO..Y,+27,45,Play
ZTCBV3pK,4,rrryan,BCGNOST,E5,COG,+20,33,Play
ZTCBV3pK,5,BasicBot,ENNNRST,B8,N.N,+5,50,Play
ZTCBV3pK,6,rrryan,BINNRST,A7,BI,+18,51,Play
ZTCBV3pK,7,BasicBot,ENORSST,B8,...S,+4,54,Play
ZTCBV3pK,8,rrryan,ELNNRST,H7,R.NT,+4,55,Play
ZTCBV3pK,9,BasicBot,ELNORST,D8,L.,+3,57,Play
ZTCBV3pK,10,rrryan,EJLNSTU,7H,.UNT,+10,65,Play
ZTCBV3pK,11,BasicBot,EFNORST,K4,FON.,+14,71,Play
ZTCBV3pK,12,rrryan,EGJKLMS,L3,GEK,+32,97,Play
ZTCBV3pK,13,rrryan,EGJKLMS,,--,-32,65,Exchange
ZTCBV3pK,14,BasicBot,EEINRST,10F,.E.,+6,77,Play
ZTCBV3pK,15,rrryan,EGJKLMS,L3,LEK,+30,95,Play
ZTCBV3pK,16,BasicBot,EINRSTU,6J,I.,+8,85,Play
ZTCBV3pK,17,rrryan,EEFGJMS,M4,ME,+19,114,Play
ZTCBV3pK,18,BasicBot,DENRSTU,M4,..D,+6,91,Play
ZTCBV3pK,19,rrryan,EFGIJSZ,N1,ZIGS,+37,151,Play
ZTCBV3pK,20,BasicBot,ENRSTTU,8K,STUNT,+26,117,Play
ZTCBV3pK,21,rrryan,EEFIJOW,1L,WI.,+19,170,Play
ZTCBV3pK,22,BasicBot,EEOPRTY,D8,..YER,+16,133,Play
ZTCBV3pK,23,rrryan,EEEFIJO,C12,EF,+12,182,Play
ZTCBV3pK,24,BasicBot,ABEOPPT,M8,.PBEAT,+26,159,Play
ZTCBV3pK,25,rrryan,DEEIIJO,12L,J.DE,+26,208,Play
ZTCBV3pK,26,BasicBot,CDOPRWX,O11,R.DOX,+39,198,Play
ZTCBV3pK,27,rrryan,AEEIIIO,,-EIIIO,+0,208,Exchange
ZTCBV3pK,28,BasicBot,AACIPRW,15M,WA.,+13,211,Play
ZTCBV3pK,29,rrryan,AAELLOR,13K,LO.,+12,220,Play
ZTCBV3pK,30,BasicBot,ACIIPRR,E12,RIP,+8,219,Play
ZTCBV3pK,31,rrryan,AADEELR,15A,LEADER,+33,253,Play
ZTCBV3pK,32,BasicBot,ACEIRSU,10M,.I,+6,225,Play
ZTCBV3pK,33,rrryan,?AAEIIQ,14J,QI,+33,286,Play
ZTCBV3pK,34,BasicBot,ACEIRSU,J14,.I,+11,236,Play
ZTCBV3pK,35,rrryan,?AAAEIO,A11,AA,+5,291,Play
ZTCBV3pK,36,BasicBot,ACEHRSU,14N,H.,+20,256,Play
ZTCBV3pK,37,rrryan,?AEIOOT,14A,ET,+10,301,Play
ZTCBV3pK,38,BasicBot,?ACERSU,G10,.RECtS,+18,274,Play
ZTCBV3pK,39,rrryan,?AIOO,13G,.OO,+6,307,Play
ZTCBV3pK,40,BasicBot,AU,N7,A.,+2,276,Play
ZTCBV3pK,41,rrryan,?AI,O5,wAI.,+5,312,Play
ZTCBV3pK,42,rrryan,,,(U),+2,314,End
LJUcLDFM,1,BasicBot,AEEOOSW,8H,OWE,+12,12,Play
LJUcLDFM,2,Blxsziii,ACCKRTV,J4,RACK.T,+18,18,Play
LJUcLDFM,3,BasicBot,AEINNOS,I8,.AN,+10,22,Play
LJUcLDFM,4,Blxsziii,?ACUVYY,5I,C.VY,+24,42,Play
LJUcLDFM,5,BasicBot,EEINOSU,10F,NOU.S,+24,46,Play
LJUcLDFM,6,Blxsziii,?AABUYZ,4L,BY,+28,70,Play
LJUcLDFM,7,BasicBot,EEIIRRU,F7,RUI.,+4,50,Play
LJUcLDFM,8,Blxsziii,?AAFGUZ,3K,FAA,+30,100,Play
LJUcLDFM,9,BasicBot,EEHIIRT,2M,HE,+19,69,Play
LJUcLDFM,10,Blxsziii,?EGLOUZ,1N,ZO,+44,144,Play
LJUcLDFM,11,BasicBot,EIIINRT,G10,.I,+2,71,Play
LJUcLDFM,12,Blxsziii,?EGGLSU,12G,LEG,+8,152,Play
LJUcLDFM,13,BasicBot,AEIINRT,13I,INERTIA,+70,141,Play
LJUcLDFM,14,Blxsziii,?GINSSU,14C,bUSSING,+64,216,Play
LJUcLDFM,15,BasicBot,DEIOPRU,N10,PER.OD,+30,171,Play
LJUcLDFM,16,Blxsziii,DEEIQRS,15F,IDE,+23,239,Play
LJUcLDFM,17,BasicBot,ADILOUX,15K,DIL.O,+24,195,Play
LJUcLDFM,18,Blxsziii,EGQRSTW,9E,Q.,+11,250,Play
LJUcLDFM,19,BasicBot,AEHMPUX,L8,HAMPE.,+34,229,Play
LJUcLDFM,20,Blxsziii,EGRRSTW,M7,REW,+25,275,Play
LJUcLDFM,21,BasicBot,?AFNOUX,D12,FA.X,+44,273,Play
LJUcLDFM,22,Blxsziii,BGIRSTT,O8,GRIT,+21,296,Play
LJUcLDFM,23,BasicBot,?NNOOTU,2H,UNTO,+11,284,Play
LJUcLDFM,24,Blxsziii,BEILLST,3B,BILLETS,+72,368,Play
LJUcLDFM,25,BasicBot,?AAENOV,1D,VANEs,+39,323,Play
LJUcLDFM,26,Blxsziii,DEEJMOT,B2,O.JET,+32,400,Play
LJUcLDFM,27,BasicBot,AO,7D,OA.,+3,326,Play
LJUcLDFM,28,BasicBot,,,(DEM),+12,338,End
kqsQvjZE,1,Husker,DDFMTUZ,8E,FUTZ,+32,32,Play
kqsQvjZE,2,BasicBot,EEFILNO,E5,FIE.,+20,20,Play
